ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:39:08"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-13\Raw Data\Slide08_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-13\Raw Data\Images\Slide08_US23502317_1003449804_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2930, 1450"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"F532 Total Intensity"	"SNR 532"	"F532 CV"	"B532 CV"	"Index"
5	2	1	""	""	3520	10770	100	44	44	7	45	45	45	7	9	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	-1	Error	-1	-1	3528	-0.143	15	15	650
5	3	1	""	""	3770	10770	100	45	44	7	43	44	43	8	14	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	2	1	Error	2	1	3486	0.000	15	18	651
5	4	1	""	""	4010	10770	100	47	46	7	43	43	43	7	24	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	4	3	Error	4	3	3718	0.429	15	16	652
5	5	1	""	""	4260	10770	100	40	41	7	41	43	41	35	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	Error	-1	0	3269	-0.057	17	81	653
5	6	1	""	""	4500	10770	100	41	42	7	42	43	42	14	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	Error	-1	0	3384	-0.071	16	32	654
5	7	1	""	""	4750	10770	100	43	43	7	44	44	44	7	10	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	-1	Error	-1	-1	3469	-0.143	16	15	655
5	8	1	""	""	4990	10770	100	43	44	7	44	44	44	7	11	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	Error	-1	0	3491	0.000	15	15	656
5	9	1	""	""	5240	10770	100	43	43	7	43	43	43	7	15	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	0	Error	0	0	3432	0.000	16	16	657
5	1	2	""	""	3280	11020	100	45	45	8	45	45	45	8	14	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	0	Error	0	0	3620	0.000	17	17	658
5	2	2	""	""	3520	11020	100	45	47	9	44	44	44	7	21	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	3	Error	1	3	3735	0.429	19	15	659
5	3	2	""	""	3770	11020	100	42	43	7	42	43	42	7	16	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	1	Error	0	1	3446	0.000	16	16	660
5	4	2	""	""	4010	11020	100	42	42	6	42	42	42	7	10	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	0	Error	0	0	3359	0.000	14	16	661
5	5	2	""	""	4260	11020	100	40	41	7	41	42	41	7	14	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	Error	-1	0	3251	-0.143	17	16	662
5	6	2	""	""	4500	11020	100	41	45	19	43	43	43	7	19	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	2	Error	-2	2	3561	0.286	42	16	663
5	7	2	""	""	4750	11020	100	44	45	8	43	43	43	7	20	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	2	Error	1	2	3574	0.286	17	16	664
5	8	2	""	""	4990	11020	100	41	42	8	42	42	42	7	18	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	Error	-1	0	3335	0.000	19	16	665
5	9	2	""	""	5240	11020	100	41	42	7	43	44	43	9	6	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	-1	Error	-2	-1	3321	-0.222	16	20	666
5	1	3	""	""	3280	11260	100	42	43	8	44	44	44	7	13	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	-1	Error	-2	-1	3460	-0.143	18	15	667
5	2	3	""	""	3520	11260	100	43	44	7	44	44	44	7	15	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	Error	-1	0	3499	0.000	15	15	668
5	3	3	""	""	3770	11260	100	42	42	6	41	43	41	8	13	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	1	Error	1	1	3394	-0.125	14	18	669
5	4	3	""	""	4010	11260	100	44	44	8	41	41	41	7	24	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	3	3	Error	3	3	3517	0.429	18	17	670
5	5	3	""	""	4260	11260	100	42	42	7	42	43	42	8	9	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	0	Error	0	0	3332	-0.125	16	18	671
5	6	3	""	""	4500	11260	100	42	43	7	43	44	43	8	13	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	Error	-1	0	3447	-0.125	16	18	672
5	7	3	""	""	4750	11260	100	42	43	8	42	43	42	7	16	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	1	Error	0	1	3411	0.000	18	16	673
5	8	3	""	""	4990	11260	100	39	39	5	43	44	43	7	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-4	-4	Error	-4	-4	3129	-0.714	12	15	674
5	9	3	""	""	5240	11260	100	45	46	7	44	333	44	3207	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	2	Error	1	2	3704	-0.089	15	963	675
5	1	4	""	""	3280	11510	100	46	46	8	44	45	44	7	20	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	528	100	-75	0	0	2	2	Error	2	2	3691	0.143	17	15	676
5	2	4	""	""	3520	11510	100	45	45	7	44	45	44	8	15	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	528	100	-75	0	0	1	1	Error	1	1	3591	0.000	15	17	677
5	3	4	""	""	3770	11510	100	43	44	9	43	43	43	7	23	10	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	528	100	-75	0	0	0	1	Error	0	1	3559	0.143	20	16	678
5	4	4	""	""	4010	11510	100	41	42	9	41	41	41	7	20	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	1	Error	0	1	3390	0.143	21	17	679
5	5	4	""	""	4260	11510	100	42	43	8	42	43	42	8	14	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	1	Error	0	1	3421	0.000	18	18	680
5	6	4	""	""	4500	11510	100	43	43	7	43	43	43	7	14	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	0	Error	0	0	3467	0.000	16	16	681
5	7	4	""	""	4750	11510	100	41	42	7	43	43	43	7	13	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	-1	Error	-2	-1	3344	-0.143	16	16	682
5	8	4	""	""	4990	11510	100	42	42	7	43	44	43	7	14	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	-1	Error	-1	-1	3363	-0.286	16	15	683
5	9	4	""	""	5240	11510	100	42	43	7	42	43	42	8	13	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	1	Error	0	1	3403	0.000	16	18	684
5	1	5	"Blank 8"	"148"	3270	11690	100	43	43	6	45	45	45	7	8	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	528	100	-50	0	0	-2	-2	Error	-2	-2	3460	-0.286	13	15	685
5	2	5	"Blank 8"	"148"	3510	11690	100	46	46	7	44	44	44	7	24	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	528	100	-50	0	0	2	2	Error	2	2	3677	0.286	15	15	686
5	3	5	"Blank 8"	"148"	3750	11690	100	43	44	7	42	42	42	7	23	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	528	100	-50	0	0	1	2	Error	1	2	3532	0.286	15	16	687
5	4	5	""	""	4010	11750	100	41	42	8	41	42	41	7	21	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	547	100	-75	0	0	0	1	Error	0	1	3365	0.000	19	16	688
5	5	5	""	""	4260	11750	100	44	45	8	43	43	43	7	21	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	550	100	-75	0	0	1	2	Error	1	2	3607	0.286	17	16	689
5	6	5	""	""	4500	11750	100	40	41	7	42	43	42	7	15	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	-1	Error	-2	-1	3281	-0.286	17	16	690
5	7	5	""	""	4750	11750	100	45	45	8	42	43	42	7	24	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	549	100	-75	0	0	3	3	Error	3	3	3593	0.286	17	16	691
5	8	5	""	""	4990	11750	100	43	43	8	43	43	43	7	11	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	549	100	-75	0	0	0	0	Error	0	0	3441	0.000	18	16	692
5	9	5	""	""	5240	11750	100	43	43	8	43	44	43	8	14	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	553	100	-75	0	0	0	0	Error	0	0	3479	-0.125	18	18	693
5	1	6	"Lg fr. 26 0.1然"	"100"	3230	11950	100	44	44	8	43	44	43	7	23	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	1	Error	1	1	3556	0.000	18	15	694
5	2	6	"Lg fr. 26 0.1然"	"100"	3470	11950	100	46	45	7	45	45	45	8	11	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	0	Error	1	0	3607	0.000	15	17	695
5	3	6	"Lg fr. 26 0.1然"	"100"	3710	11940	100	42	42	7	42	43	42	7	9	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	0	Error	0	0	3327	-0.143	16	16	696
5	4	6	"Lg fr. 30 0.2然"	"116"	3950	11940	100	41	41	7	40	41	40	7	15	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	547	100	-50	0	0	1	1	Error	1	1	3307	0.000	17	17	697
5	5	6	"Lg fr. 30 0.2然"	"116"	4190	11940	100	43	43	7	42	43	42	6	21	9	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	550	100	-50	0	0	1	1	Error	1	1	3465	0.000	16	13	698
5	6	6	"Lg fr. 30 0.2然"	"116"	4430	11940	60	41	43	8	40	41	40	7	28	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	1	3	Error	1	3	1367	0.286	18	17	699
5	7	6	"Lg fr. 35 0.1然"	"132"	4660	11930	100	43	44	8	44	44	44	8	8	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	549	100	-50	0	0	-1	0	Error	-1	0	3492	0.000	18	18	700
5	8	6	"Lg fr. 35 0.1然"	"132"	4900	11930	100	43	44	7	42	43	42	7	23	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	549	100	-50	0	0	1	2	Error	1	2	3518	0.143	15	16	701
5	9	6	"Lg fr. 35 0.1然"	"132"	5140	11930	100	42	43	7	43	44	43	7	9	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	553	100	-50	0	0	-1	0	Error	-1	0	3400	-0.143	16	15	702
5	1	7	"Ng fr.41 1.56然"	"115"	3270	12180	100	44	43	6	43	44	43	7	8	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	0	Error	1	0	3435	-0.143	13	15	703
5	2	7	"Ng fr.41 1.56然"	"115"	3510	12180	100	44	43	7	44	44	44	7	8	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	-1	Error	0	-1	3410	-0.143	16	15	704
5	3	7	"Ng fr.41 1.56然"	"115"	3750	12180	100	42	42	9	42	42	42	7	16	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	0	Error	0	0	3378	0.000	21	16	705
5	4	7	"Lg fr. 17 0.1然"	"131"	3990	12170	100	39	40	7	40	40	40	7	14	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	0	Error	-1	0	3160	0.000	17	17	706
5	5	7	"Lg fr. 17 0.1然"	"131"	4230	12170	100	42	42	6	41	41	41	7	14	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	1	Error	1	1	3342	0.143	14	17	707
5	6	7	"Lg fr. 17 0.1然"	"131"	4470	12170	100	41	41	7	41	42	41	7	18	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	0	Error	0	0	3308	-0.143	17	16	708
5	7	7	"Lg fr. 21 0.9然"	"147"	4710	12160	100	45	45	7	43	44	43	8	18	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	2	Error	2	2	3587	0.125	15	18	709
5	8	7	"Lg fr. 21 0.9然"	"147"	4950	12160	100	43	43	5	42	42	42	8	8	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	1	Error	1	1	3427	0.125	11	19	710
5	9	7	"Lg fr. 21 0.9然"	"147"	5200	12160	100	46	46	7	44	44	44	8	20	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	2	Error	2	2	3665	0.250	15	18	711
5	1	8	"Ng fr.29 0.9然"	"130"	3220	12440	100	49	49	9	45	46	45	10	23	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	4	4	Error	4	4	3891	0.300	18	21	712
5	2	8	"Ng fr.29 0.9然"	"130"	3460	12440	100	42	42	7	43	44	43	7	13	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	-1	Error	-1	-1	3359	-0.286	16	15	713
5	3	8	"Ng fr.29 0.9然"	"130"	3700	12440	100	41	42	7	41	42	41	7	13	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	1	Error	0	1	3358	0.000	16	16	714
5	4	8	"Ng fr.33 2.5然"	"146"	3940	12440	100	40	41	6	41	41	41	7	10	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	0	Error	-1	0	3247	0.000	14	17	715
5	5	8	"Ng fr.33 2.5然"	"146"	4180	12430	100	41	41	6	40	41	40	7	14	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	1	Error	1	1	3273	0.000	14	17	716
5	6	8	"Ng fr.33 2.5然"	"146"	4420	12430	100	42	42	7	40	41	40	7	23	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	2	Error	2	2	3395	0.143	16	17	717
5	7	8	"Ng fr.37 4.3然"	"99"	4660	12430	100	42	42	6	43	44	43	7	9	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	-1	Error	-1	-1	3351	-0.286	14	15	718
5	8	8	"Ng fr.37 4.3然"	"99"	4910	12430	40	52	54	10	43	43	43	7	50	42	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	9	11	Error	9	11	646	1.571	18	16	719
5	9	8	"Ng fr.37 4.3然"	"99"	5150	12420	100	44	45	8	46	48	46	12	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	-1	Error	-2	-1	3567	-0.250	17	25	720
5	1	9	"Ng fr.17 0.7然"	"145"	3280	12670	100	45	46	7	46	46	46	8	10	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	0	Error	-1	0	3641	0.000	15	17	721
5	2	9	"Ng fr.17 0.7然"	"145"	3520	12670	100	44	45	7	42	43	42	7	23	11	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	3	Error	2	3	3577	0.286	15	16	722
5	3	9	"Ng fr.17 0.7然"	"145"	3760	12670	100	42	43	6	43	43	43	7	9	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	0	Error	-1	0	3409	0.000	13	16	723
5	4	9	"Ng fr.21 0.5然"	"98"	4000	12660	100	45	45	6	43	44	43	8	13	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	2	Error	2	2	3587	0.125	13	18	724
5	5	9	"Ng fr.21 0.5然"	"98"	4240	12660	100	46	46	7	44	44	44	8	23	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	2	Error	2	2	3693	0.250	15	18	725
5	6	9	"Ng fr.21 0.5然"	"98"	4480	12660	100	44	44	7	44	45	44	9	8	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	0	Error	0	0	3504	-0.111	15	20	726
5	7	9	"Ng fr.25 1.9然"	"114"	4730	12660	100	48	50	9	47	48	47	9	18	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	3	Error	1	3	3967	0.222	18	18	727
5	8	9	"Ng fr.25 1.9然"	"114"	4970	12650	100	50	52	12	51	52	51	12	16	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	1	Error	-1	1	4122	0.000	23	23	728
5	9	9	"Ng fr.25 1.9然"	"114"	5210	12650	100	50	51	14	50	51	50	10	14	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	1	Error	0	1	4103	0.000	27	19	729
5	1	10	"Ng fr.11 10然"	"97"	3270	12900	100	46	47	7	46	46	46	8	14	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	1	Error	0	1	3787	0.125	14	17	730
5	2	10	"Ng fr.11 10然"	"97"	3510	12900	100	47	46	7	45	45	45	8	11	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	1	Error	2	1	3706	0.125	15	17	731
5	3	10	"Ng fr.11 10然"	"97"	3750	12900	100	45	45	9	44	45	44	8	23	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	1	Error	1	1	3636	0.000	20	17	732
5	4	10	"Ng fr.12 5然"	"113"	3990	12900	100	44	44	7	46	47	46	12	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	-2	Error	-2	-2	3558	-0.250	15	25	733
5	5	10	"Ng fr.12 5然"	"113"	4240	12890	100	46	47	8	47	47	47	8	14	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	0	Error	-1	0	3754	0.000	17	17	734
5	6	10	"Ng fr.12 5然"	"113"	4480	12890	100	50	51	9	47	47	47	8	25	10	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	3	4	Error	3	4	4062	0.500	17	17	735
5	7	10	"Ng fr.13 1然"	"129"	4720	12890	100	49	50	8	53	55	53	13	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-4	-3	Error	-4	-3	3997	-0.385	16	23	736
5	8	10	"Ng fr.13 1然"	"129"	4960	12890	100	55	55	10	53	54	53	11	13	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	2	Error	2	2	4371	0.091	18	20	737
5	9	10	"Ng fr.13 1然"	"129"	5210	12890	70	51	54	16	48	50	48	9	19	16	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	3	6	Error	3	6	1728	0.444	29	18	738
5	1	11	"Lg 23-12"	"85"	3280	13200	60	253	298	148	46	47	46	8	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	207	252	Error	207	252	9541	31.375	49	17	739
5	2	11	"Lg 23-12"	"85"	3550	13200	60	250	290	153	44	45	44	7	100	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	206	246	Error	206	246	9269	35.000	52	15	740
5	3	11	"Lg 23-12"	"85"	3780	13200	60	371	397	160	45	46	45	8	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	326	352	Error	326	352	12715	43.875	40	17	741
5	4	11	"Print buffer"	"89"	4010	13160	70	193	191	34	50	50	50	9	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	143	141	Error	143	141	6101	15.667	17	18	742
5	5	11	"Print buffer"	"89"	4250	13150	60	216	213	56	51	51	51	7	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	165	162	Error	165	162	6819	23.143	26	13	743
5	6	11	"Print buffer"	"89"	4510	13170	70	204	201	24	59	61	59	15	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	145	142	Error	145	142	6440	9.333	11	24	744
5	7	11	"Print buffer"	"93"	4750	13160	60	115	115	19	54	54	54	8	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	61	61	Error	61	61	3680	7.625	16	14	745
5	8	11	"Print buffer"	"93"	4980	13160	70	105	106	17	50	52	50	10	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	55	56	Error	55	56	3384	5.400	16	19	746
5	9	11	"Print buffer"	"93"	5280	13170	70	105	107	20	51	52	51	9	100	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	54	56	Error	54	56	3408	6.111	18	17	747
5	1	12	"Lg 17-16 1 然"	"73"	3290	13410	70	157	151	37	47	48	47	9	97	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	110	104	Error	110	104	4839	11.444	24	18	748
5	2	12	"Lg 17-16 1 然"	"73"	3520	13390	60	141	142	36	45	45	45	8	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	96	97	Error	96	97	4551	12.125	25	17	749
5	3	12	"Lg 17-16 1 然"	"73"	3760	13400	60	159	160	32	45	46	45	7	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	114	115	Error	114	115	5117	16.286	20	15	750
5	4	12	"Lg 19-8 1 然"	"77"	4020	13400	60	213	222	84	50	51	50	9	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	163	172	Error	163	172	7088	19.000	37	17	751
5	5	12	"Lg 19-8 1 然"	"77"	4250	13390	60	268	277	129	50	53	50	11	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	218	227	Error	218	227	8858	20.364	46	20	752
5	6	12	"Lg 19-8 1 然"	"77"	4510	13400	60	214	207	49	59	60	59	13	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	155	148	Error	155	148	6614	11.308	23	21	753
5	7	12	"Lg 22-12 1 然"	"81"	4770	13380	50	215	216	15	56	55	56	9	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	159	160	Error	159	160	2592	17.889	6	16	754
5	8	12	"Lg 22-12 1 然"	"81"	4980	13400	50	206	205	17	55	55	55	10	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	151	150	Error	151	150	2459	15.000	8	18	755
5	9	12	"Lg 22-12 1 然"	"81"	5290	13400	60	148	147	44	52	53	52	9	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	96	95	Error	96	95	4711	10.444	29	16	756
5	1	13	"Ng 20-9 3 然"	"61"	3300	13650	30	1091	1116	180	58	281	58	358	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4	20	100	0	0	0	1033	1058	Error	1033	1058	4465	2.332	16	127	757
5	2	13	"Ng 20-9 3 然"	"61"	3540	13660	30	976	1015	357	62	302	62	378	100	50	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4	20	100	0	0	0	914	953	Error	914	953	4059	1.886	35	125	758
5	3	13	"Ng 20-9 3 然"	"61"	3780	13650	30	859	870	202	58	262	58	318	100	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4	20	100	0	0	0	801	812	Error	801	812	3478	1.912	23	121	759
5	4	13	"Ng 21-8 1 然"	"65"	4020	13630	70	127	127	15	50	50	50	9	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	77	77	Error	77	77	4056	8.556	11	18	760
5	5	13	"Ng 21-8 1 然"	"65"	4270	13620	60	132	127	25	52	52	52	9	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	80	75	Error	80	75	4063	8.333	19	17	761
5	6	13	"Ng 21-8 1 然"	"65"	4510	13640	60	131	117	31	54	56	54	10	94	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	77	63	Error	77	63	3747	6.100	26	17	762
5	7	13	"Lg 17-15 10 然"	"69"	4760	13650	70	682	649	143	54	54	54	9	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	628	595	Error	628	595	20753	66.111	22	16	763
5	8	13	"Lg 17-15 10 然"	"69"	5000	13660	70	603	596	130	55	55	55	8	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	548	541	Error	548	541	19078	67.625	21	14	764
