ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:38:47"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Slide07_Bmarray_Subclasses_F635.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Images\Slide07_US23502317_1003449801_S01_H_Flipped.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2640, 1420"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"B635 Median"	"B635 Mean"	"B635"	"B635 SD"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F635 Median - B635"	"F635 Mean - B635"	"F635 Total Intensity"	"SNR 635"	"F635 CV"	"B635 CV"	"Index"
7	4	11	"Print buffer"	"91"	12890	13260	50	58	55	11	35	35	35	8	83	58	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	23	20	16.610	23	20	663	2.500	20	22	1066
7	5	11	"Print buffer"	"91"	13130	13260	50	47	48	9	33	34	33	7	67	42	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	14	15	16.610	14	15	570	2.000	18	20	1067
7	6	11	"Print buffer"	"91"	13400	13260	50	47	48	6	33	35	33	10	83	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	14	15	16.610	14	15	570	1.300	12	28	1068
7	7	11	"Print buffer"	"95"	13630	13260	50	46	47	8	32	33	32	8	75	42	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	14	15	16.610	14	15	561	1.750	17	24	1069
7	8	11	"Print buffer"	"95"	13870	13270	50	57	60	24	35	36	35	9	75	58	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	22	25	16.610	22	25	714	2.667	40	25	1070
7	9	11	"Print buffer"	"95"	14110	13260	60	44	47	13	43	45	43	17	13	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	1	4	16.610	1	4	1507	0.118	27	37	1071
7	1	12	"Lg 18-8 1 然"	"75"	12170	13470	50	82	79	15	33	34	33	8	100	92	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	49	46	16.610	49	46	943	5.625	18	23	1072
7	2	12	"Lg 18-8 1 然"	"75"	12400	13470	50	83	88	26	34	35	34	8	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	49	54	16.610	49	54	1054	6.625	29	22	1073
7	3	12	"Lg 18-8 1 然"	"75"	12650	13480	50	83	92	30	34	34	34	8	100	92	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	49	58	16.610	49	58	1100	7.250	32	23	1074
7	4	12	"Lg 20-9 1 然"	"79"	12910	13490	50	56	59	15	33	33	33	8	92	75	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	23	26	16.610	23	26	709	3.250	25	24	1075
7	5	12	"Lg 20-9 1 然"	"79"	13150	13500	50	54	55	13	33	33	33	7	92	75	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	21	22	16.610	21	22	665	3.143	23	21	1076
7	6	12	"Lg 20-9 1 然"	"79"	13400	13490	50	68	64	11	32	33	32	7	100	92	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	36	32	16.610	36	32	764	4.429	17	21	1077
7	7	12	"Lg 23-11 3 然"	"83"	13650	13460	50	57	55	8	31	33	31	7	100	92	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	26	24	16.610	26	24	663	3.143	14	21	1078
7	8	12	"Lg 23-11 3 然"	"83"	13890	13510	50	55	55	11	33	35	33	9	83	50	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	22	22	16.610	22	22	663	2.222	20	25	1079
7	9	12	"Lg 23-11 3 然"	"83"	14140	13500	50	56	57	10	35	36	35	9	100	67	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	21	22	16.610	21	22	683	2.333	17	25	1080
7	1	13	"Ng 21-8 10 然"	"63"	12210	13740	50	87	92	19	33	33	33	7	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	54	59	16.610	54	59	1103	8.429	20	21	1081
7	2	13	"Ng 21-8 10 然"	"63"	12460	13750	50	97	102	34	30	32	30	8	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	67	72	16.610	67	72	1229	8.750	33	25	1082
7	3	13	"Ng 21-8 10 然"	"63"	12700	13750	50	87	87	16	32	32	32	7	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	55	55	16.610	55	55	1046	7.857	18	21	1083
7	4	13	"Lg 15-17 1 然"	"67"	12940	13790	50	64	68	17	34	34	34	8	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	30	34	16.610	30	34	811	4.250	25	23	1084
7	5	13	"Lg 15-17 1 然"	"67"	13170	13790	50	85	76	21	31	34	31	8	100	92	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	54	45	16.610	54	45	917	5.250	27	23	1085
7	6	13	"Lg 15-17 1 然"	"67"	13440	13790	60	75	80	31	32	33	32	8	84	81	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	43	48	16.610	43	48	2546	5.875	38	24	1086
7	7	13	"Lg 17-15 1 然"	"71"	13650	13710	60	71	73	25	32	33	32	8	88	78	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	39	41	16.610	39	41	2337	5.000	34	24	1087
7	8	13	"Lg 17-15 1 然"	"71"	13890	13720	60	89	86	41	36	37	36	10	81	78	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	53	50	16.610	53	50	2760	4.900	47	27	1088
7	9	13	"Lg 17-15 1 然"	"71"	14150	13720	60	75	77	32	35	36	35	8	84	72	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	40	42	16.610	40	42	2460	5.125	41	22	1089
7	1	14	"Ng 18-11 1 然"	"51"	12210	13980	50	80	83	15	32	33	32	8	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	48	51	16.610	48	51	997	6.250	18	24	1090
7	2	14	"Ng 18-11 1 然"	"51"	12450	13980	50	88	85	16	30	32	30	8	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	58	55	16.610	58	55	1018	6.625	18	25	1091
7	3	14	"Ng 18-11 1 然"	"51"	12710	13980	50	81	84	18	30	32	30	7	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	51	54	16.610	51	54	1006	7.429	21	21	1092
7	4	14	"Ng 19-11 3 然"	"55"	12950	13990	50	101	102	19	31	32	31	7	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	70	71	16.610	70	71	1224	10.000	18	21	1093
7	5	14	"Ng 19-11 3 然"	"55"	13190	13990	50	96	95	19	32	33	32	8	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	64	63	16.610	64	63	1145	7.750	20	24	1094
7	6	14	"Ng 19-11 3 然"	"55"	13450	14000	50	97	100	23	32	32	32	7	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	65	68	16.610	65	68	1202	9.714	23	21	1095
7	7	14	"Ng 20-7 1 然"	"59"	13690	14000	50	53	52	13	30	31	30	7	92	83	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	23	22	16.610	23	22	629	3.000	25	22	1096
7	8	14	"Ng 20-7 1 然"	"59"	13930	13990	50	53	53	6	33	34	33	8	100	75	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	20	20	16.610	20	20	632	2.375	11	23	1097
7	9	14	"Ng 20-7 1 然"	"59"	14170	13990	50	50	49	6	33	36	33	12	58	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	17	16	16.610	17	16	590	1.083	12	33	1098
7	1	15	"Ng 15-14/15 1 然"	"39"	12200	14240	60	113	115	34	32	33	32	9	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	81	83	16.610	81	83	3677	9.111	29	27	1099
7	2	15	"Ng 15-14/15 1 然"	"39"	12440	14250	60	125	120	42	32	33	32	7	100	94	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	93	88	16.610	93	88	3840	12.429	35	21	1100
7	3	15	"Ng 15-14/15 1 然"	"39"	12690	14260	60	95	101	42	32	34	32	11	94	88	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	63	69	16.610	63	69	3239	6.091	41	32	1101
7	4	15	"Ng 17-7 3 然"	"43"	12950	14240	50	39	40	7	30	31	30	8	50	17	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	9	10	16.610	9	10	485	1.125	17	25	1102
7	5	15	"Ng 17-7 3 然"	"43"	13180	14240	50	39	39	7	31	32	31	6	58	25	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	8	8	16.610	8	8	466	1.167	17	18	1103
7	6	15	"Ng 17-7 3 然"	"43"	13440	14240	50	38	41	9	32	33	32	7	42	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	6	9	16.610	6	9	488	1.143	21	21	1104
7	7	15	"Ng 17-9 3 然"	"47"	13690	14270	50	52	54	9	32	33	32	7	100	75	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	20	22	16.610	20	22	650	3.000	16	21	1105
7	8	15	"Ng 17-9 3 然"	"47"	13930	14270	50	53	53	9	32	34	32	9	92	50	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	21	21	16.610	21	21	639	2.111	16	26	1106
7	9	15	"Ng 17-9 3 然"	"47"	14180	14250	50	67	71	22	32	35	32	10	92	83	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	35	39	16.610	35	39	848	3.600	30	28	1107
7	1	16	"Ng 14-8 1 然"	"27"	12200	14500	60	52	53	13	35	36	35	9	81	41	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	17	18	16.610	17	18	1694	1.889	24	25	1108
7	2	16	"Ng 14-8 1 然"	"27"	12440	14510	60	47	48	12	32	33	32	8	75	47	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	15	16	16.610	15	16	1533	1.875	25	24	1109
7	3	16	"Ng 14-8 1 然"	"27"	12690	14510	60	56	53	14	30	32	30	10	81	59	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	26	23	16.610	26	23	1688	2.100	26	31	1110
7	4	16	"Ng 14-9 1 然"	"31"	12950	14520	60	45	45	12	32	33	32	9	69	28	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	13	13	16.610	13	13	1441	1.333	26	27	1111
7	5	16	"Ng 14-9 1 然"	"31"	13190	14520	60	40	40	9	32	33	32	8	44	19	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	8	8	16.610	8	8	1289	0.875	22	24	1112
7	6	16	"Ng 14-9 1 然"	"31"	13430	14510	60	42	44	11	34	35	34	8	47	19	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	8	10	16.610	8	10	1398	1.125	25	22	1113
7	7	16	"Ng 14-12 1 然"	"35"	13690	14490	30	249	279	110	41	42	41	14	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	4	20	100	0	0	0	208	238	16.610	208	238	1115	16.929	39	33	1114
7	8	16	"Ng 14-12 1 然"	"35"	13930	14490	30	360	348	144	33	36	33	9	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	4	20	100	0	0	0	327	315	16.610	327	315	1393	34.667	41	25	1115
7	9	16	"Ng 14-12 1 然"	"35"	14170	14490	30	288	296	102	36	39	36	10	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	4	20	100	0	0	0	252	260	16.610	252	260	1182	25.700	34	25	1116
7	1	17	"Ng 11-10 3 然"	"15"	12200	14740	60	45	46	8	34	35	34	9	63	16	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	11	12	16.610	11	12	1480	1.222	17	25	1117
7	2	17	"Ng 11-10 3 然"	"15"	12450	14750	60	42	44	12	32	33	32	8	66	25	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	10	12	16.610	10	12	1417	1.375	27	24	1118
7	3	17	"Ng 11-10 3 然"	"15"	12700	14740	60	46	46	10	32	33	32	8	69	41	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	14	14	16.610	14	14	1477	1.625	21	24	1119
7	4	17	"Ng 11-11 1 然"	"19"	12930	14740	60	39	41	10	30	32	30	9	47	28	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	9	11	16.610	9	11	1313	1.000	24	28	1120
7	5	17	"Ng 11-11 1 然"	"19"	13200	14730	60	43	47	22	31	33	31	14	41	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	12	16	16.610	12	16	1498	1.000	46	42	1121
7	6	17	"Ng 11-11 1 然"	"19"	13440	14730	60	41	42	13	32	33	32	9	44	22	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	9	10	16.610	9	10	1358	1.000	30	27	1122
7	7	17	"Ng 13-14"	"23"	13670	14750	60	77	79	18	33	33	33	8	100	91	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	44	46	16.610	44	46	2512	5.750	22	24	1123
7	8	17	"Ng 13-14"	"23"	13920	14750	60	72	73	18	34	35	34	8	94	91	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	38	39	16.610	38	39	2340	4.750	24	22	1124
7	9	17	"Ng 13-14"	"23"	14170	14760	60	81	82	25	35	35	35	9	84	81	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	46	47	16.610	46	47	2610	5.222	30	25	1125
7	1	18	"Ng 9-9 10然"	"3"	12220	14990	40	35	39	12	37	39	37	12	17	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	-2	2	16.610	-2	2	469	0.000	30	30	1126
7	2	18	"Ng 9-9 10然"	"3"	12450	15040	40	42	45	12	41	41	41	12	25	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	1	4	16.610	1	4	538	0.333	26	29	1127
7	3	18	"Ng 9-9 10然"	"3"	12700	14990	40	43	45	11	38	39	38	10	33	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	5	7	16.610	5	7	539	0.600	24	25	1128
7	4	18	"Ng 10-10 1 然"	"7"	12940	15000	60	44	48	14	33	35	33	8	66	31	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	11	15	16.610	11	15	1536	1.625	29	22	1129
7	5	18	"Ng 10-10 1 然"	"7"	13180	15000	70	44	45	10	35	37	35	14	34	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	9	10	16.610	9	10	1439	0.571	22	37	1130
7	6	18	"Ng 10-10 1 然"	"7"	13430	15010	70	43	44	13	37	38	37	11	34	9	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	6	7	16.610	6	7	1408	0.545	29	28	1131
7	7	18	"Ng 10-13 30 然"	"11"	13680	15010	40	49	52	12	35	37	35	8	75	42	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	14	17	16.610	14	17	620	1.875	23	21	1132
7	8	18	"Ng 10-13 30 然"	"11"	13930	15010	40	55	55	14	35	36	35	9	75	58	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	20	20	16.610	20	20	663	2.111	25	25	1133
7	9	18	"Ng 10-13 30 然"	"11"	14140	14990	40	45	48	17	37	38	37	9	42	33	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	8	11	16.610	8	11	580	1.111	35	23	1134
8	1	1	""	""	16620	10770	100	65	68	21	67	70	67	23	10	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	1	16.610	-2	1	5473	-0.087	30	32	1135
8	2	1	""	""	16860	10770	100	62	64	18	64	67	64	19	16	4	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	0	16.610	-2	0	5090	-0.158	28	28	1136
8	3	1	""	""	17110	10770	100	63	65	20	60	63	60	19	21	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	3	5	16.610	3	5	5196	0.105	30	30	1137
8	4	1	""	""	17350	10770	100	59	63	18	57	60	57	18	26	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	2	6	16.610	2	6	5039	0.167	28	30	1138
8	5	1	""	""	17600	10770	100	64	64	14	68	74	68	28	1	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-4	-4	16.610	-4	-4	5131	-0.357	21	37	1139
8	6	1	""	""	17840	10770	100	169	176	52	83	105	83	65	70	25	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	86	93	16.610	86	93	14086	1.092	29	61	1140
8	7	1	""	""	18090	10770	100	72	75	32	59	76	59	46	14	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	13	16	16.610	13	16	5983	-0.022	42	60	1141
8	8	1	""	""	18330	10770	100	55	62	26	50	53	50	19	31	15	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	5	12	16.610	5	12	4954	0.474	41	35	1142
8	9	1	""	""	18580	10770	100	48	50	13	50	54	50	26	1	1	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	0	16.610	-2	0	4024	-0.154	26	48	1143
8	1	2	""	""	16620	11020	100	71	75	21	65	69	65	22	25	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	6	10	16.610	6	10	5971	0.273	28	31	1144
8	2	2	""	""	16860	11020	100	64	70	21	65	68	65	21	15	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	5	16.610	-1	5	5581	0.095	30	30	1145
8	3	2	""	""	17110	11020	100	54	53	14	55	59	55	23	4	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	-2	16.610	-1	-2	4264	-0.261	26	38	1146
8	4	2	""	""	17350	11020	100	58	62	20	60	67	60	26	10	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	2	16.610	-2	2	4980	-0.192	32	38	1147
8	5	2	""	""	17600	11020	100	93	97	40	69	79	69	39	26	10	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	24	28	16.610	24	28	7737	0.462	41	49	1148
8	6	2	""	""	17840	11020	100	45	50	17	50	63	50	43	3	1	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-5	0	16.610	-5	0	3964	-0.302	34	68	1149
8	7	2	""	""	18090	11020	100	42	44	11	46	49	46	17	8	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-4	-2	16.610	-4	-2	3558	-0.294	25	34	1150
8	8	2	""	""	18330	11020	100	50	52	14	46	48	46	14	24	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	4	6	16.610	4	6	4163	0.286	26	29	1151
8	9	2	""	""	18580	11020	100	47	48	11	48	52	48	22	4	0	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	16.610	-1	0	3856	-0.182	22	42	1152
8	1	3	""	""	16620	11260	100	60	63	17	66	69	66	21	8	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-6	-3	16.610	-6	-3	5046	-0.286	26	30	1153
8	2	3	""	""	16860	11260	100	60	67	23	60	63	60	27	21	4	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	7	Error	0	7	5393	0.148	34	42	1154
8	3	3	""	""	17110	11260	100	53	56	17	55	60	55	32	6	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	1	16.610	-2	1	4479	-0.125	30	53	1155
8	4	3	""	""	17350	11260	100	57	58	14	58	63	58	25	4	0	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	16.610	-1	0	4649	-0.200	24	39	1156
8	5	3	""	""	17600	11260	100	55	59	17	57	60	57	18	15	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	2	16.610	-2	2	4718	-0.056	28	30	1157
8	6	3	""	""	17840	11260	100	57	59	16	51	54	51	17	18	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	6	8	16.610	6	8	4740	0.294	27	31	1158
8	7	3	""	""	18090	11260	100	45	49	30	48	50	48	17	10	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-3	1	16.610	-3	1	3914	-0.059	61	34	1159
8	8	3	""	""	18330	11260	100	40	42	11	42	44	42	12	13	5	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	0	16.610	-2	0	3339	-0.167	26	27	1160
8	9	3	""	""	18580	11260	100	42	45	13	48	50	48	18	8	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-6	-3	16.610	-6	-3	3608	-0.278	28	36	1161
8	1	4	""	""	16620	11510	100	57	61	17	55	58	55	17	16	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	2	6	16.610	2	6	4850	0.176	27	29	1162
8	2	4	""	""	16860	11510	100	60	60	18	53	56	53	15	25	10	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	7	7	16.610	7	7	4807	0.267	30	26	1163
8	3	4	""	""	17110	11510	100	53	58	24	52	55	52	17	15	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	6	16.610	1	6	4654	0.176	41	30	1164
8	4	4	""	""	17350	11510	100	60	66	26	55	58	55	18	25	11	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	5	11	16.610	5	11	5270	0.444	39	31	1165
8	5	4	""	""	17600	11510	100	55	58	18	54	57	54	17	16	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	4	16.610	1	4	4602	0.059	31	29	1166
8	6	4	""	""	17840	11510	100	52	54	13	53	55	53	16	13	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	1	16.610	-1	1	4311	-0.062	24	29	1167
8	7	4	""	""	18090	11510	100	50	54	16	54	56	54	18	10	5	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-4	0	16.610	-4	0	4302	-0.111	29	32	1168
8	8	4	""	""	18330	11510	100	51	53	14	52	55	52	25	5	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	1	16.610	-1	1	4259	-0.080	26	45	1169
8	9	4	""	""	18580	11510	100	49	51	16	48	52	48	26	6	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	3	16.610	1	3	4060	-0.038	31	50	1170
8	1	5	"Blank 11"	"160"	16660	11800	100	49	53	15	53	56	53	18	13	3	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-4	0	16.610	-4	0	4228	-0.167	28	32	1171
8	2	5	"Blank 11"	"160"	16910	11800	100	52	54	14	52	55	52	15	15	3	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	2	Error	0	2	4321	-0.067	25	27	1172
8	3	5	"Blank 11"	"160"	17170	11800	100	51	54	15	51	54	51	16	15	1	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	535	100	-50	0	0	0	3	Error	0	3	4317	0.000	27	29	1173
8	4	5	""	""	17350	11750	100	50	58	25	52	55	52	16	18	9	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	535	100	-75	0	0	-2	6	16.610	-2	6	4646	0.188	43	29	1174
8	5	5	""	""	17600	11750	100	53	54	15	52	55	52	18	11	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	2	16.610	1	2	4335	-0.056	27	32	1175
8	6	5	""	""	17840	11750	100	53	53	13	52	55	52	18	9	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	1	16.610	1	1	4260	-0.111	24	32	1176
8	7	5	""	""	18090	11750	100	55	57	14	53	55	53	16	20	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	2	4	16.610	2	4	4589	0.125	24	29	1177
8	8	5	""	""	18330	11750	100	51	53	17	53	57	53	28	5	1	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	0	16.610	-2	0	4228	-0.143	32	49	1178
