ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:38:04"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Slide05_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Images\Slide05_US23502317_1003449803_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=3080, 1670"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F532 Total Intensity"	"SNR 532"	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
-75	0	0	1	2	3	""	""	3470	2450	100	72	72	10	13	70	70	71	13	18	10	1	0	5764	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	560	100	20
-75	0	0	1	3	3	""	""	3720	2450	100	71	72	12	16	71	71	72	15	20	16	3	0	5786	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	21
-75	0	0	1	4	3	""	""	3960	2450	100	69	76	35	46	67	67	68	13	19	15	9	0	6040	0.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	9	2	9	80	560	100	22
-75	0	0	1	5	3	""	""	4210	2450	100	69	70	11	15	68	68	69	15	21	13	3	0	5589	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	560	100	23
-75	0	0	1	6	3	""	""	4450	2450	100	67	70	18	25	68	68	69	10	14	15	6	0	5599	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	2	-1	2	80	560	100	24
-75	0	0	1	7	3	""	""	4700	2450	100	70	70	10	14	67	67	72	62	86	0	0	0	5612	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	3	3	3	80	560	100	25
-75	0	0	1	8	3	""	""	4940	2450	100	69	70	10	14	69	69	70	13	18	9	0	0	5579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	26
-75	0	0	1	9	3	""	""	5190	2450	100	84	86	21	24	71	71	72	21	29	35	11	0	6880	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	13	15	13	15	80	560	100	27
-75	0	0	1	1	4	""	""	3230	2700	100	64	66	10	15	70	70	70	11	15	5	1	0	5284	-0.364	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-6	-4	-6	-4	80	553	100	28
-75	0	0	1	2	4	""	""	3470	2700	100	70	70	10	14	69	69	70	10	14	16	4	0	5562	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	553	100	29
-75	0	0	1	3	4	""	""	3720	2700	100	66	66	10	15	68	68	70	19	27	4	0	0	5277	-0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-2	-2	-2	80	553	100	30
-75	0	0	1	4	4	""	""	3960	2700	100	68	69	12	17	65	65	67	19	28	8	1	0	5487	0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	560	100	31
-75	0	0	1	5	4	""	""	4210	2700	100	67	66	10	15	66	66	68	15	22	4	1	0	5319	-0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	0	1	0	80	560	100	32
-75	0	0	1	6	4	""	""	4450	2700	100	64	66	9	13	68	68	69	11	15	10	1	0	5260	-0.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-2	-4	-2	80	560	100	33
-75	0	0	1	7	4	""	""	4700	2700	100	66	71	35	49	67	67	72	62	86	3	1	0	5703	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	4	-1	4	80	560	100	34
-75	0	0	1	8	4	""	""	4940	2700	100	69	68	9	13	67	67	67	10	14	11	5	0	5468	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	1	2	1	80	560	100	35
-75	0	0	1	9	4	""	""	5190	2700	100	68	69	10	14	68	68	73	57	78	0	0	0	5480	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	36
-50	0	0	1	1	5	"Blank 8"	"148"	3310	2890	100	68	68	10	14	66	66	66	10	15	23	6	0	5464	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	533	100	37
-50	0	0	1	2	5	"Blank 8"	"148"	3550	2890	100	64	64	9	14	66	66	67	14	20	5	0	0	5138	-0.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-2	-2	-2	80	533	100	38
-50	0	0	1	3	5	"Blank 8"	"148"	3800	2890	100	63	64	13	20	64	64	66	19	28	8	3	0	5135	-0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	484	100	39
-75	0	0	1	4	5	""	""	3960	2940	100	63	65	11	16	62	62	65	20	30	3	1	0	5189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	3	1	3	80	455	100	40
-75	0	0	1	5	5	""	""	4210	2940	100	67	66	9	13	66	66	66	10	15	13	1	0	5290	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	0	1	0	80	548	100	41
-75	0	0	1	6	5	""	""	4450	2940	100	65	64	8	12	65	65	66	10	15	11	0	0	5156	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	80	527	100	42
-75	0	0	1	7	5	""	""	4700	2940	100	65	66	7	10	65	65	66	14	21	4	0	0	5240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	517	100	43
-75	0	0	1	8	5	""	""	4940	2940	100	74	86	35	40	72	72	114	96	84	5	0	0	6857	-0.292	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	14	2	14	80	517	100	44
-75	0	0	1	9	5	""	""	5190	2940	100	67	69	12	17	67	67	73	24	32	6	0	0	5535	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	80	514	100	45
-50	0	0	1	1	6	"Lg fr. 26 0.1然"	"100"	3340	3080	100	66	66	8	12	65	65	66	11	16	11	0	0	5256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	540	100	46
-50	0	0	1	2	6	"Lg fr. 26 0.1然"	"100"	3580	3080	100	66	67	11	16	65	65	66	16	24	9	0	0	5392	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	540	100	47
-50	0	0	1	3	6	"Lg fr. 26 0.1然"	"100"	3820	3080	100	63	64	10	15	62	62	64	11	17	15	1	0	5118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	525	100	48
-50	0	0	1	4	6	"Lg fr. 30 0.2然"	"116"	4060	3080	100	65	65	8	12	66	66	67	10	14	5	1	0	5209	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	509	100	49
0	0	0	1	5	6	"Lg fr. 30 0.2然"	"116"	4310	3090	50	74	82	32	39	67	67	66	10	15	42	25	0	986	1.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	7	15	7	15	12	104	100	50
-50	0	0	1	6	6	"Lg fr. 30 0.2然"	"116"	4550	3090	100	64	65	9	13	67	67	68	14	20	6	1	0	5234	-0.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-2	-3	-2	80	524	100	51
-50	0	0	1	7	6	"Lg fr. 35 0.1然"	"132"	4790	3090	100	65	66	9	13	69	69	75	27	36	0	0	0	5312	-0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-3	-4	-3	80	517	100	52
-50	0	0	1	8	6	"Lg fr. 35 0.1然"	"132"	5030	3090	100	74	78	23	29	72	72	114	96	84	1	0	0	6205	-0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	6	2	6	80	520	100	53
-50	0	0	1	9	6	"Lg fr. 35 0.1然"	"132"	5270	3090	100	62	64	9	14	63	63	64	10	15	16	4	0	5131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	1	-1	1	80	514	100	54
-50	0	0	1	1	7	"Ng fr.41 1.56然"	"115"	3290	3370	100	67	68	10	14	65	65	66	9	13	23	8	0	5410	0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	3	2	3	80	560	100	55
-50	0	0	1	2	7	"Ng fr.41 1.56然"	"115"	3530	3370	100	64	63	10	15	64	64	65	12	18	9	1	0	5075	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	80	560	100	56
-50	0	0	1	3	7	"Ng fr.41 1.56然"	"115"	3770	3370	100	64	64	9	14	63	63	64	11	17	9	1	0	5095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	57
-50	0	0	1	4	7	"Lg fr. 17 0.1然"	"131"	4010	3370	100	67	68	10	14	67	67	67	13	19	9	3	0	5445	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	58
-50	0	0	1	5	7	"Lg fr. 17 0.1然"	"131"	4250	3370	100	68	70	9	12	69	69	69	10	14	13	5	0	5561	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	1	-1	1	80	560	100	59
0	0	0	1	6	7	"Lg fr. 17 0.1然"	"131"	4500	3380	90	68	78	50	64	68	68	71	30	42	6	2	0	4052	0.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	10	0	10	52	420	100	60
-50	0	0	1	7	7	"Lg fr. 21 0.9然"	"147"	4740	3380	100	65	67	10	14	67	67	72	42	58	0	0	0	5349	-0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	0	-2	0	80	560	100	61
-50	0	0	1	8	7	"Lg fr. 21 0.9然"	"147"	4980	3380	100	65	65	9	13	63	63	64	10	15	15	1	0	5182	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	560	100	62
0	0	0	1	9	7	"Lg fr. 21 0.9然"	"147"	5190	3380	50	71	70	16	22	65	65	64	9	14	50	17	0	840	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	6	5	6	5	12	104	100	63
-50	0	0	1	1	8	"Ng fr.29 0.9然"	"130"	3310	3630	100	65	66	10	15	66	66	66	10	15	11	4	0	5284	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	64
-50	0	0	1	2	8	"Ng fr.29 0.9然"	"130"	3560	3630	100	66	66	9	13	63	63	65	20	30	3	0	0	5300	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	3	3	3	80	560	100	65
-50	0	0	1	3	8	"Ng fr.29 0.9然"	"130"	3800	3630	100	66	66	10	15	64	64	65	10	15	20	5	0	5298	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	560	100	66
-50	0	0	1	4	8	"Ng fr.33 2.5然"	"146"	4040	3640	100	68	67	8	11	68	68	69	14	20	3	0	0	5394	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	80	560	100	67
-50	0	0	1	5	8	"Ng fr.33 2.5然"	"146"	4280	3640	100	72	72	10	13	67	67	70	22	31	4	0	0	5781	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	5	5	5	5	80	560	100	68
-50	0	0	1	6	8	"Ng fr.33 2.5然"	"146"	4530	3640	100	65	70	30	42	67	67	68	14	20	8	3	0	5564	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	3	-2	3	80	560	100	69
-50	0	0	1	7	8	"Ng fr.37 4.3然"	"99"	4770	3640	100	65	67	13	19	65	65	68	23	33	4	1	0	5385	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	80	560	100	70
-50	0	0	1	8	8	"Ng fr.37 4.3然"	"99"	5010	3640	100	65	65	9	13	62	62	65	21	32	3	0	0	5226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	3	3	3	80	560	100	71
-50	0	0	1	9	8	"Ng fr.37 4.3然"	"99"	5250	3640	100	64	65	10	15	62	62	67	63	94	0	0	0	5187	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	3	2	3	80	560	100	72
-50	0	0	1	1	9	"Ng fr.17 0.7然"	"145"	3310	3880	100	69	67	9	13	66	66	67	13	19	10	1	0	5399	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	1	3	1	80	560	100	73
-50	0	0	1	2	9	"Ng fr.17 0.7然"	"145"	3560	3880	100	66	68	11	16	65	65	67	19	28	6	0	0	5402	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	3	1	3	80	560	100	74
-50	0	0	1	3	9	"Ng fr.17 0.7然"	"145"	3800	3880	100	69	68	10	14	67	67	69	22	31	3	0	0	5438	-0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	1	2	1	80	560	100	75
-50	0	0	1	4	9	"Ng fr.21 0.5然"	"98"	4040	3880	100	64	65	10	15	66	66	67	18	26	4	0	0	5193	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-1	-2	-1	80	560	100	76
-50	0	0	1	5	9	"Ng fr.21 0.5然"	"98"	4290	3880	100	66	67	11	16	66	66	69	22	31	5	0	0	5396	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	77
-50	0	0	1	6	9	"Ng fr.21 0.5然"	"98"	4530	3890	100	65	66	10	15	65	65	66	12	18	13	3	0	5310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	78
-50	0	0	1	7	9	"Ng fr.25 1.9然"	"114"	4770	3890	100	68	67	9	13	65	65	66	13	19	8	1	0	5368	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	2	3	2	80	560	100	79
-50	0	0	1	8	9	"Ng fr.25 1.9然"	"114"	5010	3890	100	63	62	8	12	63	63	64	11	17	8	0	0	4986	-0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	80	560	100	80
-50	0	0	1	9	9	"Ng fr.25 1.9然"	"114"	5260	3890	100	63	75	67	89	61	61	62	9	14	25	10	0	6024	1.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	14	2	14	80	560	100	81
-50	0	0	1	1	10	"Ng fr.11 10然"	"97"	3310	4130	100	63	64	10	15	62	62	63	13	20	18	0	0	5107	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	560	100	82
-50	0	0	1	2	10	"Ng fr.11 10然"	"97"	3560	4130	100	64	64	10	15	64	64	66	14	21	8	1	0	5147	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	83
-50	0	0	1	3	10	"Ng fr.11 10然"	"97"	3800	4130	100	64	67	14	20	65	65	66	17	25	15	1	0	5340	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	2	-1	2	80	560	100	84
-50	0	0	1	4	10	"Ng fr.12 5然"	"113"	4040	4130	100	70	72	15	20	67	67	69	17	24	19	4	0	5799	0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	5	3	5	80	560	100	85
-50	0	0	1	5	10	"Ng fr.12 5然"	"113"	4290	4130	100	71	72	11	15	68	68	73	36	49	1	0	0	5781	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	560	100	86
-50	0	0	1	6	10	"Ng fr.12 5然"	"113"	4530	4130	100	60	61	11	18	64	64	65	13	20	6	1	0	4872	-0.308	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-3	-4	-3	80	560	100	87
-50	0	0	1	7	10	"Ng fr.13 1然"	"129"	4770	4130	100	62	67	29	43	60	60	61	15	24	14	8	0	5393	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	7	2	7	80	560	100	88
-50	0	0	1	8	10	"Ng fr.13 1然"	"129"	5020	4130	100	57	57	8	14	58	58	60	14	23	3	0	0	4540	-0.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	89
-50	0	0	1	9	10	"Ng fr.13 1然"	"129"	5260	4130	100	58	59	10	16	56	56	57	13	22	15	0	0	4734	0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	3	2	3	80	560	100	90
0	0	0	1	1	11	"Lg 23-12"	"85"	3300	4390	30	1972	1935	494	25	76	76	477	747	156	100	75	0	7740	1.952	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1896	1859	1896	1859	4	20	100	91
0	0	0	1	2	11	"Lg 23-12"	"85"	3540	4380	30	1762	1697	298	17	80	80	500	698	139	100	75	0	6788	1.715	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1682	1617	1682	1617	4	20	100	92
0	0	0	1	3	11	"Lg 23-12"	"85"	3790	4400	30	1943	2009	656	32	156	156	551	679	123	100	50	0	8035	2.147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1787	1853	1787	1853	4	20	100	93
0	0	0	1	4	11	"Print buffer"	"89"	4050	4380	60	703	713	280	39	84	84	87	19	21	100	100	0	22826	32.947	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	619	629	619	629	32	176	100	94
0	0	0	1	5	11	"Print buffer"	"89"	4320	4380	60	766	735	206	28	88	88	89	21	23	100	100	0	23530	30.762	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	678	647	678	647	32	176	100	95
0	0	0	1	6	11	"Print buffer"	"89"	4550	4400	60	577	589	249	42	73	73	80	47	58	100	97	0	18856	10.830	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	504	516	504	516	32	176	100	96
0	0	0	1	7	11	"Print buffer"	"93"	4790	4390	50	184	189	48	25	61	61	63	14	22	100	100	0	2264	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	123	128	123	128	12	104	100	97
0	0	0	1	8	11	"Print buffer"	"93"	5040	4390	50	206	208	75	36	58	58	59	11	18	100	100	0	2498	13.545	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	148	150	148	150	12	104	100	98
0	0	0	1	9	11	"Print buffer"	"93"	5270	4390	50	166	183	76	41	50	50	51	8	15	100	100	0	2198	16.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	116	133	116	133	12	104	100	99
0	0	0	1	1	12	"Lg 17-16 1 然"	"73"	3340	4630	50	473	507	128	25	60	60	62	15	24	100	100	0	6085	29.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	413	447	413	447	12	104	100	100
0	0	0	1	2	12	"Lg 17-16 1 然"	"73"	3560	4610	50	442	427	113	26	81	81	113	159	140	100	58	0	5127	1.975	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	361	346	361	346	12	104	100	101
0	0	0	1	3	12	"Lg 17-16 1 然"	"73"	3810	4670	50	516	502	47	9	176	176	176	36	20	100	100	0	6025	9.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	340	326	340	326	12	104	100	102
0	0	0	1	4	12	"Lg 19-8 1 然"	"77"	4070	4610	30	1352	1278	308	24	238	238	545	580	106	100	50	0	5113	1.264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1114	1040	1114	1040	4	20	100	103
0	0	0	1	5	12	"Lg 19-8 1 然"	"77"	4270	4630	30	1799	1708	331	19	209	209	568	590	103	100	75	0	6833	1.932	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1590	1499	1590	1499	4	20	100	104
0	0	0	1	6	12	"Lg 19-8 1 然"	"77"	4520	4610	30	1438	1406	461	32	99	99	380	473	124	100	75	0	5625	2.169	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1339	1307	1339	1307	4	20	100	105
0	0	0	1	7	12	"Lg 22-12 1 然"	"81"	4800	4640	60	299	311	115	36	62	62	62	14	22	100	100	0	9952	17.786	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	237	249	237	249	32	176	100	106
