ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:39:52"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-13\Raw Data\Slide10_Bmarray_Subclasses_F635.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-13\Raw Data\Images\Slide10_US23502317_1003449802_S01_H_Flipped.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=3030, 1290"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"B635 Median"	"B635 Mean"	"B635"	"B635 SD"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F635 Median - B635"	"F635 Mean - B635"	"F635 Total Intensity"	"SNR 635"	"F635 CV"	"B635 CV"	"Index"
1	5	2	""	""	4140	1830	100	49	49	9	48	49	48	11	14	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	1	16.610	1	1	3927	0.000	18	22	14
1	6	2	""	""	4380	1830	100	49	53	15	49	50	49	11	19	8	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	4	Error	0	4	4205	0.273	28	22	15
1	7	2	""	""	4630	1830	100	51	53	12	49	50	49	11	26	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	2	4	16.610	2	4	4225	0.273	22	22	16
1	8	2	""	""	4870	1830	100	48	47	9	47	48	47	12	10	0	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	0	16.610	1	0	3770	-0.083	19	25	17
1	9	2	""	""	5120	1830	100	50	50	10	47	48	47	11	15	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	3	3	16.610	3	3	3985	0.182	20	22	18
1	1	3	""	""	3160	2070	100	51	53	14	49	50	49	10	24	9	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	2	4	16.610	2	4	4272	0.300	26	20	19
1	2	3	""	""	3400	2070	100	47	49	12	48	51	48	32	1	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	1	16.610	-1	1	3908	-0.062	24	62	20
1	3	3	""	""	3650	2070	100	47	49	13	48	49	48	11	16	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	1	16.610	-1	1	3925	0.000	26	22	21
1	4	3	""	""	3890	2070	100	49	52	15	48	50	48	11	20	9	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	4	16.610	1	4	4141	0.182	28	22	22
1	5	3	""	""	4140	2070	100	49	48	11	48	49	48	11	16	3	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	0	16.610	1	0	3867	-0.091	22	22	23
1	6	3	""	""	4380	2070	100	51	51	11	49	50	49	11	19	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	2	2	16.610	2	2	4118	0.091	21	22	24
1	7	3	""	""	4630	2070	100	48	49	11	49	50	49	10	15	4	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	16.610	-1	0	3923	-0.100	22	20	25
1	8	3	""	""	4870	2070	100	47	48	10	47	49	47	11	15	3	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	1	Error	0	1	3850	-0.091	20	22	26
1	9	3	""	""	5120	2070	100	49	49	11	48	49	48	10	18	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	1	16.610	1	1	3941	0.000	22	20	27
1	1	4	""	""	3160	2320	100	48	52	29	47	48	47	12	13	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	520	100	-75	0	0	1	5	16.610	1	5	4139	0.333	55	25	28
1	2	4	""	""	3400	2320	100	50	49	9	47	49	47	12	9	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	520	100	-75	0	0	3	2	16.610	3	2	3930	0.000	18	24	29
1	3	4	""	""	3650	2320	100	46	49	11	48	49	48	11	18	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	520	100	-75	0	0	-2	1	16.610	-2	1	3889	0.000	22	22	30
1	4	4	""	""	3890	2320	100	50	50	10	46	47	46	10	24	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	4	4	16.610	4	4	3995	0.300	20	21	31
1	5	4	""	""	4140	2320	100	48	48	11	48	49	48	13	10	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	0	0	Error	0	0	3857	-0.077	22	26	32
1	6	4	""	""	4380	2320	100	48	49	11	47	49	47	11	16	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	2	16.610	1	2	3900	0.000	22	22	33
1	7	4	""	""	4630	2320	100	48	49	11	49	50	49	11	13	3	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-1	0	16.610	-1	0	3945	-0.091	22	22	34
1	8	4	""	""	4870	2320	100	49	50	12	48	49	48	10	20	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	1	2	16.610	1	2	4025	0.100	24	20	35
1	9	4	""	""	5120	2320	100	44	46	10	47	48	47	11	8	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-3	-1	16.610	-3	-1	3690	-0.182	21	22	36
1	1	5	"Blank 8"	"148"	3230	2480	100	47	49	11	47	49	47	13	13	4	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	520	100	-50	0	0	0	2	Error	0	2	3905	0.000	22	26	37
1	2	5	"Blank 8"	"148"	3470	2480	100	47	48	10	46	47	46	11	19	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	520	100	-50	0	0	1	2	16.610	1	2	3805	0.091	20	23	38
1	3	5	"Blank 8"	"148"	3720	2480	100	48	50	11	47	48	47	11	19	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	495	100	-50	0	0	1	3	16.610	1	3	3960	0.182	22	22	39
1	4	5	""	""	3890	2560	100	46	48	9	48	49	48	11	9	3	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	516	100	-75	0	0	-2	0	16.610	-2	0	3806	-0.091	18	22	40
1	5	5	""	""	4140	2560	100	48	51	13	47	48	47	12	18	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	538	100	-75	0	0	1	4	16.610	1	4	4050	0.250	25	25	41
1	6	5	""	""	4380	2560	100	45	47	12	47	49	47	11	14	4	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	538	100	-75	0	0	-2	0	16.610	-2	0	3727	-0.182	25	22	42
1	7	5	""	""	4630	2560	100	45	46	11	48	49	48	11	9	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	544	100	-75	0	0	-3	-2	16.610	-3	-2	3689	-0.273	23	22	43
1	8	5	""	""	4870	2560	100	48	50	11	47	49	47	11	19	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	547	100	-75	0	0	1	3	16.610	1	3	4013	0.091	22	22	44
1	9	5	""	""	5120	2560	100	47	49	12	47	48	47	11	11	4	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	544	100	-75	0	0	0	2	Error	0	2	3883	0.091	24	22	45
1	1	6	"Lg fr. 26 0.1然"	"100"	3230	2730	100	46	47	12	46	48	46	18	9	0	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	1	Error	0	1	3725	-0.056	25	37	46
1	2	6	"Lg fr. 26 0.1然"	"100"	3470	2730	100	44	45	9	46	47	46	12	8	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	-1	16.610	-2	-1	3577	-0.167	20	25	47
1	3	6	"Lg fr. 26 0.1然"	"100"	3720	2730	100	47	48	11	46	48	46	14	16	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	2	16.610	1	2	3825	0.000	22	29	48
1	4	6	"Lg fr. 30 0.2然"	"116"	3960	2740	100	47	48	11	48	49	48	15	9	3	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	541	100	-50	0	0	-1	0	16.610	-1	0	3866	-0.067	22	30	49
1	5	6	"Lg fr. 30 0.2然"	"116"	4200	2740	100	49	51	12	47	49	47	12	21	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	538	100	-50	0	0	2	4	16.610	2	4	4090	0.167	23	24	50
1	6	6	"Lg fr. 30 0.2然"	"116"	4440	2740	100	44	46	11	47	48	47	12	11	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	538	100	-50	0	0	-3	-1	16.610	-3	-1	3648	-0.167	23	25	51
1	7	6	"Lg fr. 35 0.1然"	"132"	4680	2750	100	47	48	12	47	48	47	16	10	3	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	544	100	-50	0	0	0	1	Error	0	1	3855	0.000	25	33	52
1	8	6	"Lg fr. 35 0.1然"	"132"	4930	2750	100	50	49	10	48	49	48	14	9	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	547	100	-50	0	0	2	1	16.610	2	1	3950	0.000	20	28	53
1	9	6	"Lg fr. 35 0.1然"	"132"	5170	2750	100	45	46	11	47	49	47	12	14	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	544	100	-50	0	0	-2	-1	16.610	-2	-1	3711	-0.250	23	24	54
1	1	7	"Ng fr.41 1.56然"	"115"	3230	2970	100	43	45	10	46	48	46	15	4	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-3	-1	16.610	-3	-1	3600	-0.200	22	31	55
1	2	7	"Ng fr.41 1.56然"	"115"	3480	2980	100	46	47	10	46	47	46	11	14	5	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	1	Error	0	1	3790	0.000	21	23	56
1	3	7	"Ng fr.41 1.56然"	"115"	3720	2980	100	46	47	10	45	47	45	11	18	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	2	16.610	1	2	3774	0.000	21	23	57
1	4	7	"Lg fr. 17 0.1然"	"131"	3960	2980	100	47	50	12	46	47	46	11	24	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	4	16.610	1	4	4009	0.273	24	23	58
1	5	7	"Lg fr. 17 0.1然"	"131"	4200	2990	100	47	48	10	46	47	46	11	16	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	2	16.610	1	2	3858	0.091	20	23	59
1	6	7	"Lg fr. 17 0.1然"	"131"	4440	2990	100	45	48	11	47	48	47	13	14	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	1	16.610	-2	1	3816	0.000	22	27	60
1	7	7	"Lg fr. 21 0.9然"	"147"	4690	2990	100	44	46	11	47	47	47	13	9	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-3	-1	16.610	-3	-1	3682	-0.077	23	27	61
1	8	7	"Lg fr. 21 0.9然"	"147"	4930	3000	100	44	46	11	46	47	46	11	18	1	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	0	16.610	-2	0	3640	-0.091	23	23	62
1	9	7	"Lg fr. 21 0.9然"	"147"	5170	3000	100	45	46	10	46	48	46	14	9	0	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	0	16.610	-1	0	3658	-0.143	21	29	63
1	1	8	"Ng fr.29 0.9然"	"130"	3230	3220	100	43	45	10	46	47	46	12	6	1	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-3	-1	16.610	-3	-1	3563	-0.167	22	25	64
1	2	8	"Ng fr.29 0.9然"	"130"	3480	3230	100	44	45	10	45	48	45	16	6	0	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	0	16.610	-1	0	3609	-0.187	22	33	65
1	3	8	"Ng fr.29 0.9然"	"130"	3720	3230	100	44	44	9	46	47	46	14	4	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	-2	16.610	-2	-2	3554	-0.214	20	29	66
1	4	8	"Ng fr.33 2.5然"	"146"	3960	3230	100	49	50	18	45	46	45	10	26	10	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	4	5	16.610	4	5	3980	0.400	36	21	67
1	5	8	"Ng fr.33 2.5然"	"146"	4200	3230	100	46	46	11	45	47	45	10	18	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	1	16.610	1	1	3708	-0.100	23	21	68
1	6	8	"Ng fr.33 2.5然"	"146"	4450	3240	100	46	49	12	45	47	45	11	24	10	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	4	16.610	1	4	3896	0.182	24	23	69
1	7	8	"Ng fr.37 4.3然"	"99"	4690	3240	100	44	47	19	46	47	46	15	10	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	1	16.610	-2	1	3764	0.000	40	31	70
1	8	8	"Ng fr.37 4.3然"	"99"	4930	3240	100	46	48	11	44	45	44	11	25	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	4	16.610	2	4	3842	0.273	22	24	71
1	9	8	"Ng fr.37 4.3然"	"99"	5170	3240	100	47	47	11	44	45	44	11	18	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	3	3	16.610	3	3	3740	0.182	23	24	72
1	1	9	"Ng fr.17 0.7然"	"145"	3240	3470	100	44	46	11	45	47	45	11	18	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	1	16.610	-1	1	3710	-0.091	23	23	73
1	2	9	"Ng fr.17 0.7然"	"145"	3480	3470	100	48	50	14	44	46	44	13	26	5	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	4	6	16.610	4	6	3967	0.308	28	28	74
1	3	9	"Ng fr.17 0.7然"	"145"	3720	3480	100	43	45	10	44	47	44	12	14	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	1	16.610	-1	1	3626	-0.167	22	25	75
1	4	9	"Ng fr.21 0.5然"	"98"	3960	3480	100	46	48	11	45	46	45	11	18	6	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	3	16.610	1	3	3830	0.182	22	23	76
1	5	9	"Ng fr.21 0.5然"	"98"	4210	3480	100	48	49	12	45	46	45	10	23	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	3	4	16.610	3	4	3936	0.300	24	21	77
1	6	9	"Ng fr.21 0.5然"	"98"	4450	3480	100	46	46	9	45	47	45	10	14	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	1	16.610	1	1	3700	-0.100	19	21	78
1	7	9	"Ng fr.25 1.9然"	"114"	4690	3490	100	42	44	9	45	47	45	14	10	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-3	-1	16.610	-3	-1	3504	-0.214	20	29	79
1	8	9	"Ng fr.25 1.9然"	"114"	4930	3490	100	44	45	10	44	47	44	22	4	0	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	1	Error	0	1	3606	-0.091	22	46	80
1	9	9	"Ng fr.25 1.9然"	"114"	5180	3490	100	44	46	10	44	46	44	12	13	4	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	2	Error	0	2	3645	0.000	21	26	81
1	1	10	"Ng fr.11 10然"	"97"	3240	3720	100	44	45	10	43	44	43	10	18	8	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	2	16.610	1	2	3638	0.100	22	22	82
1	2	10	"Ng fr.11 10然"	"97"	3480	3720	100	42	43	16	42	43	42	9	13	1	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	1	Error	0	1	3447	0.000	37	20	83
1	3	10	"Ng fr.11 10然"	"97"	3720	3720	100	41	42	9	42	43	42	10	11	1	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-1	0	16.610	-1	0	3330	-0.100	21	23	84
1	4	10	"Ng fr.12 5然"	"113"	3960	3730	100	43	43	9	42	43	42	10	11	3	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	1	1	16.610	1	1	3468	0.000	20	23	85
1	5	10	"Ng fr.12 5然"	"113"	4210	3730	100	45	45	9	43	44	43	10	15	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	2	2	16.610	2	2	3588	0.100	20	22	86
1	6	10	"Ng fr.12 5然"	"113"	4450	3730	100	43	46	10	43	44	43	10	18	4	0	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	0	3	Error	0	3	3646	0.200	21	22	87
1	7	10	"Ng fr.13 1然"	"129"	4690	3730	100	40	42	9	42	43	42	10	14	3	0	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	0	16.610	-2	0	3339	-0.100	21	23	88
1	8	10	"Ng fr.13 1然"	"129"	4940	3730	100	40	41	10	42	42	42	9	18	4	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	-1	16.610	-2	-1	3319	-0.111	24	21	89
1	9	10	"Ng fr.13 1然"	"129"	5180	3740	100	40	43	8	42	44	42	10	18	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-50	0	0	-2	1	16.610	-2	1	3408	-0.100	18	22	90
1	1	11	"Lg 23-12"	"85"	3250	3980	60	87	87	27	40	40	40	9	91	78	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	47	47	16.610	47	47	2775	5.222	31	22	91
1	2	11	"Lg 23-12"	"85"	3480	3970	50	100	106	16	37	38	37	8	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	63	69	16.610	63	69	1272	8.500	15	21	92
1	3	11	"Lg 23-12"	"85"	3700	3970	60	93	90	36	38	38	38	8	88	81	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	55	52	16.610	55	52	2873	6.500	40	21	93
1	4	11	"Print buffer"	"89"	3980	3980	50	55	55	11	37	38	37	7	92	58	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	18	18	16.610	18	18	665	2.429	20	18	94
1	5	11	"Print buffer"	"89"	4220	3990	60	49	51	14	38	38	38	8	63	34	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	11	13	16.610	11	13	1642	1.625	27	21	95
1	6	11	"Print buffer"	"89"	4460	3980	60	55	55	12	38	39	38	9	78	38	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	17	17	16.610	17	17	1764	1.778	21	23	96
1	7	11	"Print buffer"	"93"	4720	4000	60	52	49	11	39	43	39	29	3	0	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	13	10	16.610	13	10	1564	0.207	22	67	97
1	8	11	"Print buffer"	"93"	4940	4000	50	51	50	7	38	37	38	7	75	25	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	13	12	16.610	13	12	595	1.857	14	18	98
1	9	11	"Print buffer"	"93"	5170	4000	60	44	45	10	36	37	36	8	47	22	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	8	9	16.610	8	9	1433	1.000	22	21	99
1	1	12	"Lg 17-16 1 然"	"73"	3230	4220	60	115	118	40	38	39	38	8	100	100	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	77	80	16.610	77	80	3784	9.875	33	20	100
1	2	12	"Lg 17-16 1 然"	"73"	3470	4210	70	96	101	36	37	38	37	8	97	94	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	59	64	16.610	59	64	3239	7.875	35	21	101
1	3	12	"Lg 17-16 1 然"	"73"	3730	4220	60	110	114	30	37	38	37	9	100	97	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	73	77	16.610	73	77	3641	8.444	26	23	102
1	4	12	"Lg 19-8 1 然"	"77"	3990	4210	60	49	50	11	37	38	37	8	66	28	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	12	13	16.610	12	13	1606	1.500	22	21	103
1	5	12	"Lg 19-8 1 然"	"77"	4230	4220	60	51	49	8	38	39	38	9	56	16	0	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	13	11	16.610	13	11	1580	1.111	16	23	104
