ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:38:25"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Slide06_Bmarray_Subclasses_F635.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Images\Slide06_US23502317_1003449802_S01_H_Flipped.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=3110, 1440"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"Log Ratio (635/532)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
-75	0	0	1	2	2	""	""	3610	1990	100	32	32	7	21	31	31	31	6	19	19	4	0	2568	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	11
-75	0	0	1	3	2	""	""	3860	1990	100	31	32	6	18	31	31	32	7	21	14	5	0	2595	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	12
-75	0	0	1	4	2	""	""	4100	1990	100	32	33	7	21	32	32	33	8	24	15	4	0	2613	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	13
-75	0	0	1	5	2	""	""	4350	1990	100	33	34	6	17	32	32	33	8	24	15	3	0	2682	0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	560	100	14
-75	0	0	1	6	2	""	""	4590	1990	100	33	33	7	21	32	32	33	7	21	16	3	0	2626	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	15
-75	0	0	1	7	2	""	""	4840	1990	100	34	34	6	17	32	32	33	7	21	15	5	0	2715	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	80	560	100	16
-75	0	0	1	8	2	""	""	5080	1990	100	32	33	6	18	33	33	34	7	20	8	1	0	2657	-0.143	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	560	100	17
-75	0	0	1	9	2	""	""	5330	1990	100	34	35	9	25	34	34	35	13	37	8	1	0	2826	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	18
-75	0	0	1	1	3	""	""	3370	2230	100	32	33	8	24	35	35	43	49	113	0	0	0	2624	-0.204	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	-2	-3	-2	80	560	100	19
-75	0	0	1	2	3	""	""	3610	2230	100	32	32	6	18	31	31	32	8	25	11	3	0	2597	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	20
-75	0	0	1	3	3	""	""	3860	2230	100	31	32	7	21	32	32	32	7	21	18	0	0	2565	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	560	100	21
-75	0	0	1	4	3	""	""	4100	2230	100	31	32	6	18	33	33	33	7	21	9	1	0	2548	-0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-1	-2	-1	80	560	100	22
-75	0	0	1	5	3	""	""	4350	2230	100	32	33	6	18	32	32	33	7	21	16	3	0	2628	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	23
-75	0	0	1	6	3	""	""	4590	2230	100	34	35	7	20	32	32	33	6	18	28	10	0	2825	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	80	560	100	24
-75	0	0	1	7	3	""	""	4840	2230	100	32	33	7	21	32	32	33	7	21	19	4	0	2610	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	25
-75	0	0	1	8	3	""	""	5080	2230	100	34	35	8	22	33	33	34	10	29	18	0	0	2776	0.100	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	560	100	26
-75	0	0	1	9	3	""	""	5330	2230	100	33	34	7	20	34	34	34	7	20	16	1	0	2736	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	560	100	27
-75	0	0	1	1	4	""	""	3370	2480	100	34	34	6	17	34	34	37	27	72	0	0	0	2737	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	527	100	28
-75	0	0	1	2	4	""	""	3610	2480	100	29	30	6	20	32	32	32	7	21	5	1	0	2383	-0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	-2	-3	-2	80	528	100	29
-75	0	0	1	3	4	""	""	3860	2480	100	31	32	7	21	31	31	31	6	19	18	8	0	2550	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	525	100	30
-75	0	0	1	4	4	""	""	4100	2480	100	31	32	7	21	32	32	33	13	39	3	0	0	2533	-0.077	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	560	100	31
-75	0	0	1	5	4	""	""	4350	2480	100	31	33	7	21	32	32	33	13	39	4	0	0	2618	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	1	-1	1	80	560	100	32
-75	0	0	1	6	4	""	""	4590	2480	100	31	33	7	21	32	32	33	7	21	18	5	0	2632	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	1	-1	1	80	560	100	33
-75	0	0	1	7	4	""	""	4840	2480	100	33	33	6	18	33	33	34	8	23	10	0	0	2679	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	34
-75	0	0	1	8	4	""	""	5080	2480	100	33	38	20	52	33	33	34	9	26	19	10	0	3017	0.444	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	5	0	5	80	560	100	35
-75	0	0	1	9	4	""	""	5330	2480	100	33	33	7	21	33	33	34	7	20	13	4	0	2661	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	36
-50	0	0	1	1	5	"Blank 8"	"148"	3470	2630	100	31	31	7	22	31	31	32	6	18	18	5	0	2490	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	519	100	37
-50	0	0	1	2	5	"Blank 8"	"148"	3710	2640	100	31	32	7	21	30	30	31	6	19	20	8	0	2551	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	536	100	38
-50	0	0	1	3	5	"Blank 8"	"148"	3940	2640	100	31	32	6	18	31	31	32	6	18	15	4	0	2542	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	490	100	39
-75	0	0	1	4	5	""	""	4100	2720	100	33	33	6	18	31	31	32	7	21	18	1	0	2613	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	80	452	100	40
-75	0	0	1	5	5	""	""	4350	2720	100	34	36	16	44	32	32	33	8	24	21	4	0	2895	0.375	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	80	439	100	41
-75	0	0	1	6	5	""	""	4590	2720	100	33	33	7	21	32	32	33	7	21	19	3	0	2642	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	493	100	42
-75	0	0	1	7	5	""	""	4840	2720	100	33	33	6	18	32	32	33	7	21	10	1	0	2640	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	491	100	43
-75	0	0	1	8	5	""	""	5080	2720	100	32	32	5	15	33	33	33	7	21	6	0	0	2549	-0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	489	100	44
-75	0	0	1	9	5	""	""	5330	2720	100	32	34	8	23	33	33	34	7	20	11	4	0	2695	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	1	-1	1	80	488	100	45
-50	0	0	1	1	6	"Lg fr. 26 0.1然"	"100"	3440	2860	100	32	32	6	18	31	31	31	6	19	23	3	0	2564	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	46
-50	0	0	1	2	6	"Lg fr. 26 0.1然"	"100"	3680	2860	100	30	30	6	20	30	30	31	7	22	9	4	0	2420	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	47
-50	0	0	1	3	6	"Lg fr. 26 0.1然"	"100"	3910	2860	100	31	32	7	21	30	30	31	6	19	23	8	0	2544	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	560	100	48
-50	0	0	1	4	6	"Lg fr. 30 0.2然"	"116"	4150	2860	100	31	32	7	21	31	31	35	35	100	0	0	0	2549	-0.086	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	481	100	49
0	0	0	1	5	6	"Lg fr. 30 0.2然"	"116"	4390	2870	170	518	5962	9652	161	33	33	356	2965	832	35	28	0	1240012	1.891	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	485	5929	485	5929	208	1200	100	50
-50	0	0	1	6	6	"Lg fr. 30 0.2然"	"116"	4620	2870	100	33	34	8	23	33	33	768	4453	579	0	0	0	2692	-0.165	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	479	100	51
-50	0	0	1	7	6	"Lg fr. 35 0.1然"	"132"	4860	2870	100	32	33	6	18	32	32	33	7	21	13	3	0	2623	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	491	100	52
-50	0	0	1	8	6	"Lg fr. 35 0.1然"	"132"	5090	2870	100	34	34	7	20	32	32	33	7	21	18	5	0	2702	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	80	489	100	53
-50	0	0	1	9	6	"Lg fr. 35 0.1然"	"132"	5330	2870	100	32	33	7	21	32	32	33	7	21	15	4	0	2608	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	488	100	54
0	0	0	1	1	7	"Ng fr.41 1.56然"	"115"	3440	3160	40	31	31	6	19	32	32	33	8	24	8	0	0	369	-0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	12	68	100	55
-50	0	0	1	2	7	"Ng fr.41 1.56然"	"115"	3710	3140	100	30	30	7	23	31	31	32	6	18	9	1	0	2394	-0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	557	100	56
-50	0	0	1	3	7	"Ng fr.41 1.56然"	"115"	3940	3140	100	30	31	6	19	31	31	31	6	19	14	5	0	2463	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	557	100	57
-50	0	0	1	4	7	"Lg fr. 17 0.1然"	"131"	4180	3140	100	31	32	7	21	31	31	32	6	18	24	6	0	2591	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	557	100	58
-50	0	0	1	5	7	"Lg fr. 17 0.1然"	"131"	4410	3140	100	33	34	7	20	32	32	33	7	21	18	5	0	2709	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	560	100	59
-50	0	0	1	6	7	"Lg fr. 17 0.1然"	"131"	4650	3140	100	32	33	6	18	33	33	33	7	21	10	3	0	2613	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	560	100	60
-50	0	0	1	7	7	"Lg fr. 21 0.9然"	"147"	4890	3150	100	33	33	6	18	32	32	33	7	21	14	4	0	2670	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	557	100	61
-50	0	0	1	8	7	"Lg fr. 21 0.9然"	"147"	5120	3150	100	34	33	6	18	33	33	34	7	20	9	3	0	2663	-0.143	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	1	0	1	0	80	560	100	62
-50	0	0	1	9	7	"Lg fr. 21 0.9然"	"147"	5360	3150	100	35	76	238	313	34	34	35	12	34	13	5	0	6057	3.417	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	42	1	42	80	554	100	63
0	0	0	1	1	8	"Ng fr.29 0.9然"	"130"	3500	3370	70	36	36	10	27	33	33	34	8	23	19	6	0	1142	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	3	3	3	32	236	100	64
-50	0	0	1	2	8	"Ng fr.29 0.9然"	"130"	3750	3350	100	29	30	6	20	30	30	31	6	19	15	5	0	2361	-0.167	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	557	100	65
-50	0	0	1	3	8	"Ng fr.29 0.9然"	"130"	3980	3350	100	30	30	5	16	31	31	32	7	21	5	0	0	2390	-0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	557	100	66
-50	0	0	1	4	8	"Ng fr.33 2.5然"	"146"	4220	3350	100	32	32	7	21	32	32	33	7	21	15	4	0	2581	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	557	100	67
-50	0	0	1	5	8	"Ng fr.33 2.5然"	"146"	4460	3360	100	32	33	6	18	32	32	33	7	21	18	3	0	2634	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	68
-50	0	0	1	6	8	"Ng fr.33 2.5然"	"146"	4700	3360	100	30	31	6	19	33	33	34	7	20	6	0	0	2488	-0.429	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	-2	-3	-2	80	560	100	69
-50	0	0	1	7	8	"Ng fr.37 4.3然"	"99"	4930	3360	100	33	34	6	17	33	33	33	7	21	13	4	0	2697	0.143	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	557	100	70
0	0	0	1	8	8	"Ng fr.37 4.3然"	"99"	5190	3350	40	34	35	7	20	33	33	34	7	20	25	8	0	415	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	12	68	100	71
-50	0	0	1	9	8	"Ng fr.37 4.3然"	"99"	5420	3350	100	33	34	7	20	34	34	35	11	31	6	0	0	2735	-0.091	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	554	100	72
-50	0	0	1	1	9	"Ng fr.17 0.7然"	"145"	3470	3640	100	32	32	6	18	31	31	32	6	18	16	4	0	2573	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	557	100	73
-50	0	0	1	2	9	"Ng fr.17 0.7然"	"145"	3710	3640	100	30	31	5	16	31	31	32	6	18	8	1	0	2466	-0.167	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	557	100	74
-50	0	0	1	3	9	"Ng fr.17 0.7然"	"145"	3940	3640	100	32	32	7	21	31	31	32	7	21	16	6	0	2589	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	556	100	75
-50	0	0	1	4	9	"Ng fr.21 0.5然"	"98"	4180	3650	100	32	32	5	15	33	33	33	7	21	4	1	0	2598	-0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	549	100	76
-50	0	0	1	5	9	"Ng fr.21 0.5然"	"98"	4420	3650	100	34	34	7	20	33	33	34	7	20	18	4	0	2730	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	549	100	77
-50	0	0	1	6	9	"Ng fr.21 0.5然"	"98"	4660	3650	100	30	31	7	22	32	32	32	6	18	13	4	0	2462	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-1	-2	-1	80	547	100	78
-50	0	0	1	7	9	"Ng fr.25 1.9然"	"114"	4900	3650	100	30	30	5	16	32	32	33	7	21	6	0	0	2426	-0.429	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-2	-2	-2	80	560	100	79
-50	0	0	1	8	9	"Ng fr.25 1.9然"	"114"	5130	3650	100	33	34	7	20	32	32	33	8	24	14	6	0	2701	0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	556	100	80
-50	0	0	1	9	9	"Ng fr.25 1.9然"	"114"	5370	3650	100	34	36	7	19	34	34	35	8	22	21	3	0	2853	0.125	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	80	556	100	81
-50	0	0	1	1	10	"Ng fr.11 10然"	"97"	3430	3850	100	33	33	6	18	31	31	33	13	39	3	0	0	2673	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	80	557	100	82
-50	0	0	1	2	10	"Ng fr.11 10然"	"97"	3670	3850	100	31	32	11	34	31	31	31	6	19	14	5	0	2531	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	557	100	83
-50	0	0	1	3	10	"Ng fr.11 10然"	"97"	3910	3850	100	31	32	7	21	31	31	32	6	18	20	5	0	2549	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	556	100	84
-50	0	0	1	4	10	"Ng fr.12 5然"	"113"	4150	3850	100	32	32	5	15	32	32	32	6	18	13	0	0	2549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	549	100	85
-50	0	0	1	5	10	"Ng fr.12 5然"	"113"	4390	3850	100	34	35	8	22	32	32	33	7	21	29	9	0	2814	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	80	549	100	86
0	0	0	1	6	10	"Ng fr.12 5然"	"113"	4600	3830	90	36	37	9	24	33	33	34	7	20	27	8	0	1923	0.429	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	4	3	4	52	415	100	87
0	0	0	1	7	10	"Ng fr.13 1然"	"129"	4900	3890	60	34	34	6	17	32	32	33	7	21	13	6	0	1101	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	32	176	100	88
-50	0	0	1	8	10	"Ng fr.13 1然"	"129"	5100	3860	100	31	35	18	51	31	31	31	6	19	21	14	0	2783	0.667	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	4	0	4	80	556	100	89
-50	0	0	1	9	10	"Ng fr.13 1然"	"129"	5340	3860	100	30	30	6	20	31	31	33	8	24	9	0	0	2419	-0.375	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	556	100	90
0	0	0	1	1	11	"Lg 23-12"	"85"	3450	4180	50	2394	2596	577	22	33	33	35	13	37	100	100	0	31152	197.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2361	2563	2361	2563	12	104	100	91
0	0	0	1	2	11	"Lg 23-12"	"85"	3690	4160	50	1961	2112	499	23	36	36	38	13	34	100	100	0	25338	159.538	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1925	2076	1925	2076	12	104	100	92
0	0	0	1	3	11	"Lg 23-12"	"85"	3970	4170	50	2073	2175	488	22	35	35	37	15	40	100	100	0	26099	142.533	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2038	2140	2038	2140	12	104	100	93
0	0	0	1	4	11	"Print buffer"	"89"	4200	4170	50	2182	2336	650	27	36	36	41	23	56	100	100	0	28028	99.783	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2146	2300	2146	2300	12	104	100	94
0	0	0	1	5	11	"Print buffer"	"89"	4440	4160	50	2981	2866	698	24	34	34	52	79	151	100	100	0	34393	35.620	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2947	2832	2947	2832	12	104	100	95
0	0	0	1	6	11	"Print buffer"	"89"	4700	4180	50	2026	2138	464	21	33	33	38	22	57	100	100	0	25654	95.455	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1993	2105	1993	2105	12	104	100	96
0	0	0	1	7	11	"Print buffer"	"93"	4940	4180	60	51	53	9	16	31	31	31	6	19	100	84	0	1696	3.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	20	22	20	22	32	176	100	97
0	0	0	1	8	11	"Print buffer"	"93"	5170	4180	60	55	76	55	72	35	35	43	35	81	19	16	0	2426	0.943	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	20	41	20	41	32	176	100	98
0	0	0	1	9	11	"Print buffer"	"93"	5410	4180	60	47	49	11	22	30	30	31	6	19	94	69	0	1581	3.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	17	19	17	19	32	176	100	99
0	0	0	1	1	12	"Lg 17-16 1 然"	"73"	3490	4390	50	4323	4300	1496	34	34	34	38	18	47	100	100	0	51603	236.778	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4289	4266	4289	4266	12	104	100	100
0	0	0	1	2	12	"Lg 17-16 1 然"	"73"	3700	4430	50	3899	4164	774	18	33	33	35	10	28	100	100	0	49971	412.900	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3866	4131	3866	4131	12	104	100	101
0	0	0	1	3	12	"Lg 17-16 1 然"	"73"	3950	4410	50	2851	2957	621	21	34	34	34	7	20	100	100	0	35480	417.571	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2817	2923	2817	2923	12	104	100	102
0	0	0	1	4	12	"Lg 19-8 1 然"	"77"	4210	4400	30	2069	2053	283	13	118	118	563	725	128	100	100	0	8211	2.055	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1951	1935	1951	1935	4	20	100	103
0	0	0	1	5	12	"Lg 19-8 1 然"	"77"	4470	4420	30	2724	2581	740	28	41	41	587	817	139	100	75	0	10322	2.441	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2683	2540	2683	2540	4	20	100	104
