ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:38:47"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Slide07_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Images\Slide07_US23502317_1003449801_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2640, 1420"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F532 Total Intensity"	"SNR 532"	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
-75	0	0	1	2	2	""	""	3380	1950	100	59	60	8	13	59	59	59	8	13	15	5	0	4775	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	11
-75	0	0	1	3	2	""	""	3630	1950	100	59	58	8	13	58	58	58	8	13	14	1	0	4653	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	0	1	0	80	560	100	12
-75	0	0	1	4	2	""	""	3870	1950	100	59	59	9	15	56	56	57	8	14	21	3	0	4754	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	3	3	3	80	560	100	13
-75	0	0	1	5	2	""	""	4120	1950	100	65	66	9	13	60	60	61	9	14	29	6	0	5245	0.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	5	6	5	6	80	560	100	14
-75	0	0	1	6	2	""	""	4360	1950	100	61	63	9	14	63	63	63	9	14	14	4	0	5014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	0	-2	0	80	560	100	15
-75	0	0	1	7	2	""	""	4610	1950	100	65	65	7	10	65	65	67	24	35	0	0	0	5206	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	16
-75	0	0	1	8	2	""	""	4850	1950	100	68	68	8	11	70	70	70	10	14	5	0	0	5429	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-2	-2	-2	80	560	100	17
-75	0	0	1	9	2	""	""	5100	1950	100	72	72	8	11	73	73	74	10	13	11	0	0	5745	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	18
-75	0	0	1	1	3	""	""	3140	2190	100	76	77	13	16	71	71	73	13	17	24	3	0	6132	0.308	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	5	6	5	6	80	560	100	19
-75	0	0	1	2	3	""	""	3380	2190	100	61	61	10	16	58	58	59	11	18	13	4	0	4892	0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	3	3	3	80	560	100	20
-75	0	0	1	3	3	""	""	3630	2190	100	72	72	11	15	58	58	60	14	23	48	6	0	5754	0.857	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	14	14	14	14	80	560	100	21
-75	0	0	1	4	3	""	""	3870	2190	100	51	52	11	21	52	52	52	8	15	16	3	0	4155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	22
-75	0	0	1	5	3	""	""	4120	2190	100	53	53	8	15	52	52	53	8	15	13	5	0	4275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	23
-75	0	0	1	6	3	""	""	4360	2190	100	58	59	8	13	56	56	57	10	17	16	4	0	4685	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	3	2	3	80	560	100	24
-75	0	0	1	7	3	""	""	4610	2190	100	60	60	9	15	60	60	61	25	40	0	0	0	4832	-0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	25
-75	0	0	1	8	3	""	""	4850	2190	100	59	59	8	13	58	58	59	14	23	6	0	0	4759	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	26
-75	0	0	1	9	3	""	""	5100	2190	100	68	67	8	11	63	63	64	11	17	20	1	0	5393	0.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	5	4	5	4	80	560	100	27
-75	0	0	1	1	4	""	""	3140	2440	100	53	53	7	13	54	54	58	16	27	1	0	0	4218	-0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	558	100	28
-75	0	0	1	2	4	""	""	3380	2440	100	43	43	6	13	44	44	44	7	15	6	3	0	3442	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	558	100	29
-75	0	0	1	3	4	""	""	3630	2440	100	45	46	6	13	45	45	45	8	17	10	1	0	3648	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	30
-75	0	0	1	4	4	""	""	3870	2440	100	49	49	6	12	48	48	49	9	18	6	0	0	3926	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	31
-75	0	0	1	5	4	""	""	4120	2440	100	52	54	9	16	52	52	52	8	15	24	5	0	4305	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	80	560	100	32
-75	0	0	1	6	4	""	""	4360	2440	100	53	53	7	13	53	53	54	8	14	15	0	0	4250	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	33
-75	0	0	1	7	4	""	""	4610	2440	100	54	54	7	12	52	52	53	7	13	24	3	0	4321	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	560	100	34
-75	0	0	1	8	4	""	""	4850	2440	100	49	49	7	14	50	50	50	9	18	13	0	0	3955	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	35
-75	0	0	1	9	4	""	""	5100	2440	100	51	51	6	11	50	50	51	8	15	11	0	0	4070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	36
-50	0	0	1	1	5	"Blank 8"	"148"	3240	2630	100	41	41	6	14	42	42	42	6	14	14	1	0	3318	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	558	100	37
-50	0	0	1	2	5	"Blank 8"	"148"	3480	2630	100	40	41	6	14	41	41	42	8	19	8	0	0	3262	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	558	100	38
-50	0	0	1	3	5	"Blank 8"	"148"	3730	2640	100	46	46	7	15	44	44	45	7	15	24	6	0	3699	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	483	100	39
-75	0	0	1	4	5	""	""	3870	2680	100	46	47	6	12	47	47	47	6	12	6	3	0	3738	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	483	100	40
-75	0	0	1	5	5	""	""	4120	2680	100	50	51	7	13	51	51	51	7	13	11	3	0	4068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	41
-75	0	0	1	6	5	""	""	4360	2680	100	49	49	6	12	50	50	51	9	17	6	0	0	3920	-0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	42
-75	0	0	1	7	5	""	""	4610	2680	100	48	48	6	12	48	48	48	7	14	6	1	0	3844	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	43
-75	0	0	1	8	5	""	""	4850	2680	100	45	45	5	11	46	46	46	8	17	5	0	0	3567	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	44
-75	0	0	1	9	5	""	""	5100	2680	100	45	44	5	11	44	44	44	7	15	5	1	0	3552	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	0	1	0	80	560	100	45
-50	0	0	1	1	6	"Lg fr. 26 0.1然"	"100"	3240	2870	100	39	39	5	12	39	39	40	6	15	11	0	0	3115	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	46
-50	0	0	1	2	6	"Lg fr. 26 0.1然"	"100"	3480	2880	100	38	38	6	15	39	39	39	6	15	9	1	0	3069	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	47
-50	0	0	1	3	6	"Lg fr. 26 0.1然"	"100"	3730	2890	100	41	42	6	14	42	42	42	6	14	14	3	0	3357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	48
-50	0	0	1	4	6	"Lg fr. 30 0.2然"	"116"	3980	2890	100	47	47	6	12	47	47	48	9	18	8	0	0	3755	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	49
-50	0	0	1	5	6	"Lg fr. 30 0.2然"	"116"	4220	2900	100	50	50	6	12	49	49	49	7	14	16	1	0	3997	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	50
-50	0	0	1	6	6	"Lg fr. 30 0.2然"	"116"	4470	2910	100	48	49	15	30	46	46	48	8	16	16	4	0	3947	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	3	2	3	80	560	100	51
-50	0	0	1	7	6	"Lg fr. 35 0.1然"	"132"	4720	2910	100	46	46	6	13	44	44	45	8	17	13	0	0	3673	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	560	100	52
-50	0	0	1	8	6	"Lg fr. 35 0.1然"	"132"	4960	2920	100	42	41	6	14	41	41	42	7	16	11	1	0	3295	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	0	1	0	80	556	100	53
-50	0	0	1	9	6	"Lg fr. 35 0.1然"	"132"	5210	2920	100	41	42	6	14	41	41	41	6	14	21	5	0	3387	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	54
-50	0	0	1	1	7	"Ng fr.41 1.56然"	"115"	3240	3120	100	37	38	6	15	37	37	37	7	18	16	1	0	3025	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	55
-50	0	0	1	2	7	"Ng fr.41 1.56然"	"115"	3480	3130	100	35	36	6	16	37	37	38	6	15	9	1	0	2868	-0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-1	-2	-1	80	560	100	56
-50	0	0	1	3	7	"Ng fr.41 1.56然"	"115"	3730	3130	100	41	42	7	16	41	41	42	8	19	10	1	0	3336	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	57
-50	0	0	1	4	7	"Lg fr. 17 0.1然"	"131"	3980	3140	100	49	48	6	12	47	47	47	8	17	14	0	0	3855	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	1	2	1	80	560	100	58
-50	0	0	1	5	7	"Lg fr. 17 0.1然"	"131"	4220	3140	100	47	48	6	12	48	48	48	8	16	4	0	0	3825	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	59
-50	0	0	1	6	7	"Lg fr. 17 0.1然"	"131"	4470	3150	100	45	46	7	15	46	46	46	7	15	13	3	0	3675	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	60
-50	0	0	1	7	7	"Lg fr. 21 0.9然"	"147"	4720	3160	100	44	46	13	28	43	43	43	6	13	21	10	0	3673	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	3	1	3	80	560	100	61
0	0	0	1	8	7	"Lg fr. 21 0.9然"	"147"	5030	3110	90	82	88	21	23	41	41	42	7	16	100	100	0	4582	6.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	41	47	41	47	52	415	100	62
-50	0	0	1	9	7	"Lg fr. 21 0.9然"	"147"	5210	3170	100	41	42	8	19	41	41	41	6	14	20	4	0	3365	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	547	100	63
-50	0	0	1	1	8	"Ng fr.29 0.9然"	"130"	3240	3370	100	36	36	5	13	37	37	38	6	15	11	3	0	2914	-0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	64
-50	0	0	1	2	8	"Ng fr.29 0.9然"	"130"	3490	3370	100	36	37	6	16	37	37	37	6	16	16	5	0	2992	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	65
-50	0	0	1	3	8	"Ng fr.29 0.9然"	"130"	3730	3380	100	42	45	12	26	41	41	42	7	16	24	13	0	3587	0.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	4	1	4	80	560	100	66
-50	0	0	1	4	8	"Ng fr.33 2.5然"	"146"	3980	3380	100	47	46	6	13	47	47	47	7	14	15	1	0	3713	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	80	560	100	67
-50	0	0	1	5	8	"Ng fr.33 2.5然"	"146"	4220	3390	100	48	49	10	20	47	47	48	8	16	16	3	0	3922	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	553	100	68
-50	0	0	1	6	8	"Ng fr.33 2.5然"	"146"	4470	3400	100	45	45	8	17	44	44	45	6	13	19	8	0	3638	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	69
-50	0	0	1	7	8	"Ng fr.37 4.3然"	"99"	4720	3400	100	43	44	7	15	42	42	43	10	23	13	1	0	3495	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	560	100	70
-50	0	0	1	8	8	"Ng fr.37 4.3然"	"99"	4960	3410	100	40	40	5	12	42	42	42	7	16	4	0	0	3226	-0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-2	-2	-2	80	560	100	71
-50	0	0	1	9	8	"Ng fr.37 4.3然"	"99"	5210	3410	100	42	42	6	14	41	41	41	6	14	16	4	0	3342	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	72
-50	0	0	1	1	9	"Ng fr.17 0.7然"	"145"	3280	3600	100	39	38	6	15	37	37	37	6	16	9	5	0	3061	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	1	2	1	80	560	100	73
-50	0	0	1	2	9	"Ng fr.17 0.7然"	"145"	3520	3600	100	37	38	5	13	37	37	37	6	16	11	3	0	3036	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	74
-50	0	0	1	3	9	"Ng fr.17 0.7然"	"145"	3770	3610	100	44	44	7	15	42	42	42	7	16	23	5	0	3548	0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	560	100	75
-50	0	0	1	4	9	"Ng fr.21 0.5然"	"98"	4020	3610	100	46	47	9	19	47	47	47	7	14	13	4	0	3760	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	76
0	0	0	1	5	9	"Ng fr.21 0.5然"	"98"	4280	3600	120	63	65	15	23	47	47	47	7	14	74	53	0	7798	2.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	16	18	16	18	120	794	100	77
0	0	0	1	6	9	"Ng fr.21 0.5然"	"98"	4500	3650	70	49	51	15	29	45	45	45	6	13	34	19	0	1634	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	4	6	4	6	32	236	100	78
-50	0	0	1	7	9	"Ng fr.25 1.9然"	"114"	4750	3630	100	41	42	6	14	42	42	43	9	20	6	1	0	3322	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	79
-50	0	0	1	8	9	"Ng fr.25 1.9然"	"114"	5000	3630	100	39	40	6	15	41	41	42	10	23	6	0	0	3172	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-1	-2	-1	80	560	100	80
-50	0	0	1	9	9	"Ng fr.25 1.9然"	"114"	5250	3640	100	42	41	6	14	41	41	41	6	14	14	5	0	3311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	0	1	0	80	560	100	81
-50	0	0	1	1	10	"Ng fr.11 10然"	"97"	3240	3860	100	35	36	5	13	36	36	36	6	16	11	1	0	2844	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	82
-50	0	0	1	2	10	"Ng fr.11 10然"	"97"	3490	3870	100	37	37	6	16	37	37	38	6	15	13	1	0	2946	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	83
-50	0	0	1	3	10	"Ng fr.11 10然"	"97"	3730	3870	100	40	41	5	12	41	41	41	6	14	11	0	0	3272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	84
-50	0	0	1	4	10	"Ng fr.12 5然"	"113"	3980	3880	100	50	51	19	37	47	47	48	7	14	23	4	0	4110	0.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	560	100	85
-50	0	0	1	5	10	"Ng fr.12 5然"	"113"	4230	3880	100	48	49	7	14	49	49	50	7	14	16	1	0	3883	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	86
-50	0	0	1	6	10	"Ng fr.12 5然"	"113"	4470	3890	100	48	49	6	12	48	48	49	7	14	13	4	0	3893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	87
-50	0	0	1	7	10	"Ng fr.13 1然"	"129"	4720	3890	100	47	46	8	17	45	45	45	7	15	15	4	0	3697	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	1	2	1	80	560	100	88
-50	0	0	1	8	10	"Ng fr.13 1然"	"129"	4960	3890	100	45	44	6	13	43	43	43	7	16	10	0	0	3487	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	1	2	1	80	560	100	89
-50	0	0	1	9	10	"Ng fr.13 1然"	"129"	5210	3900	100	41	41	6	14	42	42	42	6	14	10	3	0	3312	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	90
0	0	0	1	1	11	"Lg 23-12"	"85"	3230	4130	60	313	300	88	29	38	38	38	7	18	100	100	0	9585	37.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	275	262	275	262	32	176	100	91
0	0	0	1	2	11	"Lg 23-12"	"85"	3480	4120	60	345	309	137	44	41	41	42	7	16	97	97	0	9902	38.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	304	268	304	268	32	176	100	92
0	0	0	1	3	11	"Lg 23-12"	"85"	3720	4130	60	484	446	139	31	45	45	48	11	22	100	100	0	14282	36.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	439	401	439	401	32	176	100	93
0	0	0	1	4	11	"Print buffer"	"89"	4020	4150	60	215	204	37	18	79	79	142	130	91	56	0	0	6513	0.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	136	125	136	125	32	176	100	94
0	0	0	1	5	11	"Print buffer"	"89"	4230	4120	60	227	234	53	22	76	76	81	34	41	97	94	0	7476	4.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	151	158	151	158	32	176	100	95
0	0	0	1	6	11	"Print buffer"	"89"	4480	4120	60	187	196	30	15	60	60	65	18	27	100	100	0	6271	7.278	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	127	136	127	136	32	176	100	96
0	0	0	1	7	11	"Print buffer"	"93"	4710	4130	70	112	113	16	14	54	54	57	13	22	100	97	0	3608	4.308	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	58	59	58	59	32	236	100	97
0	0	0	1	8	11	"Print buffer"	"93"	4960	4160	70	120	114	16	14	51	51	53	10	18	100	100	0	3655	6.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	69	63	69	63	32	236	100	98
0	0	0	1	9	11	"Print buffer"	"93"	5200	4140	70	105	103	14	13	50	50	51	10	19	100	100	0	3311	5.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	55	53	55	53	32	236	100	99
0	0	0	1	1	12	"Lg 17-16 1 然"	"73"	3240	4360	60	166	163	54	33	38	38	38	6	15	100	100	0	5223	20.833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	128	125	128	125	32	176	100	100
0	0	0	1	2	12	"Lg 17-16 1 然"	"73"	3490	4350	60	218	222	66	29	38	38	39	6	15	100	100	0	7093	30.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	180	184	180	184	32	176	100	101
0	0	0	1	3	12	"Lg 17-16 1 然"	"73"	3720	4380	60	324	322	100	31	45	45	46	9	19	100	100	0	10305	30.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	279	277	279	277	32	176	100	102
0	0	0	1	4	12	"Lg 19-8 1 然"	"77"	3980	4360	60	357	341	132	38	56	56	58	12	20	100	100	0	10905	23.583	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	301	285	301	285	32	176	100	103
0	0	0	1	5	12	"Lg 19-8 1 然"	"77"	4240	4390	60	333	342	112	32	59	59	63	15	23	100	100	0	10956	18.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	274	283	274	283	32	176	100	104
0	0	0	1	6	12	"Lg 19-8 1 然"	"77"	4500	4380	60	262	266	57	21	65	65	73	34	46	100	100	0	8501	5.676	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	197	201	197	201	32	176	100	105
0	0	0	1	7	12	"Lg 22-12 1 然"	"81"	4700	4350	60	152	147	41	27	57	57	61	15	24	97	94	0	4691	5.733	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	95	90	95	90	32	176	100	106
