ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:38:25"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Slide06_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Images\Slide06_US23502317_1003449802_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=3110, 1440"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F532 Total Intensity"	"SNR 532"	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
-75	0	0	5	8	5	""	""	5110	11770	100	75	76	11	14	81	81	2029	9277	457	0	0	0	6092	-0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-6	-5	-6	-5	80	516	100	692
-75	0	0	5	9	5	""	""	5360	11770	100	82	84	18	21	77	77	78	13	16	19	9	0	6731	0.462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	5	7	5	7	80	516	100	693
-50	0	0	5	1	6	"Lg fr. 26 0.1然"	"100"	3450	11910	100	60	61	17	27	64	64	69	20	28	5	3	0	4906	-0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-3	-4	-3	80	560	100	694
-50	0	0	5	2	6	"Lg fr. 26 0.1然"	"100"	3680	11920	100	67	70	21	30	71	71	72	17	23	13	3	0	5587	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-1	-4	-1	80	554	100	695
-50	0	0	5	3	6	"Lg fr. 26 0.1然"	"100"	3920	11920	100	84	84	15	17	71	71	71	16	22	34	6	0	6718	0.813	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	13	13	13	13	80	554	100	696
-50	0	0	5	4	6	"Lg fr. 30 0.2然"	"116"	4160	11920	100	50	57	19	33	63	63	63	18	28	14	0	0	4553	-0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-13	-6	-13	-6	80	487	100	697
-50	0	0	5	5	6	"Lg fr. 30 0.2然"	"116"	4400	11930	100	79	78	13	16	76	76	77	11	14	25	6	0	6270	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	2	3	2	80	498	100	698
-50	0	0	5	6	6	"Lg fr. 30 0.2然"	"116"	4640	11930	100	90	3537	11006	311	85	85	4563	15457	338	9	5	0	282996	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	5	3452	5	3452	80	483	100	699
-50	0	0	5	7	6	"Lg fr. 35 0.1然"	"132"	4880	11930	100	84	89	18	20	88	88	8187	19256	235	0	0	0	7117	-0.421	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	1	-4	1	80	497	100	700
-50	0	0	5	8	6	"Lg fr. 35 0.1然"	"132"	5120	11940	100	78	77	11	14	78	78	79	13	16	8	1	0	6158	-0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	80	510	100	701
-50	0	0	5	9	6	"Lg fr. 35 0.1然"	"132"	5360	11940	100	79	80	15	18	76	76	78	14	17	13	1	0	6369	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	516	100	702
0	0	0	5	1	7	"Ng fr.41 1.56然"	"115"	3450	12140	110	104	104	22	21	79	79	80	19	23	51	29	0	8288	1.263	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	25	25	25	25	80	650	100	703
-50	0	0	5	2	7	"Ng fr.41 1.56然"	"115"	3670	12130	100	65	66	10	15	69	69	70	14	20	4	0	0	5248	-0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-3	-4	-3	80	554	100	704
-50	0	0	5	3	7	"Ng fr.41 1.56然"	"115"	3910	12130	100	79	79	13	16	73	73	73	16	21	20	4	0	6327	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	6	6	6	6	80	554	100	705
-50	0	0	5	4	7	"Lg fr. 17 0.1然"	"131"	4150	12130	100	48	48	9	18	58	58	60	17	28	0	0	0	3821	-0.706	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-10	-10	-10	-10	80	554	100	706
-50	0	0	5	5	7	"Lg fr. 17 0.1然"	"131"	4390	12140	100	79	80	15	18	76	76	77	12	15	21	1	0	6386	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	554	100	707
0	0	0	5	6	7	"Lg fr. 17 0.1然"	"131"	4620	12110	90	338	638	749	117	82	82	246	1076	437	13	6	0	33200	0.364	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	256	556	256	556	52	408	100	708
-50	0	0	5	7	7	"Lg fr. 21 0.9然"	"147"	4870	12140	100	78	80	12	15	77	77	78	13	16	14	5	0	6398	0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	3	1	3	80	554	100	709
-50	0	0	5	8	7	"Lg fr. 21 0.9然"	"147"	5110	12150	100	77	78	11	14	78	78	79	12	15	13	1	0	6223	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	554	100	710
0	0	0	5	9	7	"Lg fr. 21 0.9然"	"147"	5350	12180	50	92	96	28	29	81	81	82	15	18	42	17	0	1146	0.933	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	11	15	11	15	12	104	100	711
-50	0	0	5	1	8	"Ng fr.29 0.9然"	"130"	3440	12410	100	88	87	17	19	75	75	77	16	20	39	10	0	6972	0.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	13	12	13	12	80	560	100	712
-50	0	0	5	2	8	"Ng fr.29 0.9然"	"130"	3680	12420	100	69	71	21	29	64	64	64	12	18	24	6	0	5700	0.583	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	5	7	5	7	80	560	100	713
-50	0	0	5	3	8	"Ng fr.29 0.9然"	"130"	3930	12420	100	82	83	12	14	70	70	70	19	27	25	1	0	6602	0.684	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	12	13	12	13	80	560	100	714
-50	0	0	5	4	8	"Ng fr.33 2.5然"	"146"	4170	12420	100	50	48	11	22	49	49	51	13	25	9	1	0	3859	-0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	-1	1	-1	80	560	100	715
-50	0	0	5	5	8	"Ng fr.33 2.5然"	"146"	4410	12430	100	74	75	11	14	75	75	72	17	23	8	0	0	5986	0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	560	100	716
-50	0	0	5	6	8	"Ng fr.33 2.5然"	"146"	4650	12430	100	77	79	10	12	78	78	79	12	15	13	3	0	6300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	1	-1	1	80	560	100	717
-50	0	0	5	7	8	"Ng fr.37 4.3然"	"99"	4890	12430	100	78	77	10	12	78	78	78	12	15	10	0	0	6156	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	80	560	100	718
-50	0	0	5	8	8	"Ng fr.37 4.3然"	"99"	5130	12440	100	81	83	16	19	77	77	78	12	15	26	9	0	6629	0.417	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	4	6	4	6	80	560	100	719
-50	0	0	5	9	8	"Ng fr.37 4.3然"	"99"	5370	12440	100	79	80	14	17	76	76	77	13	16	19	5	0	6363	0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	560	100	720
-50	0	0	5	1	9	"Ng fr.17 0.7然"	"145"	3440	12670	100	59	61	11	18	61	61	62	13	20	10	4	0	4898	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	0	-2	0	80	560	100	721
-50	0	0	5	2	9	"Ng fr.17 0.7然"	"145"	3680	12670	100	62	62	11	17	61	61	62	13	20	11	1	0	4934	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	722
-50	0	0	5	3	9	"Ng fr.17 0.7然"	"145"	3930	12670	100	63	64	13	20	61	61	64	21	32	11	0	0	5159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	3	2	3	80	560	100	723
-50	0	0	5	4	9	"Ng fr.21 0.5然"	"98"	4170	12670	100	43	44	8	18	45	45	47	12	25	6	0	0	3542	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-1	-2	-1	80	560	100	724
-50	0	0	5	5	9	"Ng fr.21 0.5然"	"98"	4410	12680	100	44	44	7	15	50	50	54	17	31	0	0	0	3545	-0.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-6	-6	-6	-6	80	560	100	725
-50	0	0	5	6	9	"Ng fr.21 0.5然"	"98"	4650	12680	100	74	78	19	24	71	71	68	18	26	11	3	0	6213	0.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	7	3	7	80	560	100	726
-50	0	0	5	7	9	"Ng fr.25 1.9然"	"114"	4890	12680	100	78	77	11	14	77	77	78	13	16	10	1	0	6177	-0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	0	1	0	80	560	100	727
-50	0	0	5	8	9	"Ng fr.25 1.9然"	"114"	5140	12680	100	75	76	11	14	78	78	79	11	13	15	3	0	6111	-0.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-2	-3	-2	80	560	100	728
-50	0	0	5	9	9	"Ng fr.25 1.9然"	"114"	5380	12690	100	79	79	14	17	77	77	78	11	14	13	3	0	6316	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	2	2	2	80	560	100	729
0	0	0	5	1	10	"Ng fr.11 10然"	"97"	3430	12900	40	81	82	18	21	58	58	60	10	16	75	58	0	983	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	23	24	23	24	12	68	100	730
-50	0	0	5	2	10	"Ng fr.11 10然"	"97"	3670	12900	100	55	56	7	12	58	58	60	18	30	0	0	0	4451	-0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-2	-3	-2	80	560	100	731
-50	0	0	5	3	10	"Ng fr.11 10然"	"97"	3910	12900	100	54	54	10	18	58	58	59	12	20	8	1	0	4296	-0.417	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-4	-4	-4	80	560	100	732
-50	0	0	5	4	10	"Ng fr.12 5然"	"113"	4150	12900	100	49	50	9	18	47	47	49	15	30	6	0	0	3976	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	3	2	3	80	560	100	733
-50	0	0	5	5	10	"Ng fr.12 5然"	"113"	4400	12900	100	44	46	10	21	45	45	47	14	29	8	3	0	3695	-0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	1	-1	1	80	560	100	734
-50	0	0	5	6	10	"Ng fr.12 5然"	"113"	4640	12910	100	44	43	7	16	50	50	52	12	23	0	0	0	3441	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-6	-7	-6	-7	80	560	100	735
-50	0	0	5	7	10	"Ng fr.13 1然"	"129"	4880	12910	100	76	77	13	16	70	70	71	17	23	26	1	0	6167	0.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	6	7	6	7	80	560	100	736
-50	0	0	5	8	10	"Ng fr.13 1然"	"129"	5120	12910	100	66	70	16	22	73	73	73	18	24	6	3	0	5568	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-7	-3	-7	-3	80	560	100	737
-50	0	0	5	9	10	"Ng fr.13 1然"	"129"	5370	12910	100	64	61	19	31	65	65	65	18	27	9	1	0	4892	-0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-4	-1	-4	80	560	100	738
0	0	0	5	1	11	"Lg 23-12"	"85"	3450	13190	60	301	322	93	28	51	51	51	10	19	100	100	0	10290	27.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	250	271	250	271	32	176	100	739
0	0	0	5	2	11	"Lg 23-12"	"85"	3680	13190	60	313	322	73	22	52	52	53	14	26	100	100	0	10309	19.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	261	270	261	270	32	176	100	740
0	0	0	5	3	11	"Lg 23-12"	"85"	3940	13190	60	332	321	78	24	49	49	50	10	20	100	100	0	10262	27.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	283	272	283	272	32	176	100	741
0	0	0	5	4	11	"Print buffer"	"89"	4190	13190	60	208	220	64	29	45	45	47	10	21	100	100	0	7054	17.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	163	175	163	175	32	176	100	742
0	0	0	5	5	11	"Print buffer"	"89"	4430	13180	60	224	227	59	25	49	49	49	8	16	100	100	0	7262	22.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	175	178	175	178	32	176	100	743
0	0	0	5	6	11	"Print buffer"	"89"	4670	13190	60	172	213	119	55	50	50	50	9	18	100	97	0	6807	18.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	122	163	122	163	32	176	100	744
0	0	0	5	7	11	"Print buffer"	"93"	4920	13190	60	134	134	32	23	53	53	53	9	16	100	100	0	4278	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	81	81	81	81	32	176	100	745
0	0	0	5	8	11	"Print buffer"	"93"	5160	13190	60	137	139	42	30	58	58	59	11	18	97	91	0	4451	7.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	79	81	79	81	32	176	100	746
0	0	0	5	9	11	"Print buffer"	"93"	5400	13190	60	119	122	38	31	47	47	48	9	18	100	94	0	3913	8.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	72	75	72	75	32	176	100	747
0	0	0	5	1	12	"Lg 17-16 1 然"	"73"	3440	13440	60	192	194	61	31	50	50	50	8	16	100	100	0	6209	18.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	142	144	142	144	32	176	100	748
0	0	0	5	2	12	"Lg 17-16 1 然"	"73"	3680	13450	60	232	222	66	29	50	50	50	9	18	100	97	0	7102	19.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	182	172	182	172	32	176	100	749
0	0	0	5	3	12	"Lg 17-16 1 然"	"73"	3910	13450	60	227	205	92	44	47	47	48	9	18	94	84	0	6561	17.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	180	158	180	158	32	176	100	750
0	0	0	5	4	12	"Lg 19-8 1 然"	"77"	4210	13430	60	189	185	61	32	42	42	43	7	16	100	100	0	5928	20.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	147	143	147	143	32	176	100	751
0	0	0	5	5	12	"Lg 19-8 1 然"	"77"	4430	13430	60	181	192	54	28	46	46	46	9	19	100	100	0	6145	16.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	135	146	135	146	32	176	100	752
0	0	0	5	6	12	"Lg 19-8 1 然"	"77"	4660	13420	60	182	188	35	18	48	48	49	9	18	100	100	0	6021	15.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	134	140	134	140	32	176	100	753
0	0	0	5	7	12	"Lg 22-12 1 然"	"81"	4930	13430	60	175	182	42	23	56	56	58	15	25	100	100	0	5839	8.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	119	126	119	126	32	176	100	754
0	0	0	5	8	12	"Lg 22-12 1 然"	"81"	5170	13420	70	186	189	49	25	57	57	57	9	15	100	100	0	6053	14.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	129	132	129	132	32	236	100	755
0	0	0	5	9	12	"Lg 22-12 1 然"	"81"	5380	13430	70	177	176	44	25	51	51	52	8	15	100	100	0	5619	15.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	126	125	126	125	32	236	100	756
0	0	0	5	1	13	"Ng 20-9 3 然"	"61"	3450	13680	60	232	245	78	31	50	50	52	12	23	100	100	0	7825	16.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	182	195	182	195	32	176	100	757
0	0	0	5	2	13	"Ng 20-9 3 然"	"61"	3690	13680	60	212	227	69	30	49	49	50	9	18	100	100	0	7256	19.667	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	163	178	163	178	32	176	100	758
0	0	0	5	3	13	"Ng 20-9 3 然"	"61"	3940	13680	60	278	268	80	29	47	47	47	8	17	100	100	0	8578	27.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	231	221	231	221	32	176	100	759
0	0	0	5	4	13	"Ng 21-8 1 然"	"65"	4190	13680	70	123	128	40	31	47	47	48	9	18	100	94	0	4093	8.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	76	81	76	81	32	236	100	760
0	0	0	5	5	13	"Ng 21-8 1 然"	"65"	4410	13670	60	132	135	32	23	44	44	45	8	17	100	100	0	4310	11.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	88	91	88	91	32	176	100	761
0	0	0	5	6	13	"Ng 21-8 1 然"	"65"	4660	13680	70	141	143	42	29	52	52	54	18	33	97	94	0	4588	4.944	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	89	91	89	91	32	236	100	762
0	0	0	5	7	13	"Lg 17-15 10 然"	"69"	4900	13730	30	999	976	91	9	133	133	351	371	105	100	75	0	3904	1.685	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	866	843	866	843	4	20	100	763
0	0	0	5	8	13	"Lg 17-15 10 然"	"69"	5150	13740	30	1100	1041	132	12	73	73	254	305	120	100	100	0	4163	2.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1027	968	1027	968	4	20	100	764
0	0	0	5	9	13	"Lg 17-15 10 然"	"69"	5410	13750	30	1239	1231	49	3	61	61	327	419	128	100	100	0	4923	2.158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1178	1170	1178	1170	4	20	100	765
0	0	0	5	1	14	"Ng 18-9 1然"	"49"	3440	13950	60	187	183	59	32	46	46	47	16	34	100	94	0	5867	8.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	141	137	141	137	32	176	100	766
0	0	0	5	2	14	"Ng 18-9 1然"	"49"	3680	13940	60	206	207	80	38	46	46	48	10	20	100	97	0	6636	15.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	160	161	160	161	32	176	100	767
0	0	0	5	3	14	"Ng 18-9 1然"	"49"	3930	13950	60	194	222	119	53	48	48	49	12	24	100	100	0	7111	14.417	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	146	174	146	174	32	176	100	768
0	0	0	5	4	14	"Ng 19-9 3 然"	"53"	4200	13970	60	244	227	70	30	48	48	49	8	16	100	97	0	7251	22.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	196	179	196	179	32	176	100	769
0	0	0	5	5	14	"Ng 19-9 3 然"	"53"	4430	13970	60	254	239	93	38	46	46	47	9	19	100	97	0	7637	21.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	208	193	208	193	32	176	100	770
0	0	0	5	6	14	"Ng 19-9 3 然"	"53"	4670	13970	60	253	232	63	27	50	50	50	9	18	100	100	0	7423	20.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	203	182	203	182	32	176	100	771
0	0	0	5	7	14	"Ng 20-7 10 然"	"57"	4920	13970	50	535	545	42	7	50	50	51	10	19	100	100	0	6535	49.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	485	495	485	495	12	104	100	772
0	0	0	5	8	14	"Ng 20-7 10 然"	"57"	5170	13960	50	483	496	77	15	51	51	52	10	19	100	100	0	5946	44.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	432	445	432	445	12	104	100	773
0	0	0	5	9	14	"Ng 20-7 10 然"	"57"	5400	13970	50	566	553	77	13	51	51	54	18	33	100	100	0	6632	27.722	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	515	502	515	502	12	104	100	774
0	0	0	5	1	15	"Ng 15-12 1然"	"37"	3460	14170	60	124	124	31	25	44	44	45	10	22	100	100	0	3981	7.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	80	80	80	80	32	176	100	775
0	0	0	5	2	15	"Ng 15-12 1然"	"37"	3670	14160	60	130	138	33	23	47	47	48	8	16	100	100	0	4430	11.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	83	91	83	91	32	176	100	776
0	0	0	5	3	15	"Ng 15-12 1然"	"37"	3920	14150	60	144	154	56	36	47	47	47	9	19	100	100	0	4939	11.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	97	107	97	107	32	176	100	777
0	0	0	5	4	15	"Ng 16-12 1 然"	"41"	4190	14160	60	123	143	59	41	46	46	47	8	17	100	100	0	4583	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	77	97	77	97	32	176	100	778
0	0	0	5	5	15	"Ng 16-12 1 然"	"41"	4410	14170	60	119	138	61	44	44	44	45	8	17	100	100	0	4411	11.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	75	94	75	94	32	176	100	779
0	0	0	5	6	15	"Ng 16-12 1 然"	"41"	4670	14180	60	144	146	30	20	49	49	49	8	16	100	100	0	4680	12.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	95	97	95	97	32	176	100	780
0	0	0	5	7	15	"Ng 17-8 3 然"	"45"	4920	14170	60	173	182	88	48	53	53	52	8	15	100	100	0	5831	16.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	120	129	120	129	32	176	100	781
0	0	0	5	8	15	"Ng 17-8 3 然"	"45"	5170	14170	60	167	161	43	26	50	50	51	10	19	100	100	0	5161	11.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	117	111	117	111	32	176	100	782
0	0	0	5	9	15	"Ng 17-8 3 然"	"45"	5420	14160	60	172	167	46	27	56	56	57	9	15	97	97	0	5344	12.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	116	111	116	111	32	176	100	783
0	0	0	5	1	16	"Ng 13-15 1 然"	"25"	3440	14430	60	131	134	42	31	45	45	46	9	19	100	94	0	4274	9.778	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	86	89	86	89	32	176	100	784
0	0	0	5	2	16	"Ng 13-15 1 然"	"25"	3680	14440	60	125	127	22	17	50	50	50	8	16	100	100	0	4075	9.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	75	77	75	77	32	176	100	785
0	0	0	5	3	16	"Ng 13-15 1 然"	"25"	3920	14430	60	126	126	32	25	44	44	45	8	17	100	100	0	4038	10.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	82	82	82	82	32	176	100	786
0	0	0	5	4	16	"Ng 14-9 10 然"	"29"	4190	14430	60	217	224	42	18	45	45	45	8	17	100	100	0	7174	22.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	172	179	172	179	32	176	100	787
0	0	0	5	5	16	"Ng 14-9 10 然"	"29"	4420	14430	60	210	213	57	26	50	50	50	7	14	100	100	0	6820	23.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	160	163	160	163	32	176	100	788
0	0	0	5	6	16	"Ng 14-9 10 然"	"29"	4670	14440	60	208	214	39	18	51	51	52	10	19	100	100	0	6842	16.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	157	163	157	163	32	176	100	789
0	0	0	5	7	16	"Ng 14-10 1 然"	"33"	4940	14410	60	520	497	137	27	50	50	50	8	16	100	100	0	15917	55.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	470	447	470	447	32	176	100	790
0	0	0	5	8	16	"Ng 14-10 1 然"	"33"	5180	14410	60	514	508	166	32	54	54	54	9	16	100	100	0	16264	50.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	460	454	460	454	32	176	100	791
0	0	0	5	9	16	"Ng 14-10 1 然"	"33"	5440	14460	40	625	705	367	52	60	60	95	125	131	100	100	0	8462	4.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	565	645	565	645	12	68	100	792
0	0	0	5	1	17	"Ng 10-13 3 然"	"13"	3450	14680	50	150	210	111	52	45	45	46	8	17	100	100	0	2515	20.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	105	165	105	165	12	104	100	793
0	0	0	5	2	17	"Ng 10-13 3 然"	"13"	3690	14690	50	185	215	103	47	44	44	48	11	22	100	100	0	2575	15.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	141	171	141	171	12	104	100	794
0	0	0	5	3	17	"Ng 10-13 3 然"	"13"	3940	14680	50	170	199	73	36	47	47	51	14	27	100	100	0	2384	10.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	123	152	123	152	12	104	100	795
0	0	0	5	4	17	"Ng 11-11 10然"	"17"	4180	14680	70	134	136	29	21	50	50	50	9	18	100	100	0	4347	9.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	84	86	84	86	32	236	100	796
0	0	0	5	5	17	"Ng 11-11 10然"	"17"	4430	14680	70	140	147	34	23	51	51	51	10	19	100	100	0	4709	9.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	89	96	89	96	32	236	100	797
0	0	0	5	6	17	"Ng 11-11 10然"	"17"	4690	14690	70	151	168	86	51	51	51	52	9	17	100	100	0	5367	12.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	100	117	100	117	32	236	100	798
0	0	0	5	7	17	"Ng 12-11 1 然"	"21"	4940	14670	60	168	175	50	28	54	54	55	12	21	100	100	0	5587	10.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	114	121	114	121	32	176	100	799
0	0	0	5	8	17	"Ng 12-11 1 然"	"21"	5170	14650	60	173	181	56	30	53	53	53	8	15	100	100	0	5803	16.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	120	128	120	128	32	176	100	800
0	0	0	5	9	17	"Ng 12-11 1 然"	"21"	5420	14660	60	156	170	66	38	55	55	55	9	16	97	97	0	5451	12.778	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	101	115	101	115	32	176	100	801
0	0	0	5	1	18	"Ng 7-13 3然"	"1"	3440	14920	60	318	346	102	29	53	53	58	19	32	100	100	0	11077	15.158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	265	293	265	293	32	176	100	802
