ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:39:08"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-13\Raw Data\Slide08_Bmarray_Subclasses_F635.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-13\Raw Data\Images\Slide08_US23502317_1003449804_S01_H_Flipped.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2930, 1450"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"Log Ratio (635/532)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
-75	0	0	1	6	4	""	""	4460	2480	100	87	88	16	18	87	87	89	18	20	16	3	0	7040	-0.056	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	33
-75	0	0	1	7	4	""	""	4710	2480	100	90	93	17	18	88	88	90	16	17	21	6	0	7424	0.188	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	5	2	5	80	560	100	34
-75	0	0	1	8	4	""	""	4950	2480	100	96	97	16	16	94	94	95	17	17	19	4	0	7745	0.118	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	80	560	100	35
-75	0	0	1	9	4	""	""	5200	2480	100	94	98	22	22	97	97	99	19	19	10	6	0	7859	-0.053	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	1	-3	1	80	560	100	36
-50	0	0	1	1	5	"Blank 8"	"148"	3280	2670	100	109	119	65	54	112	112	129	76	58	5	3	0	9552	-0.132	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	7	-3	7	80	542	100	37
-50	0	0	1	2	5	"Blank 8"	"148"	3520	2670	100	102	103	19	18	101	101	102	19	18	18	4	0	8227	0.053	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	542	100	38
-50	0	0	1	3	5	"Blank 8"	"148"	3770	2660	100	93	93	17	18	93	93	95	18	18	18	1	0	7443	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	526	100	39
-75	0	0	1	4	5	""	""	3970	2720	100	90	91	17	18	91	91	92	17	18	9	4	0	7277	-0.059	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	529	100	40
-75	0	0	1	5	5	""	""	4220	2720	100	89	92	17	18	90	90	91	16	17	15	6	0	7336	0.063	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	2	-1	2	80	535	100	41
-75	0	0	1	6	5	""	""	4460	2720	100	80	80	15	18	83	83	84	16	19	11	1	0	6432	-0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	-3	-3	-3	80	538	100	42
-75	0	0	1	7	5	""	""	4710	2720	100	98	97	17	17	89	89	90	16	17	29	9	0	7756	0.438	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9	8	9	8	80	527	100	43
-75	0	0	1	8	5	""	""	4950	2720	100	94	96	15	15	95	95	97	18	18	13	1	0	7660	-0.056	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	1	-1	1	80	527	100	44
-75	0	0	1	9	5	""	""	5200	2720	100	94	98	21	21	97	97	99	27	27	11	1	0	7819	-0.037	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	1	-3	1	80	516	100	45
-50	0	0	1	1	6	"Lg fr. 26 0.1然"	"100"	3280	2920	100	110	115	26	22	111	111	121	38	31	8	4	0	9226	-0.158	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	4	-1	4	80	560	100	46
-50	0	0	1	2	6	"Lg fr. 26 0.1然"	"100"	3530	2910	100	98	103	29	28	97	97	99	19	19	23	9	0	8267	0.211	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	80	560	100	47
-50	0	0	1	3	6	"Lg fr. 26 0.1然"	"100"	3770	2910	100	91	95	28	29	90	90	91	16	17	21	6	0	7583	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	80	560	100	48
-50	0	0	1	4	6	"Lg fr. 30 0.2然"	"116"	4020	2900	100	94	94	16	17	91	91	92	16	17	20	3	0	7500	0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	3	3	3	80	535	100	49
-50	0	0	1	5	6	"Lg fr. 30 0.2然"	"116"	4270	2900	100	92	92	18	19	88	88	89	17	19	23	6	0	7361	0.176	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	4	4	4	80	535	100	50
-50	0	0	1	6	6	"Lg fr. 30 0.2然"	"116"	4520	2900	100	86	88	17	19	88	88	89	16	17	19	3	0	7051	-0.062	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	0	-2	0	80	538	100	51
-50	0	0	1	7	6	"Lg fr. 35 0.1然"	"132"	4770	2890	100	94	95	18	18	95	95	95	17	17	13	6	0	7560	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	527	100	52
-50	0	0	1	8	6	"Lg fr. 35 0.1然"	"132"	5010	2890	100	103	101	19	18	99	99	102	19	18	16	3	0	8051	-0.053	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	2	4	2	80	527	100	53
-50	0	0	1	9	6	"Lg fr. 35 0.1然"	"132"	5260	2880	100	100	101	20	19	97	97	99	19	19	18	4	0	8114	0.105	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	4	3	4	80	516	100	54
-50	0	0	1	1	7	"Ng fr.41 1.56然"	"115"	3280	3160	100	113	118	24	20	113	113	123	40	32	8	1	0	9444	-0.125	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	5	0	5	80	560	100	55
-50	0	0	1	2	7	"Ng fr.41 1.56然"	"115"	3530	3160	100	97	98	17	17	96	96	97	19	19	20	3	0	7868	0.053	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	560	100	56
-50	0	0	1	3	7	"Ng fr.41 1.56然"	"115"	3780	3150	100	88	89	14	15	91	91	94	23	24	5	0	0	7104	-0.217	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	-2	-3	-2	80	560	100	57
-50	0	0	1	4	7	"Lg fr. 17 0.1然"	"131"	4020	3150	100	98	98	16	16	94	94	96	19	19	13	4	0	7854	0.105	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	4	4	4	80	560	100	58
-50	0	0	1	5	7	"Lg fr. 17 0.1然"	"131"	4270	3150	100	87	88	15	17	90	90	103	198	192	0	0	0	7015	-0.076	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	-2	-3	-2	80	560	100	59
-50	0	0	1	6	7	"Lg fr. 17 0.1然"	"131"	4520	3140	100	89	89	15	16	90	90	92	17	18	14	0	0	7153	-0.176	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	560	100	60
-50	0	0	1	7	7	"Lg fr. 21 0.9然"	"147"	4770	3140	100	98	100	16	16	93	93	95	17	17	24	8	0	7965	0.294	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	7	5	7	80	560	100	61
-50	0	0	1	8	7	"Lg fr. 21 0.9然"	"147"	5010	3140	100	97	99	17	17	97	97	100	32	32	6	0	0	7945	-0.031	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	80	560	100	62
-50	0	0	1	9	7	"Lg fr. 21 0.9然"	"147"	5260	3130	100	97	98	15	15	97	97	98	17	17	15	3	0	7815	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	63
-50	0	0	1	1	8	"Ng fr.29 0.9然"	"130"	3280	3410	100	112	113	23	20	104	104	114	39	34	10	0	0	9034	-0.026	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8	9	8	9	80	560	100	64
-50	0	0	1	2	8	"Ng fr.29 0.9然"	"130"	3530	3400	100	89	92	17	18	93	93	94	18	19	11	3	0	7323	-0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-4	-1	-4	-1	80	560	100	65
-50	0	0	1	3	8	"Ng fr.29 0.9然"	"130"	3780	3400	100	99	98	16	16	95	95	97	18	18	18	3	0	7865	0.056	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	3	4	3	80	560	100	66
-50	0	0	1	4	8	"Ng fr.33 2.5然"	"146"	4030	3400	100	100	98	16	16	95	95	97	31	31	3	0	0	7873	0.032	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	3	5	3	80	560	100	67
-50	0	0	1	5	8	"Ng fr.33 2.5然"	"146"	4270	3390	100	89	89	16	17	93	93	96	32	33	3	0	0	7146	-0.219	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-4	-4	-4	-4	80	560	100	68
-50	0	0	1	6	8	"Ng fr.33 2.5然"	"146"	4520	3390	100	98	100	18	18	91	91	93	17	18	29	10	0	8016	0.412	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	9	7	9	80	560	100	69
-50	0	0	1	7	8	"Ng fr.37 4.3然"	"99"	4770	3390	100	95	93	15	16	94	94	95	16	16	10	5	0	7479	-0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	-1	1	-1	80	560	100	70
-50	0	0	1	8	8	"Ng fr.37 4.3然"	"99"	5020	3380	100	101	102	17	16	96	96	99	16	16	24	9	0	8183	0.188	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	6	5	6	80	560	100	71
-50	0	0	1	9	8	"Ng fr.37 4.3然"	"99"	5260	3380	100	97	98	18	18	97	97	97	17	17	18	4	0	7813	0.059	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	72
-50	0	0	1	1	9	"Ng fr.17 0.7然"	"145"	3290	3650	100	95	95	14	14	95	95	98	21	21	9	0	0	7586	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	73
-50	0	0	1	2	9	"Ng fr.17 0.7然"	"145"	3530	3650	100	93	93	15	16	91	91	91	16	17	16	1	0	7461	0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	80	560	100	74
-50	0	0	1	3	9	"Ng fr.17 0.7然"	"145"	3780	3650	100	93	94	15	15	94	94	95	18	18	9	1	0	7547	-0.056	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	560	100	75
-50	0	0	1	4	9	"Ng fr.21 0.5然"	"98"	4030	3640	100	89	90	16	17	93	93	94	17	18	11	1	0	7237	-0.235	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-4	-3	-4	-3	80	560	100	76
-50	0	0	1	5	9	"Ng fr.21 0.5然"	"98"	4280	3640	100	92	94	15	15	92	92	94	24	25	6	1	0	7494	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	80	560	100	77
-50	0	0	1	6	9	"Ng fr.21 0.5然"	"98"	4520	3640	100	91	94	17	18	96	96	96	21	21	8	1	0	7531	-0.095	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-5	-2	-5	-2	80	560	100	78
-50	0	0	1	7	9	"Ng fr.25 1.9然"	"114"	4770	3630	100	95	96	16	16	97	97	97	17	17	13	3	0	7672	-0.059	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-1	-2	-1	80	560	100	79
-50	0	0	1	8	9	"Ng fr.25 1.9然"	"114"	5020	3630	100	103	105	18	17	98	98	99	17	17	24	8	0	8361	0.353	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	7	5	7	80	560	100	80
-50	0	0	1	9	9	"Ng fr.25 1.9然"	"114"	5270	3630	100	99	103	18	17	97	97	99	17	17	31	4	0	8240	0.235	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	6	2	6	80	560	100	81
-50	0	0	1	1	10	"Ng fr.11 10然"	"97"	3290	3900	100	90	89	17	19	85	85	88	19	21	16	3	0	7110	0.053	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	4	5	4	80	560	100	82
-50	0	0	1	2	10	"Ng fr.11 10然"	"97"	3540	3900	100	87	87	18	20	83	83	85	18	21	21	5	0	6997	0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	4	4	4	80	560	100	83
-50	0	0	1	3	10	"Ng fr.11 10然"	"97"	3780	3890	100	88	87	16	18	85	85	87	21	24	9	0	0	6921	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	2	3	2	80	560	100	84
-50	0	0	1	4	10	"Ng fr.12 5然"	"113"	4030	3890	100	90	89	15	16	85	85	86	19	22	15	0	0	7124	0.158	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5	4	5	4	80	560	100	85
-50	0	0	1	5	10	"Ng fr.12 5然"	"113"	4280	3890	100	91	95	20	21	87	87	89	18	20	30	8	0	7573	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	8	4	8	80	560	100	86
-50	0	0	1	6	10	"Ng fr.12 5然"	"113"	4530	3880	100	95	96	20	20	86	86	89	20	22	24	8	0	7685	0.350	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9	10	9	10	80	560	100	87
-50	0	0	1	7	10	"Ng fr.13 1然"	"129"	4770	3880	100	90	92	15	16	89	89	90	18	20	19	1	0	7342	0.111	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	80	560	100	88
-50	0	0	1	8	10	"Ng fr.13 1然"	"129"	5020	3880	100	92	94	17	18	91	91	92	16	17	20	4	0	7494	0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	80	560	100	89
-50	0	0	1	9	10	"Ng fr.13 1然"	"129"	5270	3880	100	89	88	18	20	86	86	88	19	21	14	1	0	7003	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	2	3	2	80	560	100	90
0	0	0	1	1	11	"Lg 23-12"	"85"	3300	4180	50	137	135	20	14	45	45	49	16	32	100	100	0	1625	5.375	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	92	90	92	90	12	104	100	91
0	0	0	1	2	11	"Lg 23-12"	"85"	3560	4140	60	109	103	39	37	56	56	58	17	29	72	66	0	3287	2.647	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	53	47	53	47	32	176	100	92
0	0	0	1	3	11	"Lg 23-12"	"85"	3810	4180	50	145	138	21	15	46	46	48	11	22	100	100	0	1654	8.182	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	99	92	99	92	12	104	100	93
0	0	0	1	4	11	"Print buffer"	"89"	4030	4140	60	92	88	28	31	53	53	56	18	32	69	59	0	2811	1.778	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	39	35	39	35	32	176	100	94
0	0	0	1	5	11	"Print buffer"	"89"	4280	4140	60	87	88	21	23	56	56	59	18	30	81	41	0	2818	1.611	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	31	32	31	32	32	176	100	95
0	0	0	1	6	11	"Print buffer"	"89"	4540	4160	60	87	89	23	25	53	53	56	16	28	88	56	0	2853	2.063	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	34	36	34	36	32	176	100	96
0	0	0	1	7	11	"Print buffer"	"93"	4760	4150	60	75	77	18	23	58	58	60	17	28	50	22	0	2469	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	17	19	17	19	32	176	100	97
0	0	0	1	8	11	"Print buffer"	"93"	5020	4130	60	78	77	16	20	64	64	66	22	33	31	3	0	2477	0.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14	13	14	13	32	176	100	98
0	0	0	1	9	11	"Print buffer"	"93"	5300	4140	60	77	74	16	21	67	67	68	26	38	9	0	0	2378	0.231	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10	7	10	7	32	176	100	99
0	0	0	1	1	12	"Lg 17-16 1 然"	"73"	3280	4390	60	126	125	43	34	51	51	53	17	32	84	84	0	3988	4.235	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	75	74	75	74	32	176	100	100
0	0	0	1	2	12	"Lg 17-16 1 然"	"73"	3530	4370	60	108	118	32	27	52	52	55	17	30	100	81	0	3776	3.706	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	56	66	56	66	32	176	100	101
0	0	0	1	3	12	"Lg 17-16 1 然"	"73"	3790	4360	60	115	113	24	21	50	50	54	18	33	94	91	0	3601	3.278	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	65	63	65	63	32	176	100	102
0	0	0	1	4	12	"Lg 19-8 1 然"	"77"	4040	4380	40	272	274	51	18	44	44	44	7	15	100	100	0	3292	32.857	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	228	230	228	230	12	68	100	103
0	0	0	1	5	12	"Lg 19-8 1 然"	"77"	4280	4390	30	202	202	24	11	46	46	47	14	29	100	100	0	808	11.071	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	156	156	156	156	4	20	100	104
