ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:38:04"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Slide05_Bmarray_Subclasses_F635.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Images\Slide05_US23502317_1003449803_S01_H_Flipped.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=3080, 1670"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"Log Ratio (635/532)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
-75	0	0	1	2	2	""	""	3470	2210	100	30	30	5	16	29	29	30	7	23	16	0	0	2426	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	11
-75	0	0	1	3	2	""	""	3720	2210	100	30	30	6	20	29	29	30	7	23	13	3	0	2373	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	12
-75	0	0	1	4	2	""	""	3960	2210	100	28	29	6	20	29	29	30	6	20	16	3	0	2317	-0.167	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	560	100	13
-75	0	0	1	5	2	""	""	4210	2210	100	26	28	6	21	29	29	29	6	20	11	4	0	2220	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-3	-1	-3	-1	80	560	100	14
-75	0	0	1	6	2	""	""	4450	2210	100	30	31	7	22	29	29	30	6	20	19	10	0	2440	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	560	100	15
-75	0	0	1	7	2	""	""	4700	2210	100	31	31	6	19	30	30	30	6	20	24	1	0	2512	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	16
-75	0	0	1	8	2	""	""	4940	2210	100	31	31	6	19	31	31	31	6	19	16	4	0	2501	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	17
-75	0	0	1	9	2	""	""	5190	2210	100	30	31	6	19	30	30	31	6	19	18	4	0	2481	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	18
-75	0	0	1	1	3	""	""	3230	2450	100	28	29	6	20	28	28	30	13	43	3	0	0	2294	-0.077	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	19
-75	0	0	1	2	3	""	""	3470	2450	100	29	29	6	20	29	29	29	6	20	16	5	0	2348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	20
-75	0	0	1	3	3	""	""	3720	2450	100	29	29	6	20	28	28	29	6	20	16	5	0	2320	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	21
-75	0	0	1	4	3	""	""	3960	2450	100	28	29	5	17	28	28	28	6	21	15	1	0	2324	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	22
-75	0	0	1	5	3	""	""	4210	2450	100	29	29	5	17	28	28	29	6	20	16	4	0	2312	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	23
-75	0	0	1	6	3	""	""	4450	2450	100	29	29	6	20	29	29	29	6	20	14	0	0	2316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	24
-75	0	0	1	7	3	""	""	4700	2450	100	31	31	6	19	30	30	30	6	20	15	3	0	2461	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	25
-75	0	0	1	8	3	""	""	4940	2450	100	30	30	7	23	30	30	31	6	19	20	3	0	2438	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	26
-75	0	0	1	9	3	""	""	5190	2450	100	32	32	7	21	31	31	31	6	19	16	4	0	2564	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	27
-75	0	0	1	1	4	""	""	3230	2700	100	29	28	6	21	28	28	29	7	24	10	1	0	2257	-0.143	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	1	0	1	0	80	553	100	28
-75	0	0	1	2	4	""	""	3470	2700	100	28	29	6	20	28	28	29	6	20	19	4	0	2337	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	553	100	29
-75	0	0	1	3	4	""	""	3720	2700	100	28	28	5	17	28	28	28	6	21	13	1	0	2212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	553	100	30
-75	0	0	1	4	4	""	""	3960	2700	100	28	29	6	20	28	28	28	6	21	16	5	0	2310	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	31
-75	0	0	1	5	4	""	""	4210	2700	100	27	27	6	22	28	28	28	6	21	13	1	0	2196	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	560	100	32
-75	0	0	1	6	4	""	""	4450	2700	100	27	28	5	17	29	29	29	6	20	10	1	0	2228	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-1	-2	-1	80	560	100	33
-75	0	0	1	7	4	""	""	4700	2700	100	31	31	7	22	29	29	29	6	20	19	8	0	2476	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	80	560	100	34
-75	0	0	1	8	4	""	""	4940	2700	100	30	30	6	20	30	30	30	6	20	14	3	0	2395	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	35
-75	0	0	1	9	4	""	""	5190	2700	100	33	32	6	18	30	30	31	6	19	23	1	0	2550	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	2	3	2	80	560	100	36
-50	0	0	1	1	5	"Blank 8"	"148"	3310	2890	100	27	27	5	18	27	27	28	6	21	14	1	0	2196	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	533	100	37
-50	0	0	1	2	5	"Blank 8"	"148"	3550	2890	100	26	27	6	22	28	28	28	6	21	10	3	0	2143	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-1	-2	-1	80	533	100	38
-50	0	0	1	3	5	"Blank 8"	"148"	3800	2890	100	26	27	6	22	27	27	27	6	22	10	4	0	2129	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	484	100	39
-75	0	0	1	4	5	""	""	3960	2940	100	28	28	6	21	27	27	27	6	22	18	1	0	2205	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	455	100	40
-75	0	0	1	5	5	""	""	4210	2940	100	26	27	6	22	27	27	28	6	21	13	1	0	2158	-0.167	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	548	100	41
-75	0	0	1	6	5	""	""	4450	2940	100	28	29	6	20	28	28	28	6	21	15	3	0	2285	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	527	100	42
-75	0	0	1	7	5	""	""	4700	2940	100	29	29	5	17	29	29	29	6	20	10	3	0	2292	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	517	100	43
-75	0	0	1	8	5	""	""	4940	2940	100	37	41	13	31	31	31	34	11	32	34	16	0	3266	0.636	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	10	6	10	80	517	100	44
-75	0	0	1	9	5	""	""	5190	2940	100	30	31	7	22	31	31	31	6	19	20	6	0	2513	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	514	100	45
-50	0	0	1	1	6	"Lg fr. 26 0.1然"	"100"	3340	3080	100	26	26	5	19	27	27	27	6	22	8	1	0	2115	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	540	100	46
-50	0	0	1	2	6	"Lg fr. 26 0.1然"	"100"	3580	3080	100	26	27	6	22	27	27	27	6	22	16	4	0	2153	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	540	100	47
-50	0	0	1	3	6	"Lg fr. 26 0.1然"	"100"	3820	3080	100	28	28	5	17	26	26	27	6	22	15	5	0	2221	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	80	525	100	48
-50	0	0	1	4	6	"Lg fr. 30 0.2然"	"116"	4060	3080	100	28	28	6	21	27	27	27	6	22	19	1	0	2228	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	509	100	49
0	0	0	1	5	6	"Lg fr. 30 0.2然"	"116"	4310	3090	50	26	27	5	18	28	28	28	7	25	8	0	0	325	-0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-1	-2	-1	12	104	100	50
-50	0	0	1	6	6	"Lg fr. 30 0.2然"	"116"	4550	3090	100	28	29	6	20	28	28	29	6	20	16	4	0	2312	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	524	100	51
-50	0	0	1	7	6	"Lg fr. 35 0.1然"	"132"	4790	3090	100	31	32	7	21	31	31	33	11	33	9	1	0	2522	-0.091	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	517	100	52
-50	0	0	1	8	6	"Lg fr. 35 0.1然"	"132"	5030	3090	100	30	29	6	20	31	31	32	9	28	3	0	0	2326	-0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-2	-1	-2	80	520	100	53
-50	0	0	1	9	6	"Lg fr. 35 0.1然"	"132"	5270	3090	100	30	30	6	20	30	30	30	6	20	15	6	0	2412	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	514	100	54
-50	0	0	1	1	7	"Ng fr.41 1.56然"	"115"	3290	3370	100	28	28	6	21	27	27	27	6	22	18	3	0	2272	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	55
-50	0	0	1	2	7	"Ng fr.41 1.56然"	"115"	3530	3370	100	28	27	5	18	27	27	27	6	22	9	3	0	2185	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	1	0	1	0	80	560	100	56
-50	0	0	1	3	7	"Ng fr.41 1.56然"	"115"	3770	3370	100	27	28	6	21	27	27	27	6	22	24	3	0	2227	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	57
-50	0	0	1	4	7	"Lg fr. 17 0.1然"	"131"	4010	3370	100	27	28	5	17	27	27	27	6	22	14	0	0	2215	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	58
-50	0	0	1	5	7	"Lg fr. 17 0.1然"	"131"	4250	3370	100	27	28	6	21	27	27	28	6	21	19	5	0	2212	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	59
0	0	0	1	6	7	"Lg fr. 17 0.1然"	"131"	4500	3380	90	29	29	5	17	29	29	29	6	20	15	0	0	1513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	52	420	100	60
-50	0	0	1	7	7	"Lg fr. 21 0.9然"	"147"	4740	3380	100	29	30	6	20	29	29	29	6	20	19	3	0	2363	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	61
-50	0	0	1	8	7	"Lg fr. 21 0.9然"	"147"	4980	3380	100	29	30	7	23	29	29	30	6	20	21	5	0	2409	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	62
0	0	0	1	9	7	"Lg fr. 21 0.9然"	"147"	5190	3380	50	28	30	7	23	30	30	30	6	20	25	8	0	360	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	0	-2	0	12	104	100	63
-50	0	0	1	1	8	"Ng fr.29 0.9然"	"130"	3310	3630	100	26	26	5	19	28	28	28	6	21	3	1	0	2074	-0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-2	-2	-2	80	560	100	64
-50	0	0	1	2	8	"Ng fr.29 0.9然"	"130"	3560	3630	100	27	27	5	18	27	27	27	6	22	10	1	0	2149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	65
-50	0	0	1	3	8	"Ng fr.29 0.9然"	"130"	3800	3630	100	26	26	6	23	27	27	27	6	22	9	4	0	2114	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	560	100	66
-50	0	0	1	4	8	"Ng fr.33 2.5然"	"146"	4040	3640	100	27	27	6	22	28	28	28	6	21	11	4	0	2198	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	560	100	67
-50	0	0	1	5	8	"Ng fr.33 2.5然"	"146"	4280	3640	100	28	28	6	21	28	28	28	6	21	11	3	0	2210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	68
-50	0	0	1	6	8	"Ng fr.33 2.5然"	"146"	4530	3640	100	28	28	6	21	29	29	29	6	20	11	1	0	2272	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	560	100	69
-50	0	0	1	7	8	"Ng fr.37 4.3然"	"99"	4770	3640	100	30	31	6	19	29	29	30	6	20	16	5	0	2458	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	80	560	100	70
-50	0	0	1	8	8	"Ng fr.37 4.3然"	"99"	5010	3640	100	27	28	5	17	29	29	29	6	20	10	3	0	2256	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-2	-1	-2	-1	80	560	100	71
-50	0	0	1	9	8	"Ng fr.37 4.3然"	"99"	5250	3640	100	28	29	6	20	28	28	29	5	17	20	5	0	2308	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	72
-50	0	0	1	1	9	"Ng fr.17 0.7然"	"145"	3310	3880	100	27	27	6	22	28	28	28	6	21	8	3	0	2130	-0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	80	560	100	73
-50	0	0	1	2	9	"Ng fr.17 0.7然"	"145"	3560	3880	100	26	27	6	22	27	27	27	6	22	10	5	0	2124	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	80	560	100	74
-50	0	0	1	3	9	"Ng fr.17 0.7然"	"145"	3800	3880	100	27	27	6	22	27	27	27	6	22	10	1	0	2124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	75
-50	0	0	1	4	9	"Ng fr.21 0.5然"	"98"	4040	3880	100	27	28	5	17	27	27	27	6	22	11	3	0	2212	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	76
-50	0	0	1	5	9	"Ng fr.21 0.5然"	"98"	4290	3880	100	26	27	8	29	26	26	27	6	22	13	4	0	2149	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	77
-50	0	0	1	6	9	"Ng fr.21 0.5然"	"98"	4530	3890	100	29	29	6	20	27	27	28	6	21	20	1	0	2295	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	80	560	100	78
-50	0	0	1	7	9	"Ng fr.25 1.9然"	"114"	4770	3890	100	27	28	5	17	27	27	28	6	21	19	1	0	2225	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	79
-50	0	0	1	8	9	"Ng fr.25 1.9然"	"114"	5010	3890	100	27	27	5	18	27	27	28	5	17	13	3	0	2137	-0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	80
-50	0	0	1	9	9	"Ng fr.25 1.9然"	"114"	5260	3890	100	28	28	5	17	28	28	28	5	17	10	1	0	2212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	81
-50	0	0	1	1	10	"Ng fr.11 10然"	"97"	3310	4130	100	27	27	6	22	26	26	34	21	61	0	0	0	2134	-0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	82
-50	0	0	1	2	10	"Ng fr.11 10然"	"97"	3560	4130	100	32	48	30	62	31	31	38	22	57	34	20	0	3810	0.455	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	17	1	17	80	560	100	83
-50	0	0	1	3	10	"Ng fr.11 10然"	"97"	3800	4130	100	36	39	17	43	30	30	33	14	42	33	13	0	3084	0.429	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6	9	6	9	80	560	100	84
-50	0	0	1	4	10	"Ng fr.12 5然"	"113"	4040	4130	100	32	37	15	40	32	32	36	14	38	20	8	0	2936	0.071	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	5	0	5	80	560	100	85
-50	0	0	1	5	10	"Ng fr.12 5然"	"113"	4290	4130	100	39	45	21	46	32	32	36	16	44	34	15	0	3611	0.563	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	13	7	13	80	560	100	86
-50	0	0	1	6	10	"Ng fr.12 5然"	"113"	4530	4130	100	36	38	11	28	29	29	31	11	35	33	15	0	3009	0.636	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7	9	7	9	80	560	100	87
-50	0	0	1	7	10	"Ng fr.13 1然"	"129"	4770	4130	100	29	29	7	24	28	28	29	7	24	18	6	0	2352	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	88
-50	0	0	1	8	10	"Ng fr.13 1然"	"129"	5020	4130	100	28	28	6	21	27	27	28	5	17	23	9	0	2210	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	80	560	100	89
-50	0	0	1	9	10	"Ng fr.13 1然"	"129"	5260	4130	100	28	29	6	20	28	28	28	5	17	18	9	0	2289	0.200	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	90
0	0	0	1	1	11	"Lg 23-12"	"85"	3310	4380	60	94	103	29	28	53	53	59	47	79	41	6	0	3281	0.936	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	41	50	41	50	32	176	100	91
0	0	0	1	2	11	"Lg 23-12"	"85"	3560	4380	60	84	92	29	31	43	43	52	100	192	3	0	0	2935	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	41	49	41	49	32	176	100	92
0	0	0	1	3	11	"Lg 23-12"	"85"	3790	4380	60	78	80	30	37	34	34	37	15	40	81	66	0	2555	2.867	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	44	46	44	46	32	176	100	93
0	0	0	1	4	11	"Print buffer"	"89"	4040	4380	60	74	80	31	38	35	35	36	9	25	88	78	0	2558	4.889	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	39	45	39	45	32	176	100	94
0	0	0	1	5	11	"Print buffer"	"89"	4320	4380	60	83	87	24	27	34	34	35	9	25	100	100	0	2781	5.778	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	49	53	49	53	32	176	100	95
0	0	0	1	6	11	"Print buffer"	"89"	4550	4400	60	77	81	27	33	35	35	37	10	27	94	81	0	2597	4.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	42	46	42	46	32	176	100	96
0	0	0	1	7	11	"Print buffer"	"93"	4790	4390	50	44	44	7	15	28	28	29	6	20	92	67	0	523	2.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	16	16	16	16	12	104	100	97
0	0	0	1	8	11	"Print buffer"	"93"	5040	4390	50	46	46	8	17	33	33	37	14	37	42	0	0	549	0.643	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13	13	13	13	12	104	100	98
0	0	0	1	9	11	"Print buffer"	"93"	5270	4390	50	37	38	7	18	28	28	29	5	17	67	42	0	456	1.800	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9	10	9	10	12	104	100	99
0	0	0	1	1	12	"Lg 17-16 1 然"	"73"	3340	4630	50	74	89	36	40	45	45	54	26	48	58	25	0	1071	1.346	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	29	44	29	44	12	104	100	100
0	0	0	1	2	12	"Lg 17-16 1 然"	"73"	3560	4610	50	75	79	22	27	47	47	48	15	31	92	42	0	952	2.067	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	28	32	28	32	12	104	100	101
0	0	0	1	3	12	"Lg 17-16 1 然"	"73"	3810	4670	50	62	68	17	25	45	45	46	13	28	67	33	0	813	1.692	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	17	23	17	23	12	104	100	102
0	0	0	1	4	12	"Lg 19-8 1 然"	"77"	4060	4620	60	63	64	20	31	34	34	34	9	26	84	66	0	2053	3.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	29	30	29	30	32	176	100	103
0	0	0	1	5	12	"Lg 19-8 1 然"	"77"	4290	4630	60	68	71	24	33	31	31	31	6	19	100	88	0	2287	6.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	37	40	37	40	32	176	100	104
0	0	0	1	6	12	"Lg 19-8 1 然"	"77"	4530	4620	60	70	71	23	32	32	32	33	8	24	94	78	0	2267	4.750	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	38	39	38	39	32	176	100	105
