ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/10 16:43:28"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_US23502317_1003449802_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2630, 1420"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 CV"	"B532 CV"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"F532 Total Intensity"	"SNR 532"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"
1	2	9	"Ng fr.17 0.7然"	"145"	3130	3690	100	48	2	1	74	47	7	46	46	46	7	16	1	14	15	0	0.000	0.000	0.000	0.000	0.000	0.000	3760	0.143	0.000	80	557	100	-50	0	0	2	1	Error
1	3	9	"Ng fr.17 0.7然"	"145"	3380	3680	100	48	0	1	75	49	7	48	48	48	7	14	1	14	14	0	0.000	0.000	0.000	0.000	0.000	0.000	3882	0.143	0.000	80	560	100	-50	0	0	0	1	Error
1	4	9	"Ng fr.21 0.5然"	"98"	3630	3680	100	48	2	1	76	47	7	46	46	46	7	18	1	14	15	0	0.000	0.000	0.000	0.000	0.000	0.000	3787	0.143	0.000	80	560	100	-50	0	0	2	1	Error
1	5	9	"Ng fr.21 0.5然"	"98"	3870	3680	100	46	0	1	77	47	7	46	47	46	7	18	4	14	14	0	0.000	0.000	0.000	0.000	0.000	0.000	3731	0.000	0.000	80	556	100	-50	0	0	0	1	Error
1	6	9	"Ng fr.21 0.5然"	"98"	4120	3670	100	49	-1	-1	78	49	7	50	50	50	8	4	1	14	16	0	0.000	0.000	0.000	0.000	0.000	0.000	3947	-0.125	0.000	80	560	100	-50	0	0	-1	-1	Error
1	7	9	"Ng fr.25 1.9然"	"114"	4370	3670	100	52	0	-1	79	51	8	52	56	52	15	1	0	15	26	0	0.000	0.000	0.000	0.000	0.000	0.000	4086	-0.333	0.000	80	530	100	-50	0	0	0	-1	Error
1	8	9	"Ng fr.25 1.9然"	"114"	4620	3660	100	54	0	2	80	56	9	54	55	54	11	10	4	16	20	0	0.000	0.000	0.000	0.000	0.000	0.000	4506	0.091	0.000	80	560	100	-50	0	0	0	2	Error
1	9	9	"Ng fr.25 1.9然"	"114"	4870	3660	100	57	1	1	81	57	8	56	56	56	8	18	4	14	14	0	0.000	0.000	0.000	0.000	0.000	0.000	4572	0.125	0.000	80	560	100	-50	0	0	1	1	Error
1	1	10	"Ng fr.11 10然"	"97"	2850	3960	110	61	14	18	82	65	16	47	48	47	9	64	43	24	18	0	0.000	0.000	0.000	0.000	0.000	0.000	5214	1.889	0.000	80	656	100	-50	0	0	14	18	Error
1	2	10	"Ng fr.11 10然"	"97"	3090	3900	100	47	5	5	83	47	7	42	43	42	8	31	5	14	18	0	0.000	0.000	0.000	0.000	0.000	0.000	3767	0.500	0.000	80	557	100	-50	0	0	5	5	Error
1	3	10	"Ng fr.11 10然"	"97"	3340	3900	100	45	1	0	84	44	6	44	45	44	7	11	1	13	15	0	0.000	0.000	0.000	0.000	0.000	0.000	3552	-0.143	0.000	80	560	100	-50	0	0	1	0	Error
1	4	10	"Ng fr.12 5然"	"113"	3590	3900	100	45	-1	-1	85	45	7	46	46	46	7	10	3	15	15	0	0.000	0.000	0.000	0.000	0.000	0.000	3607	-0.143	0.000	80	560	100	-50	0	0	-1	-1	Error
1	5	10	"Ng fr.12 5然"	"113"	3840	3890	100	46	-1	-1	86	46	7	47	48	47	14	3	0	15	29	0	0.000	0.000	0.000	0.000	0.000	0.000	3698	-0.143	0.000	80	556	100	-50	0	0	-1	-1	Error
1	6	10	"Ng fr.12 5然"	"113"	4090	3890	100	48	0	0	87	48	7	48	49	48	10	9	1	14	20	0	0.000	0.000	0.000	0.000	0.000	0.000	3869	-0.100	0.000	80	560	100	-50	0	0	0	0	Error
1	7	10	"Ng fr.13 1然"	"129"	4340	3840	90	86	33	35	88	88	27	53	56	53	14	71	54	30	25	0	0.000	0.000	0.000	0.000	0.000	0.000	4562	2.286	0.000	52	401	100	0	0	0	33	35	Error
1	8	10	"Ng fr.13 1然"	"129"	4580	3880	100	54	1	3	89	56	9	53	55	53	10	19	5	16	18	0	0.000	0.000	0.000	0.000	0.000	0.000	4459	0.100	0.000	80	560	100	-50	0	0	1	3	Error
1	9	10	"Ng fr.13 1然"	"129"	4830	3880	100	58	2	1	90	57	8	56	57	56	8	23	3	14	14	0	0.000	0.000	0.000	0.000	0.000	0.000	4578	0.000	0.000	80	560	100	-50	0	0	2	1	Error
1	1	11	"Lg 23-12"	"85"	2900	4180	60	3167	3126	2735	91	2776	1366	41	42	41	8	100	100	49	19	0	0.000	0.000	0.000	0.000	0.000	0.000	88844	341.750	0.000	32	176	100	0	0	0	3126	2735	Error
1	2	11	"Lg 23-12"	"85"	3160	4190	60	2333	2298	2269	92	2304	1188	35	36	35	6	100	100	51	16	0	0.000	0.000	0.000	0.000	0.000	0.000	73742	378.000	0.000	32	176	100	0	0	0	2298	2269	Error
1	3	11	"Lg 23-12"	"85"	3400	4170	60	2870	2833	2938	93	2975	1319	37	38	37	6	100	100	44	15	0	0.000	0.000	0.000	0.000	0.000	0.000	95190	489.500	0.000	32	176	100	0	0	0	2833	2938	Error
1	4	11	"Print buffer"	"89"	3660	4160	60	1468	1423	1362	94	1407	499	45	45	45	8	100	100	35	17	0	0.000	0.000	0.000	0.000	0.000	0.000	45019	170.250	0.000	32	176	100	0	0	0	1423	1362	Error
1	5	11	"Print buffer"	"89"	3900	4180	60	962	916	913	95	959	264	46	48	46	13	100	100	27	27	0	0.000	0.000	0.000	0.000	0.000	0.000	30683	70.077	0.000	32	176	100	0	0	0	916	913	Error
1	6	11	"Print buffer"	"89"	4150	4160	60	833	785	807	96	855	257	48	52	48	16	100	100	30	30	0	0.000	0.000	0.000	0.000	0.000	0.000	27350	50.188	0.000	32	176	100	0	0	0	785	807	Error
1	7	11	"Print buffer"	"93"	4390	4180	90	89	38	44	97	95	29	51	51	51	7	96	88	30	13	0	0.000	0.000	0.000	0.000	0.000	0.000	4940	6.286	0.000	52	420	100	0	0	0	38	44	Error
1	8	11	"Print buffer"	"93"	4650	4170	90	101	47	52	98	106	33	54	55	54	9	92	87	31	16	0	0.000	0.000	0.000	0.000	0.000	0.000	5508	5.667	0.000	52	420	100	0	0	0	47	52	Error
1	9	11	"Print buffer"	"93"	4870	4160	90	104	47	49	99	106	31	57	58	57	10	90	83	29	17	0	0.000	0.000	0.000	0.000	0.000	0.000	5523	4.800	0.000	52	420	100	0	0	0	47	49	Error
1	1	12	"Lg 17-16 1 然"	"73"	2880	4430	60	267	235	201	100	233	108	32	32	32	5	94	91	46	15	0	0.000	0.000	0.000	0.000	0.000	0.000	7458	40.200	0.000	32	176	100	0	0	0	235	201	Error
1	2	12	"Lg 17-16 1 然"	"73"	3120	4410	50	299	266	275	101	308	60	33	34	33	5	100	100	19	14	0	0.000	0.000	0.000	0.000	0.000	0.000	3700	54.800	0.000	12	104	100	0	0	0	266	275	Error
1	3	12	"Lg 17-16 1 然"	"73"	3410	4450	60	309	271	267	102	305	148	38	39	38	7	100	100	48	17	0	0.000	0.000	0.000	0.000	0.000	0.000	9770	38.000	0.000	32	176	100	0	0	0	271	267	Error
1	4	12	"Lg 19-8 1 然"	"77"	3650	4420	70	1129	1086	1177	103	1220	567	43	44	43	9	100	100	46	20	0	0.000	0.000	0.000	0.000	0.000	0.000	39035	130.667	0.000	32	236	100	0	0	0	1086	1177	Error
1	5	12	"Lg 19-8 1 然"	"77"	3890	4420	60	594	547	683	104	730	349	47	52	47	17	100	100	47	32	0	0.000	0.000	0.000	0.000	0.000	0.000	23361	39.882	0.000	32	176	100	0	0	0	547	683	Error
1	6	12	"Lg 19-8 1 然"	"77"	4140	4420	60	762	703	730	105	789	340	59	62	59	18	100	100	43	29	0	0.000	0.000	0.000	0.000	0.000	0.000	25260	40.389	0.000	32	176	100	0	0	0	703	730	Error
1	7	12	"Lg 22-12 1 然"	"81"	4390	4420	60	323	271	257	106	309	130	52	54	52	12	100	91	42	22	0	0.000	0.000	0.000	0.000	0.000	0.000	9890	21.250	0.000	32	176	100	0	0	0	271	257	Error
1	8	12	"Lg 22-12 1 然"	"81"	4630	4430	60	265	211	213	107	267	105	54	55	54	10	100	100	39	18	0	0.000	0.000	0.000	0.000	0.000	0.000	8549	21.200	0.000	32	176	100	0	0	0	211	213	Error
1	9	12	"Lg 22-12 1 然"	"81"	4880	4420	60	453	397	399	108	455	227	56	56	56	9	100	100	49	16	0	0.000	0.000	0.000	0.000	0.000	0.000	14572	44.333	0.000	32	176	100	0	0	0	397	399	Error
1	1	13	"Ng 20-9 3 然"	"61"	2930	4690	60	4730	4695	4508	109	4543	1784	35	36	35	6	100	100	39	16	0	0.000	0.000	0.000	0.000	0.000	0.000	145366	751.167	0.000	32	176	100	0	0	0	4695	4508	Error
1	2	13	"Ng 20-9 3 然"	"61"	3170	4690	60	2889	2852	2833	110	2870	1336	37	37	37	6	100	100	46	16	0	0.000	0.000	0.000	0.000	0.000	0.000	91827	472.167	0.000	32	176	100	0	0	0	2852	2833	Error
1	3	13	"Ng 20-9 3 然"	"61"	3430	4690	60	5233	5195	4948	111	4986	1665	38	39	38	8	100	100	33	20	0	0.000	0.000	0.000	0.000	0.000	0.000	159550	618.375	0.000	32	176	100	0	0	0	5195	4948	Error
1	4	13	"Ng 21-8 1 然"	"65"	3660	4640	60	287	242	240	112	285	105	45	45	45	7	100	100	36	15	0	0.000	0.000	0.000	0.000	0.000	0.000	9116	34.286	0.000	32	176	100	0	0	0	242	240	Error
1	5	13	"Ng 21-8 1 然"	"65"	3900	4650	60	192	145	142	113	189	73	47	47	47	8	97	97	38	17	0	0.000	0.000	0.000	0.000	0.000	0.000	6044	17.750	0.000	32	176	100	0	0	0	145	142	Error
1	6	13	"Ng 21-8 1 然"	"65"	4140	4670	60	237	177	165	114	225	65	60	61	60	13	97	97	28	21	0	0.000	0.000	0.000	0.000	0.000	0.000	7203	12.615	0.000	32	176	100	0	0	0	177	165	Error
1	7	13	"Lg 17-15 10 然"	"69"	4400	4680	60	3619	3561	2956	115	3014	1424	58	58	58	12	100	100	47	20	0	0.000	0.000	0.000	0.000	0.000	0.000	96437	246.333	0.000	32	176	100	0	0	0	3561	2956	Error
1	8	13	"Lg 17-15 10 然"	"69"	4640	4670	60	3470	3417	3073	116	3126	1506	53	54	53	7	100	100	48	12	0	0.000	0.000	0.000	0.000	0.000	0.000	100032	438.857	0.000	32	176	100	0	0	0	3417	3073	Error
1	9	13	"Lg 17-15 10 然"	"69"	4880	4680	60	3461	3406	2858	117	2913	1397	55	55	55	8	100	100	47	14	0	0.000	0.000	0.000	0.000	0.000	0.000	93220	357.250	0.000	32	176	100	0	0	0	3406	2858	Error
1	1	14	"Ng 18-9 1然"	"49"	2940	4900	60	268	231	212	118	249	105	37	38	37	7	100	94	42	18	0	0.000	0.000	0.000	0.000	0.000	0.000	7972	30.143	0.000	32	176	100	0	0	0	231	212	Error
1	2	14	"Ng 18-9 1然"	"49"	3170	4900	60	238	202	191	119	227	59	36	37	36	7	100	100	25	18	0	0.000	0.000	0.000	0.000	0.000	0.000	7261	27.143	0.000	32	176	100	0	0	0	202	191	Error
1	3	14	"Ng 18-9 1然"	"49"	3440	4890	60	282	241	210	120	251	102	41	42	41	8	100	94	40	19	0	0.000	0.000	0.000	0.000	0.000	0.000	8028	26.125	0.000	32	176	100	0	0	0	241	210	Error
1	4	14	"Ng 19-9 3 然"	"53"	3690	4900	30	1188	1138	1042	121	1092	498	50	378	50	490	75	50	45	129	0	0.000	0.000	0.000	0.000	0.000	0.000	4367	1.457	0.000	4	20	100	0	0	0	1138	1042	Error
1	5	14	"Ng 19-9 3 然"	"53"	3910	4920	30	1608	1555	1497	122	1550	272	53	321	53	427	100	100	17	133	0	0.000	0.000	0.000	0.000	0.000	0.000	6201	2.878	0.000	4	20	100	0	0	0	1555	1497	Error
1	6	14	"Ng 19-9 3 然"	"53"	4170	4920	30	1264	1199	1229	123	1294	544	65	369	65	466	100	50	42	126	0	0.000	0.000	0.000	0.000	0.000	0.000	5174	1.985	0.000	4	20	100	0	0	0	1199	1229	Error
1	7	14	"Ng 20-7 10 然"	"57"	4400	4920	60	4421	4368	4004	124	4057	1373	53	54	53	7	100	100	33	12	0	0.000	0.000	0.000	0.000	0.000	0.000	129829	571.857	0.000	32	176	100	0	0	0	4368	4004	Error
1	8	14	"Ng 20-7 10 然"	"57"	4640	4920	60	4447	4393	4054	125	4108	1472	54	55	54	8	100	100	35	14	0	0.000	0.000	0.000	0.000	0.000	0.000	131471	506.625	0.000	32	176	100	0	0	0	4393	4054	Error
1	9	14	"Ng 20-7 10 然"	"57"	4910	4910	60	4710	4655	4068	126	4123	1541	55	56	55	9	100	100	37	16	0	0.000	0.000	0.000	0.000	0.000	0.000	131935	451.889	0.000	32	176	100	0	0	0	4655	4068	Error
1	1	15	"Ng 15-12 1然"	"37"	2940	5180	60	172	131	125	127	166	48	41	42	41	7	100	100	28	16	0	0.000	0.000	0.000	0.000	0.000	0.000	5299	17.714	0.000	32	176	100	0	0	0	131	125	Error
1	2	15	"Ng 15-12 1然"	"37"	3180	5190	60	173	132	121	128	162	60	41	42	41	7	97	94	37	16	0	0.000	0.000	0.000	0.000	0.000	0.000	5178	17.143	0.000	32	176	100	0	0	0	132	121	Error
1	3	15	"Ng 15-12 1然"	"37"	3430	5170	60	178	137	140	129	181	51	41	42	41	6	100	100	28	14	0	0.000	0.000	0.000	0.000	0.000	0.000	5787	23.167	0.000	32	176	100	0	0	0	137	140	Error
1	4	15	"Ng 16-12 1 然"	"41"	3690	5140	60	240	196	189	130	233	54	44	45	44	11	100	100	23	24	0	0.000	0.000	0.000	0.000	0.000	0.000	7469	17.091	0.000	32	176	100	0	0	0	196	189	Error
1	5	15	"Ng 16-12 1 然"	"41"	3920	5140	60	239	193	179	131	225	54	46	47	46	8	100	100	24	17	0	0.000	0.000	0.000	0.000	0.000	0.000	7201	22.250	0.000	32	176	100	0	0	0	193	179	Error
1	6	15	"Ng 16-12 1 然"	"41"	4170	5130	60	265	214	199	132	250	72	51	52	51	8	100	100	28	15	0	0.000	0.000	0.000	0.000	0.000	0.000	8008	24.750	0.000	32	176	100	0	0	0	214	199	Error
1	7	15	"Ng 17-8 3 然"	"45"	4410	5170	60	676	622	563	133	617	172	54	55	54	8	100	100	27	14	0	0.000	0.000	0.000	0.000	0.000	0.000	19741	70.250	0.000	32	176	100	0	0	0	622	563	Error
1	8	15	"Ng 17-8 3 然"	"45"	4640	5140	60	666	610	573	134	629	143	56	57	56	9	100	100	22	15	0	0.000	0.000	0.000	0.000	0.000	0.000	20134	63.556	0.000	32	176	100	0	0	0	610	573	Error
1	9	15	"Ng 17-8 3 然"	"45"	4910	5130	60	711	653	631	135	689	115	58	59	58	8	100	100	16	13	0	0.000	0.000	0.000	0.000	0.000	0.000	22037	78.750	0.000	32	176	100	0	0	0	653	631	Error
1	1	16	"Ng 13-15 1 然"	"25"	2930	5430	60	162	119	151	136	194	116	43	43	43	7	100	100	59	16	0	0.000	0.000	0.000	0.000	0.000	0.000	6204	21.571	0.000	32	176	100	0	0	0	119	151	Error
1	2	16	"Ng 13-15 1 然"	"25"	3160	5430	70	168	125	124	137	167	41	43	43	43	7	100	100	24	16	0	0.000	0.000	0.000	0.000	0.000	0.000	5343	17.714	0.000	32	236	100	0	0	0	125	124	Error
1	3	16	"Ng 13-15 1 然"	"25"	3440	5430	70	173	130	131	138	174	33	43	44	43	8	100	100	18	18	0	0.000	0.000	0.000	0.000	0.000	0.000	5567	16.250	0.000	32	236	100	0	0	0	130	131	Error
1	4	16	"Ng 14-9 10 然"	"29"	3670	5380	60	392	349	308	139	351	111	43	44	43	9	100	100	31	20	0	0.000	0.000	0.000	0.000	0.000	0.000	11221	34.111	0.000	32	176	100	0	0	0	349	308	Error
1	5	16	"Ng 14-9 10 然"	"29"	3920	5380	60	405	361	326	140	370	93	44	46	44	10	100	100	25	21	0	0.000	0.000	0.000	0.000	0.000	0.000	11832	32.400	0.000	32	176	100	0	0	0	361	326	Error
1	6	16	"Ng 14-9 10 然"	"29"	4170	5390	60	409	360	332	141	381	86	49	50	49	9	100	100	22	18	0	0.000	0.000	0.000	0.000	0.000	0.000	12202	36.778	0.000	32	176	100	0	0	0	360	332	Error
1	7	16	"Ng 14-10 1 然"	"33"	4410	5370	60	6185	6133	5783	142	5835	2181	52	53	52	7	100	100	37	13	0	0.000	0.000	0.000	0.000	0.000	0.000	186733	826.000	0.000	32	176	100	0	0	0	6133	5783	Error
1	8	16	"Ng 14-10 1 然"	"33"	4650	5380	60	6193	6139	6006	143	6060	2313	54	56	54	10	100	100	38	17	0	0.000	0.000	0.000	0.000	0.000	0.000	193926	600.400	0.000	32	176	100	0	0	0	6139	6006	Error
1	9	16	"Ng 14-10 1 然"	"33"	4900	5390	60	5557	5502	4982	144	5037	1511	55	57	55	11	100	100	29	19	0	0.000	0.000	0.000	0.000	0.000	0.000	161169	452.727	0.000	32	176	100	0	0	0	5502	4982	Error
1	1	17	"Ng 10-13 3 然"	"13"	2940	5650	70	161	117	123	145	167	35	44	45	44	8	100	100	20	17	0	0.000	0.000	0.000	0.000	0.000	0.000	5335	15.250	0.000	32	236	100	0	0	0	117	123	Error
1	2	17	"Ng 10-13 3 然"	"13"	3180	5640	70	153	110	121	146	164	41	43	44	43	8	100	100	25	18	0	0.000	0.000	0.000	0.000	0.000	0.000	5262	15.000	0.000	32	236	100	0	0	0	110	121	Error
1	3	17	"Ng 10-13 3 然"	"13"	3440	5650	70	158	115	122	147	165	39	43	44	43	7	100	100	23	15	0	0.000	0.000	0.000	0.000	0.000	0.000	5267	17.286	0.000	32	236	100	0	0	0	115	122	Error
1	4	17	"Ng 11-11 10然"	"17"	3680	5650	70	151	108	116	148	159	35	43	43	43	6	100	100	22	13	0	0.000	0.000	0.000	0.000	0.000	0.000	5081	19.333	0.000	32	236	100	0	0	0	108	116	Error
1	5	17	"Ng 11-11 10然"	"17"	3920	5650	70	150	105	111	149	156	27	45	45	45	7	100	100	17	15	0	0.000	0.000	0.000	0.000	0.000	0.000	4985	15.857	0.000	32	236	100	0	0	0	105	111	Error
1	6	17	"Ng 11-11 10然"	"17"	4180	5640	70	154	105	116	150	165	34	49	50	49	9	100	100	20	18	0	0.000	0.000	0.000	0.000	0.000	0.000	5264	12.778	0.000	32	236	100	0	0	0	105	116	Error
1	7	17	"Ng 12-11 1 然"	"21"	4400	5670	70	214	161	162	151	215	40	53	53	53	7	100	100	18	13	0	0.000	0.000	0.000	0.000	0.000	0.000	6890	23.143	0.000	32	236	100	0	0	0	161	162	Error
1	8	17	"Ng 12-11 1 然"	"21"	4640	5660	70	236	182	175	152	229	46	54	55	54	9	100	100	20	16	0	0.000	0.000	0.000	0.000	0.000	0.000	7335	19.333	0.000	32	236	100	0	0	0	182	175	Error
1	9	17	"Ng 12-11 1 然"	"21"	4900	5670	70	216	160	168	153	224	46	56	58	56	11	100	100	20	18	0	0.000	0.000	0.000	0.000	0.000	0.000	7152	15.091	0.000	32	236	100	0	0	0	160	168	Error
1	1	18	"Ng 7-13 3然"	"1"	2940	5900	30	986	807	797	154	976	56	179	176	179	49	100	100	5	27	0	0.000	0.000	0.000	0.000	0.000	0.000	3903	16.327	0.000	4	20	100	0	0	0	807	797	Error
1	2	18	"Ng 7-13 3然"	"1"	3180	5900	30	979	804	792	155	967	34	175	187	175	54	100	100	3	28	0	0.000	0.000	0.000	0.000	0.000	0.000	3868	14.444	0.000	4	20	100	0	0	0	804	792	Error
1	3	18	"Ng 7-13 3然"	"1"	3430	5900	30	891	718	752	156	925	105	173	183	173	88	100	100	11	48	0	0.000	0.000	0.000	0.000	0.000	0.000	3698	8.432	0.000	4	20	100	0	0	0	718	752	Error
1	4	18	"Ng 9-9 1 然"	"5"	3680	5900	70	168	121	157	157	204	111	47	50	47	13	100	100	54	26	0	0.000	0.000	0.000	0.000	0.000	0.000	6519	11.846	0.000	32	236	100	0	0	0	121	157	Error
1	5	18	"Ng 9-9 1 然"	"5"	3920	5900	70	173	126	185	158	232	175	47	48	47	8	100	100	75	16	0	0.000	0.000	0.000	0.000	0.000	0.000	7428	23.000	0.000	32	236	100	0	0	0	126	185	Error
1	6	18	"Ng 9-9 1 然"	"5"	4170	5900	70	175	126	150	159	199	79	49	50	49	9	100	100	39	18	0	0.000	0.000	0.000	0.000	0.000	0.000	6359	16.556	0.000	32	236	100	0	0	0	126	150	Error
1	7	18	"Ng 10-11 1 然"	"9"	4410	5900	80	222	168	163	160	217	85	54	54	54	8	100	100	39	14	0	0.000	0.000	0.000	0.000	0.000	0.000	11278	20.375	0.000	52	340	100	0	0	0	168	163	Error
1	8	18	"Ng 10-11 1 然"	"9"	4660	5890	80	210	154	164	161	220	99	56	56	56	9	98	98	45	16	0	0.000	0.000	0.000	0.000	0.000	0.000	11428	18.222	0.000	52	340	100	0	0	0	154	164	Error
1	9	18	"Ng 10-11 1 然"	"9"	4910	5880	80	226	167	170	162	229	99	59	59	59	9	100	98	43	15	0	0.000	0.000	0.000	0.000	0.000	0.000	11893	18.889	0.000	52	340	100	0	0	0	167	170	Error
2	1	1	""	""	7350	1800	100	58	0	-1	163	57	8	58	59	58	11	6	0	14	18	0	0.000	0.000	0.000	0.000	0.000	0.000	4591	-0.182	0.000	80	560	100	-75	0	0	0	-1	Error
2	2	1	""	""	7590	1800	100	80	16	16	164	80	10	64	76	64	44	3	0	12	57	0	0.000	0.000	0.000	0.000	0.000	0.000	6434	0.091	0.000	80	560	100	-75	0	0	16	16	Error
2	3	1	""	""	7840	1800	100	56	-9	-6	165	59	11	65	70	65	18	3	0	18	25	0	0.000	0.000	0.000	0.000	0.000	0.000	4722	-0.611	0.000	80	560	100	-75	0	0	-9	-6	Error
2	4	1	""	""	8080	1800	100	53	-3	-2	166	54	7	56	57	56	9	6	0	12	15	0	0.000	0.000	0.000	0.000	0.000	0.000	4297	-0.333	0.000	80	560	100	-75	0	0	-3	-2	Error
2	5	1	""	""	8330	1800	100	55	1	2	167	56	7	54	56	54	12	11	0	12	21	0	0.000	0.000	0.000	0.000	0.000	0.000	4472	0.000	0.000	80	560	100	-75	0	0	1	2	Error
2	6	1	""	""	8570	1800	100	54	1	2	168	55	10	53	53	53	8	14	5	18	15	0	0.000	0.000	0.000	0.000	0.000	0.000	4420	0.250	0.000	80	560	100	-75	0	0	1	2	Error
2	7	1	""	""	8820	1800	100	51	-2	-3	169	50	7	53	54	53	8	5	0	14	14	0	0.000	0.000	0.000	0.000	0.000	0.000	4031	-0.500	0.000	80	560	100	-75	0	0	-2	-3	Error
2	8	1	""	""	9060	1800	100	53	-2	-1	170	54	10	55	56	55	10	13	1	18	17	0	0.000	0.000	0.000	0.000	0.000	0.000	4349	-0.200	0.000	80	560	100	-75	0	0	-2	-1	Error
2	9	1	""	""	9310	1800	100	57	0	3	171	60	13	57	58	57	10	21	10	21	17	0	0.000	0.000	0.000	0.000	0.000	0.000	4793	0.200	0.000	80	560	100	-75	0	0	0	3	Error
2	1	2	""	""	7350	2050	100	56	-4	-3	172	57	7	60	65	60	20	0	0	12	30	0	0.000	0.000	0.000	0.000	0.000	0.000	4543	-0.400	0.000	80	560	100	-75	0	0	-4	-3	Error
2	2	2	""	""	7590	2050	100	59	-28	-25	173	62	16	87	92	87	33	0	0	25	35	0	0.000	0.000	0.000	0.000	0.000	0.000	4927	-0.909	0.000	80	560	100	-75	0	0	-28	-25	Error
2	3	2	""	""	7840	2050	100	51	-6	-4	174	53	9	57	64	57	23	0	0	16	35	0	0.000	0.000	0.000	0.000	0.000	0.000	4219	-0.478	0.000	80	560	100	-75	0	0	-6	-4	Error
2	4	2	""	""	8080	2050	100	54	1	0	175	53	6	53	55	53	9	9	1	11	16	0	0.000	0.000	0.000	0.000	0.000	0.000	4272	-0.222	0.000	80	560	100	-75	0	0	1	0	Error
2	5	2	""	""	8330	2050	100	54	2	3	176	55	9	52	53	52	8	28	6	16	15	0	0.000	0.000	0.000	0.000	0.000	0.000	4427	0.250	0.000	80	560	100	-75	0	0	2	3	Error
2	6	2	""	""	8570	2050	100	51	-1	-1	177	51	7	52	54	52	15	1	0	13	27	0	0.000	0.000	0.000	0.000	0.000	0.000	4118	-0.200	0.000	80	560	100	-75	0	0	-1	-1	Error
2	7	2	""	""	8820	2050	100	52	-1	-2	178	51	6	53	53	53	7	9	1	11	13	0	0.000	0.000	0.000	0.000	0.000	0.000	4100	-0.286	0.000	80	560	100	-75	0	0	-1	-2	Error
2	8	2	""	""	9060	2050	100	50	-2	0	179	52	7	52	52	52	7	13	3	13	13	0	0.000	0.000	0.000	0.000	0.000	0.000	4131	0.000	0.000	80	560	100	-75	0	0	-2	0	Error
2	9	2	""	""	9310	2050	100	52	1	2	180	53	8	51	52	51	8	21	5	15	15	0	0.000	0.000	0.000	0.000	0.000	0.000	4219	0.125	0.000	80	560	100	-75	0	0	1	2	Error
2	1	3	""	""	7350	2290	100	56	-1	0	181	57	11	57	59	57	13	11	3	19	22	0	0.000	0.000	0.000	0.000	0.000	0.000	4560	-0.154	0.000	80	560	100	-75	0	0	-1	0	Error
2	2	3	""	""	7590	2290	100	62	4	6	182	64	13	58	62	58	17	16	4	20	27	0	0.000	0.000	0.000	0.000	0.000	0.000	5081	0.118	0.000	80	560	100	-75	0	0	4	6	Error
2	3	3	""	""	7840	2290	100	52	-3	-2	183	53	7	55	56	55	11	4	0	13	19	0	0.000	0.000	0.000	0.000	0.000	0.000	4203	-0.273	0.000	80	560	100	-75	0	0	-3	-2	Error
2	4	3	""	""	8080	2290	100	52	-2	-1	184	53	9	54	55	54	11	6	1	16	20	0	0.000	0.000	0.000	0.000	0.000	0.000	4235	-0.182	0.000	80	560	100	-75	0	0	-2	-1	Error
2	5	3	""	""	8330	2290	100	54	0	0	185	54	8	54	56	54	11	10	1	14	19	0	0.000	0.000	0.000	0.000	0.000	0.000	4329	-0.182	0.000	80	560	100	-75	0	0	0	0	Error
2	6	3	""	""	8570	2290	100	53	-1	0	186	54	6	54	55	54	8	9	0	11	14	0	0.000	0.000	0.000	0.000	0.000	0.000	4284	-0.125	0.000	80	560	100	-75	0	0	-1	0	Error
