ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/14 14:37:43"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Slide04_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-14\Images\Slide04_US23502317_1003449804_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2910, 1760"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F532 Total Intensity"	"SNR 532"	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
-75	0	0	1	5	2	""	""	4190	2300	100	63	73	26	35	75	75	77	32	41	14	1	0	5875	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-12	-2	-12	-2	80	560	100	14
-75	0	0	1	6	2	""	""	4430	2300	100	45	46	6	13	48	48	52	15	28	0	0	0	3645	-0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-2	-3	-2	80	560	100	15
-75	0	0	1	7	2	""	""	4680	2300	100	48	48	8	16	48	48	49	11	22	4	1	0	3845	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	16
-75	0	0	1	8	2	""	""	4920	2300	100	47	48	6	12	49	49	51	10	19	3	0	0	3804	-0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-1	-2	-1	80	560	100	17
-75	0	0	1	9	2	""	""	5170	2300	100	58	58	10	17	55	55	57	12	21	21	1	0	4631	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	3	3	3	80	560	100	18
-75	0	0	1	1	3	""	""	3210	2540	100	56	57	7	12	60	60	63	16	25	0	0	0	4543	-0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-3	-4	-3	80	560	100	19
-75	0	0	1	2	3	""	""	3450	2540	100	85	88	19	21	86	86	88	17	19	19	9	0	7018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	2	-1	2	80	560	100	20
-75	0	0	1	3	3	""	""	3700	2540	100	84	84	14	16	92	92	93	20	21	3	1	0	6752	-0.450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-8	-8	-8	-8	80	560	100	21
-75	0	0	1	4	3	""	""	3940	2540	100	89	89	17	19	80	80	83	19	22	23	5	0	7094	0.316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	9	9	9	9	80	560	100	22
-75	0	0	1	5	3	""	""	4190	2540	100	46	47	7	14	46	46	48	11	22	6	1	0	3738	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	23
-75	0	0	1	6	3	""	""	4430	2540	100	45	45	6	13	45	45	46	9	19	8	1	0	3634	-0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	24
-75	0	0	1	7	3	""	""	4680	2540	100	49	48	6	12	47	47	48	7	14	16	1	0	3877	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	1	2	1	80	560	100	25
-75	0	0	1	8	3	""	""	4920	2540	100	48	48	7	14	48	48	48	7	14	9	4	0	3810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	26
-75	0	0	1	9	3	""	""	5170	2540	100	49	49	7	14	48	48	49	8	16	13	3	0	3948	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	27
-75	0	0	1	1	4	""	""	3210	2790	100	60	60	9	15	62	62	66	15	22	1	0	0	4764	-0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-2	-2	-2	80	559	100	28
-75	0	0	1	2	4	""	""	3450	2790	100	83	83	15	18	86	86	87	16	18	13	1	0	6630	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-3	-3	-3	80	556	100	29
-75	0	0	1	3	4	""	""	3700	2790	100	83	85	15	17	88	88	90	17	18	13	1	0	6801	-0.294	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-5	-3	-5	-3	80	547	100	30
-75	0	0	1	4	4	""	""	3940	2790	100	79	83	16	19	83	83	84	21	25	13	1	0	6659	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	0	-4	0	80	560	100	31
-75	0	0	1	5	4	""	""	4190	2790	100	51	51	6	11	52	52	56	13	23	3	0	0	4103	-0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	32
-75	0	0	1	6	4	""	""	4430	2790	100	52	54	9	16	52	52	52	8	15	18	8	0	4307	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	80	560	100	33
-75	0	0	1	7	4	""	""	4680	2790	100	50	50	6	12	49	49	50	7	14	14	3	0	4016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	34
-75	0	0	1	8	4	""	""	4920	2790	100	50	51	7	13	50	50	50	7	14	16	3	0	4043	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	560	100	35
-75	0	0	1	9	4	""	""	5170	2790	100	52	52	6	11	51	51	52	10	19	8	0	0	4163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	1	1	1	80	560	100	36
-50	0	0	1	1	5	"Blank 8"	"148"	3270	3000	100	73	73	12	16	67	67	70	14	20	23	5	0	5848	0.214	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	6	6	6	6	80	559	100	37
-50	0	0	1	2	5	"Blank 8"	"148"	3520	2990	100	78	82	20	24	78	78	79	13	16	30	16	0	6530	0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	4	0	4	80	556	100	38
-50	0	0	1	3	5	"Blank 8"	"148"	3760	2980	100	82	86	20	23	84	84	86	15	17	15	8	0	6845	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	2	-2	2	80	522	100	39
-75	0	0	1	4	5	""	""	3940	3030	100	91	92	12	13	87	87	88	16	18	13	3	0	7339	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	4	5	4	5	80	516	100	40
-75	0	0	1	5	5	""	""	4190	3030	100	78	81	14	17	75	75	77	18	23	20	4	0	6446	0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	6	3	6	80	559	100	41
-75	0	0	1	6	5	""	""	4430	3030	100	56	57	8	14	55	55	56	9	16	16	3	0	4527	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	531	100	42
-75	0	0	1	7	5	""	""	4680	3030	100	50	49	7	14	51	51	52	9	17	4	0	0	3920	-0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-2	-1	-2	80	520	100	43
-75	0	0	1	8	5	""	""	4920	3030	100	52	51	7	13	53	53	54	8	14	6	0	0	4115	-0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-2	-1	-2	80	547	100	44
-75	0	0	1	9	5	""	""	5170	3030	100	57	58	10	17	54	54	55	8	14	24	8	0	4644	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	492	100	45
-50	0	0	1	1	6	"Lg fr. 26 0.1然"	"100"	3280	3220	100	60	61	9	14	64	64	66	13	19	5	0	0	4865	-0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-3	-4	-3	80	560	100	46
-50	0	0	1	2	6	"Lg fr. 26 0.1然"	"100"	3530	3220	100	80	82	14	17	78	78	79	17	21	21	3	0	6562	0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	4	2	4	80	560	100	47
-50	0	0	1	3	6	"Lg fr. 26 0.1然"	"100"	3770	3210	100	83	83	13	15	83	83	85	16	18	11	1	0	6675	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	560	100	48
-50	0	0	1	4	6	"Lg fr. 30 0.2然"	"116"	4010	3210	100	83	81	11	13	86	86	87	15	17	4	0	0	6514	-0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-5	-3	-5	80	541	100	49
0	0	0	1	5	6	"Lg fr. 30 0.2然"	"116"	4250	3230	90	104	103	15	14	81	81	83	22	26	50	4	0	5370	0.909	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	23	22	23	22	52	420	100	50
-50	0	0	1	6	6	"Lg fr. 30 0.2然"	"116"	4500	3200	100	53	54	9	16	55	55	56	9	16	11	3	0	4331	-0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-1	-2	-1	80	531	100	51
-50	0	0	1	7	6	"Lg fr. 35 0.1然"	"132"	4750	3190	100	59	58	8	13	57	57	58	10	17	9	1	0	4671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	1	2	1	80	520	100	52
0	0	0	1	8	6	"Lg fr. 35 0.1然"	"132"	5010	3170	40	74	78	31	39	57	57	58	7	12	58	58	0	939	2.857	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	17	21	17	21	12	68	100	53
-50	0	0	1	9	6	"Lg fr. 35 0.1然"	"132"	5250	3160	100	61	62	7	11	60	60	62	14	22	8	0	0	4927	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	492	100	54
-50	0	0	1	1	7	"Ng fr.41 1.56然"	"115"	3290	3520	100	57	59	9	15	63	63	65	13	20	3	1	0	4696	-0.462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-6	-4	-6	-4	80	560	100	55
-50	0	0	1	2	7	"Ng fr.41 1.56然"	"115"	3540	3510	100	76	76	14	18	77	77	78	15	19	11	0	0	6110	-0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	-1	-1	-1	80	560	100	56
-50	0	0	1	3	7	"Ng fr.41 1.56然"	"115"	3780	3510	100	82	84	12	14	85	85	86	16	18	6	1	0	6694	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-1	-3	-1	80	546	100	57
-50	0	0	1	4	7	"Lg fr. 17 0.1然"	"131"	4030	3500	100	101	101	13	12	96	96	97	16	16	21	1	0	8109	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	5	5	5	5	80	547	100	58
-50	0	0	1	5	7	"Lg fr. 17 0.1然"	"131"	4270	3500	100	99	99	16	16	93	93	94	15	15	23	9	0	7953	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	6	6	6	6	80	546	100	59
-50	0	0	1	6	7	"Lg fr. 17 0.1然"	"131"	4520	3490	100	97	96	11	11	88	88	86	17	19	14	0	0	7681	0.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	9	8	9	8	80	554	100	60
-50	0	0	1	7	7	"Lg fr. 21 0.9然"	"147"	4760	3490	100	98	103	21	20	96	96	95	23	24	9	4	0	8205	0.348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	2	7	2	7	80	547	100	61
0	0	0	1	8	7	"Lg fr. 21 0.9然"	"147"	5010	3490	40	127	132	19	14	103	103	102	14	13	75	42	0	1580	2.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	24	29	24	29	12	68	100	62
-50	0	0	1	9	7	"Lg fr. 21 0.9然"	"147"	5250	3480	100	80	81	17	20	77	77	79	15	18	15	5	0	6513	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	503	100	63
-50	0	0	1	1	8	"Ng fr.29 0.9然"	"130"	3290	3760	100	54	53	8	15	60	60	63	13	20	0	0	0	4278	-0.769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-6	-7	-6	-7	80	560	100	64
0	0	0	1	2	8	"Ng fr.29 0.9然"	"130"	3540	3760	60	113	114	12	10	96	96	94	13	13	59	25	0	3644	1.538	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	17	18	17	18	32	176	100	65
-50	0	0	1	3	8	"Ng fr.29 0.9然"	"130"	3780	3710	100	85	85	10	11	88	88	92	23	25	0	0	0	6817	-0.304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-3	-3	-3	80	546	100	66
-50	0	0	1	4	8	"Ng fr.33 2.5然"	"146"	4020	3700	100	121	118	25	21	103	103	106	20	18	41	9	0	9427	0.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	18	15	18	15	80	547	100	67
-50	0	0	1	5	8	"Ng fr.33 2.5然"	"146"	4270	3700	100	109	108	12	11	106	106	106	15	14	11	0	0	8606	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	2	3	2	80	546	100	68
-50	0	0	1	6	8	"Ng fr.33 2.5然"	"146"	4510	3700	100	92	93	12	12	95	95	96	13	13	13	3	0	7479	-0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	-2	-3	-2	80	554	100	69
-50	0	0	1	7	8	"Ng fr.37 4.3然"	"99"	4750	3690	100	95	96	11	11	96	96	98	17	17	8	0	0	7701	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-1	0	-1	0	80	547	100	70
0	0	0	1	8	8	"Ng fr.37 4.3然"	"99"	5000	3650	40	124	125	10	8	106	106	110	16	14	50	8	0	1496	0.938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	18	19	18	19	12	68	100	71
-50	0	0	1	9	8	"Ng fr.37 4.3然"	"99"	5240	3640	100	75	78	13	16	81	81	83	20	24	1	1	0	6203	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-6	-3	-6	-3	80	503	100	72
-50	0	0	1	1	9	"Ng fr.17 0.7然"	"145"	3320	3980	100	69	70	13	18	66	66	73	22	30	11	0	0	5602	-0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	3	4	3	4	80	522	100	73
-50	0	0	1	2	9	"Ng fr.17 0.7然"	"145"	3560	3970	100	91	90	11	12	93	93	94	23	24	1	0	0	7225	-0.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-3	-2	-3	80	547	100	74
-50	0	0	1	3	9	"Ng fr.17 0.7然"	"145"	3810	3970	100	117	117	18	15	121	121	122	24	19	6	1	0	9365	-0.208	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-4	-4	-4	80	547	100	75
0	0	0	1	4	9	"Ng fr.21 0.5然"	"98"	4060	3970	40	165	164	20	12	146	146	147	16	10	58	33	0	1962	1.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	19	18	19	18	12	68	100	76
-50	0	0	1	5	9	"Ng fr.21 0.5然"	"98"	4300	3960	100	111	114	21	18	114	114	117	18	15	14	4	0	9151	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-3	0	-3	0	80	547	100	77
-50	0	0	1	6	9	"Ng fr.21 0.5然"	"98"	4550	3960	100	101	101	11	10	97	97	97	14	14	20	3	0	8116	0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	4	4	4	4	80	550	100	78
-50	0	0	1	7	9	"Ng fr.25 1.9然"	"114"	4790	3950	100	96	97	13	13	95	95	97	16	16	13	3	0	7779	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	2	1	2	80	547	100	79
-50	0	0	1	8	9	"Ng fr.25 1.9然"	"114"	5040	3950	100	95	95	10	10	95	95	97	21	21	1	0	0	7605	-0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	80	550	100	80
-50	0	0	1	9	9	"Ng fr.25 1.9然"	"114"	5280	3940	100	63	63	10	15	65	65	67	13	19	6	1	0	5043	-0.308	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-2	-2	-2	80	554	100	81
0	0	0	1	1	10	"Ng fr.11 10然"	"97"	3290	4210	210	122	117	30	25	73	73	79	24	30	71	50	0	37114	1.583	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	49	44	49	44	316	2185	100	82
-50	0	0	1	2	10	"Ng fr.11 10然"	"97"	3500	4160	100	70	70	9	12	74	74	78	19	24	0	0	0	5588	-0.421	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-4	-4	-4	-4	80	484	100	83
-50	0	0	1	3	10	"Ng fr.11 10然"	"97"	3750	4160	100	102	103	17	16	104	104	105	24	22	9	0	0	8261	-0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-2	-1	-2	-1	80	547	100	84
0	0	0	1	4	10	"Ng fr.12 5然"	"113"	3970	4120	110	154	155	18	11	128	128	129	23	17	51	13	0	12385	1.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	26	27	26	27	80	634	100	85
-50	0	0	1	5	10	"Ng fr.12 5然"	"113"	4240	4150	100	118	122	21	17	123	123	124	22	17	18	1	0	9745	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-5	-1	-5	-1	80	547	100	86
-50	0	0	1	6	10	"Ng fr.12 5然"	"113"	4480	4150	100	101	100	11	11	100	100	103	17	16	6	0	0	8018	-0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	1	0	1	0	80	550	100	87
-50	0	0	1	7	10	"Ng fr.13 1然"	"129"	4730	4140	100	93	92	11	11	98	98	99	13	13	5	0	0	7332	-0.538	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-5	-6	-5	-6	80	547	100	88
-50	0	0	1	8	10	"Ng fr.13 1然"	"129"	4970	4140	100	99	100	12	12	99	99	100	14	14	13	1	0	7983	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	80	550	100	89
-50	0	0	1	9	10	"Ng fr.13 1然"	"129"	5220	4140	100	82	83	13	15	88	88	89	22	24	1	0	0	6616	-0.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	-6	-5	-6	-5	80	554	100	90
0	0	0	1	1	11	"Lg 23-12"	"85"	3270	4470	40	211	219	26	11	90	90	96	24	25	100	100	0	2633	5.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	121	129	121	129	12	68	100	91
0	0	0	1	2	11	"Lg 23-12"	"85"	3500	4460	50	182	188	36	19	93	93	95	22	23	92	92	0	2257	4.227	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	89	95	89	95	12	104	100	92
0	0	0	1	3	11	"Lg 23-12"	"85"	3780	4490	70	177	184	35	19	85	85	89	21	23	100	100	0	5903	4.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	92	99	92	99	32	236	100	93
0	0	0	1	4	11	"Print buffer"	"89"	4000	4460	60	234	228	45	19	117	117	124	36	29	97	78	0	7282	2.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	117	111	117	111	32	176	100	94
0	0	0	1	5	11	"Print buffer"	"89"	4240	4460	60	340	326	72	22	159	159	170	48	28	97	75	0	10429	3.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	181	167	181	167	32	176	100	95
0	0	0	1	6	11	"Print buffer"	"89"	4490	4480	60	372	359	73	20	184	184	193	67	34	94	63	0	11477	2.478	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	188	175	188	175	32	176	100	96
0	0	0	1	7	11	"Print buffer"	"93"	4740	4470	50	540	546	108	19	169	169	173	46	26	100	100	0	6546	8.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	371	377	371	377	12	104	100	97
0	0	0	1	8	11	"Print buffer"	"93"	5010	4450	50	569	567	75	13	143	143	145	25	17	100	100	0	6808	16.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	426	424	426	424	12	104	100	98
0	0	0	1	9	11	"Print buffer"	"93"	5230	4460	50	553	554	95	17	156	156	158	31	19	100	100	0	6647	12.774	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	397	398	397	398	12	104	100	99
0	0	0	1	1	12	"Lg 17-16 1 然"	"73"	3290	4740	60	150	145	29	20	73	73	73	11	15	100	94	0	4634	6.545	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	77	72	77	72	32	176	100	100
0	0	0	1	2	12	"Lg 17-16 1 然"	"73"	3540	4740	60	153	153	34	22	79	79	132	317	240	0	0	0	4908	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	74	74	74	74	32	176	100	101
0	0	0	1	3	12	"Lg 17-16 1 然"	"73"	3740	4740	60	173	175	34	19	88	88	91	20	21	100	88	0	5609	4.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	85	87	85	87	32	176	100	102
0	0	0	1	4	12	"Lg 19-8 1 然"	"77"	3990	4700	60	243	237	39	16	98	98	109	37	33	100	91	0	7579	3.459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	145	139	145	139	32	176	100	103
0	0	0	1	5	12	"Lg 19-8 1 然"	"77"	4250	4700	60	279	268	45	16	123	123	129	31	24	100	100	0	8586	4.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	156	145	156	145	32	176	100	104
0	0	0	1	6	12	"Lg 19-8 1 然"	"77"	4480	4720	60	413	406	74	18	123	123	138	42	30	100	100	0	13000	6.381	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	290	283	290	283	32	176	100	105
0	0	0	1	7	12	"Lg 22-12 1 然"	"81"	4750	4720	60	386	395	103	26	155	155	159	31	19	100	100	0	12628	7.613	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	231	240	231	240	32	176	100	106
