ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2018/02/07 15:52:19"
"Settings=Z:\Laudine\Agilent Scanner Glycan Array\2018.02.03\slide n6 green 532 10PCT.gps"
"GalFile=H:\MyDocs\Brugia malayi\Glycan array\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=Z:\Laudine\Agilent Scanner Glycan Array\2018.02.04\US23502317_1003449805_Sn6_10pct_flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2590, 1590"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"F532 Total Intensity"	"SNR 532"	"F532 CV"	"B532 CV"	"Index"
3	2	12	"Lg 18-8 1 然"	"75"	12220	4510	60	867	1017	704	383	400	383	216	63	50	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	484	634	Error	484	634	32533	2.856	69	54	425
3	3	12	"Lg 18-8 1 然"	"75"	12470	4510	60	1049	982	654	443	414	443	179	59	59	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	606	539	Error	606	539	31439	3.173	66	43	426
3	4	12	"Lg 20-9 1 然"	"79"	12720	4510	50	1524	1528	80	186	211	186	100	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1338	1342	Error	1338	1342	18338	13.170	5	47	427
3	5	12	"Lg 20-9 1 然"	"79"	12960	4510	50	1407	1411	59	242	275	242	147	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1165	1169	Error	1165	1169	16933	7.728	4	53	428
3	6	12	"Lg 20-9 1 然"	"79"	13210	4510	50	1426	1303	308	222	255	222	114	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1204	1081	Error	1204	1081	15641	9.193	23	44	429
3	7	12	"Lg 23-11 3 然"	"83"	13440	4500	50	1873	1575	525	184	255	184	163	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1689	1391	Error	1689	1391	18897	8.098	33	63	430
3	8	12	"Lg 23-11 3 然"	"83"	13690	4500	50	1922	1763	351	190	253	190	162	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1732	1573	Error	1732	1573	21159	9.321	19	64	431
3	9	12	"Lg 23-11 3 然"	"83"	13930	4500	60	1014	1042	734	435	423	435	179	66	63	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	579	607	Error	579	607	33356	3.458	70	42	432
3	1	13	"Ng 21-8 10 然"	"63"	11980	4760	60	800	961	687	510	487	510	192	53	47	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	290	451	Error	290	451	30754	2.469	71	39	433
3	2	13	"Ng 21-8 10 然"	"63"	12220	4760	60	991	897	591	495	462	495	170	53	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	496	402	Error	496	402	28702	2.559	65	36	434
3	3	13	"Ng 21-8 10 然"	"63"	12470	4760	60	785	892	622	473	453	473	183	56	47	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	312	419	Error	312	419	28548	2.399	69	40	435
3	4	13	"Lg 15-17 1 然"	"67"	12710	4760	50	1354	1281	300	188	226	188	126	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1166	1093	Error	1166	1093	15372	8.373	23	55	436
3	5	13	"Lg 15-17 1 然"	"67"	12950	4750	50	1441	1418	303	424	531	424	420	92	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1017	994	Error	1017	994	17014	2.112	21	79	437
3	6	13	"Lg 15-17 1 然"	"67"	13210	4760	50	1534	1549	129	189	227	189	121	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1345	1360	Error	1345	1360	18592	10.926	8	53	438
3	7	13	"Lg 17-15 1 然"	"71"	13450	4750	50	1346	1322	135	220	273	220	158	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1126	1102	Error	1126	1102	15863	6.639	10	57	439
3	8	13	"Lg 17-15 1 然"	"71"	13690	4750	50	1472	1358	370	203	272	203	168	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1269	1155	Error	1269	1155	16293	6.464	27	61	440
3	9	13	"Lg 17-15 1 然"	"71"	13940	4760	50	1385	1307	305	229	267	229	129	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1156	1078	Error	1156	1078	15678	8.062	23	48	441
3	1	14	"Ng 18-11 1 然"	"51"	11970	4990	50	801	824	431	178	266	178	193	75	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	623	646	Error	623	646	9888	2.891	52	72	442
3	2	14	"Ng 18-11 1 然"	"51"	12210	4990	50	1179	1103	437	193	253	193	158	100	83	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	986	910	Error	986	910	13232	5.380	39	62	443
3	3	14	"Ng 18-11 1 然"	"51"	12460	4990	50	1153	986	431	193	264	193	172	83	67	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	960	793	Error	960	793	11834	4.198	43	65	444
3	4	14	"Ng 19-11 3 然"	"55"	12710	5010	50	1355	1228	264	191	223	191	108	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1164	1037	Error	1164	1037	14735	9.306	21	48	445
3	5	14	"Ng 19-11 3 然"	"55"	12950	5010	50	1379	1304	206	284	312	284	161	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1095	1020	Error	1095	1020	15646	6.161	15	51	446
3	6	14	"Ng 19-11 3 然"	"55"	13200	5010	50	1561	1414	327	215	260	215	129	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1346	1199	Error	1346	1199	16968	8.946	23	49	447
3	7	14	"Ng 20-7 1 然"	"59"	13450	5000	50	1183	1191	110	214	258	214	132	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	969	977	Error	969	977	14294	7.068	9	51	448
3	8	14	"Ng 20-7 1 然"	"59"	13700	5010	50	1294	1292	90	213	240	213	113	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1081	1079	Error	1081	1079	15501	9.310	6	47	449
3	9	14	"Ng 20-7 1 然"	"59"	13940	5000	50	1361	1227	355	259	301	259	153	100	92	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1102	968	Error	1102	968	14722	6.052	28	50	450
3	1	15	"Ng 15-14/15 1 然"	"39"	11980	5230	60	764	827	554	424	434	424	203	53	47	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	340	403	Error	340	403	26470	1.936	66	46	451
3	2	15	"Ng 15-14/15 1 然"	"39"	12210	5230	50	1497	1315	380	177	235	177	144	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1320	1138	Error	1320	1138	15781	7.500	28	61	452
3	3	15	"Ng 15-14/15 1 然"	"39"	12460	5240	50	1302	1209	297	143	181	143	103	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1159	1066	Error	1159	1066	14511	9.981	24	56	453
3	4	15	"Ng 17-7 3 然"	"43"	12720	5250	50	1347	1343	113	178	205	178	102	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1169	1165	Error	1169	1165	16115	11.157	8	49	454
3	5	15	"Ng 17-7 3 然"	"43"	12950	5250	50	1326	1183	402	204	242	204	139	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1122	979	Error	1122	979	14191	6.770	33	57	455
3	6	15	"Ng 17-7 3 然"	"43"	13210	5250	50	1776	1726	131	246	282	246	122	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1530	1480	Error	1530	1480	20711	11.836	7	43	456
3	7	15	"Ng 17-9 3 然"	"47"	13450	5250	50	1617	1626	93	193	225	193	113	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1424	1433	Error	1424	1433	19515	12.398	5	50	457
3	8	15	"Ng 17-9 3 然"	"47"	13700	5250	50	1795	1686	230	228	264	228	118	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1567	1458	Error	1567	1458	20236	12.051	13	44	458
3	9	15	"Ng 17-9 3 然"	"47"	13930	5250	50	1747	1422	592	237	271	237	119	100	92	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1510	1185	Error	1510	1185	17067	9.672	41	43	459
3	1	16	"Ng 14-8 1 然"	"27"	11990	5490	60	911	847	469	455	441	455	174	66	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	456	392	Error	456	392	27108	2.333	55	39	460
3	2	16	"Ng 14-8 1 然"	"27"	12210	5500	50	1124	1053	249	141	188	141	102	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	983	912	Error	983	912	12640	8.480	23	54	461
3	3	16	"Ng 14-8 1 然"	"27"	12460	5500	50	1266	1274	79	143	167	143	92	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1123	1131	Error	1123	1131	15289	12.033	6	55	462
3	4	16	"Ng 14-9 1 然"	"31"	12720	5500	60	888	911	364	372	383	372	232	72	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	516	539	Error	516	539	29151	2.276	39	60	463
3	5	16	"Ng 14-9 1 然"	"31"	12960	5500	60	867	942	445	387	361	387	142	72	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	480	555	Error	480	555	30141	4.092	47	39	464
3	6	16	"Ng 14-9 1 然"	"31"	13210	5500	60	913	995	433	477	451	477	151	69	59	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	436	518	Error	436	518	31827	3.603	43	33	465
3	7	16	"Ng 14-12 1 然"	"35"	13440	5490	50	1659	1532	297	257	297	257	135	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1402	1275	Error	1402	1275	18387	9.148	19	45	466
3	8	16	"Ng 14-12 1 然"	"35"	13690	5500	50	1570	1534	213	199	225	199	98	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1371	1335	Error	1371	1335	18413	13.357	13	43	467
3	9	16	"Ng 14-12 1 然"	"35"	13930	5500	50	1696	1589	297	255	291	255	123	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1441	1334	Error	1441	1334	19070	10.553	18	42	468
3	1	17	"Ng 11-10 3 然"	"15"	11970	5740	70	1172	1185	616	585	531	585	181	69	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	587	600	Error	587	600	37917	3.613	51	34	469
3	2	17	"Ng 11-10 3 然"	"15"	12220	5750	70	1299	1346	474	568	544	568	206	84	72	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	731	778	Error	731	778	43087	3.893	35	37	470
3	3	17	"Ng 11-10 3 然"	"15"	12460	5740	70	1342	1246	606	527	521	527	210	75	63	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	815	719	Error	815	719	39858	3.452	48	40	471
3	4	17	"Ng 11-11 1 然"	"19"	12720	5730	60	807	854	510	473	480	473	240	59	44	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	334	381	Error	334	381	27337	1.558	59	50	472
3	5	17	"Ng 11-11 1 然"	"19"	12960	5730	60	900	909	563	425	414	425	156	56	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	475	484	Error	475	484	29073	3.173	61	37	473
3	6	17	"Ng 11-11 1 然"	"19"	13210	5730	60	755	743	519	405	396	405	159	59	50	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	350	338	Error	350	338	23785	2.182	69	40	474
3	7	17	"Ng 13-14"	"23"	13440	5730	60	1516	1269	772	414	423	414	163	69	69	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	1102	855	Error	1102	855	40605	5.190	60	38	475
3	8	17	"Ng 13-14"	"23"	13690	5740	60	1551	1341	768	470	455	470	159	72	69	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	1081	871	Error	1081	871	42923	5.572	57	34	476
3	9	17	"Ng 13-14"	"23"	13930	5740	60	1568	1383	774	453	459	453	169	72	69	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	1115	930	Error	1115	930	44259	5.467	55	36	477
3	1	18	"Ng 9-9 10然"	"3"	11970	5990	70	1179	1287	698	688	658	688	128	59	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	491	599	Error	491	599	41197	4.914	54	19	478
3	2	18	"Ng 9-9 10然"	"3"	12210	5990	60	1223	1324	647	539	543	539	153	78	69	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	684	785	Error	684	785	42360	5.105	48	28	479
3	3	18	"Ng 9-9 10然"	"3"	12460	5990	50	1950	1774	479	390	407	390	109	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	1560	1384	Error	1560	1384	21286	12.541	27	26	480
3	4	18	"Ng 10-10 1 然"	"7"	12720	6000	60	1082	1174	536	483	460	483	170	78	63	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	599	691	Error	599	691	37577	4.200	45	36	481
3	5	18	"Ng 10-10 1 然"	"7"	12960	6000	60	1141	1247	551	459	437	459	177	81	72	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	682	788	Error	682	788	39891	4.576	44	40	482
3	6	18	"Ng 10-10 1 然"	"7"	13210	6000	60	1150	1200	558	507	471	507	161	75	66	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	643	693	Error	643	693	38405	4.528	46	34	483
3	7	18	"Ng 10-13 30 然"	"11"	13450	6000	60	796	905	476	417	421	417	160	66	50	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	379	488	Error	379	488	28961	3.025	52	38	484
3	8	18	"Ng 10-13 30 然"	"11"	13700	6000	60	939	1026	521	438	431	438	156	69	59	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	501	588	Error	501	588	32839	3.814	50	36	485
3	9	18	"Ng 10-13 30 然"	"11"	13930	6000	70	1050	1014	531	594	543	594	176	66	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	456	420	Error	456	420	32452	2.676	52	32	486
4	1	1	""	""	16490	1810	100	695	700	55	671	664	671	76	20	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	24	29	Error	24	29	56009	0.474	7	11	487
4	2	1	""	""	16730	1810	100	750	757	53	681	674	681	90	36	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	69	76	Error	69	76	60548	0.922	7	13	488
4	3	1	""	""	16980	1810	100	735	738	40	718	718	718	61	10	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	17	20	Error	17	20	59064	0.328	5	8	489
4	4	1	""	""	17220	1810	100	737	725	77	673	652	673	99	28	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	64	52	Error	64	52	58033	0.737	10	15	490
4	5	1	""	""	17470	1810	100	557	564	69	560	581	560	107	8	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-3	4	Error	-3	4	45105	-0.159	12	18	491
4	6	1	""	""	17710	1810	100	527	527	50	543	548	543	65	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-16	-16	Error	-16	-16	42147	-0.323	9	11	492
4	7	1	""	""	17960	1810	100	572	566	32	598	599	598	61	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-26	-32	Error	-26	-32	45316	-0.541	5	10	493
4	8	1	""	""	18200	1810	100	505	464	104	490	474	490	107	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	15	-26	Error	15	-26	37112	-0.093	22	22	494
4	9	1	""	""	18450	1810	100	379	379	40	369	386	369	75	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	10	10	Error	10	10	30292	-0.093	10	19	495
4	1	2	""	""	16490	2060	100	661	675	69	669	667	669	71	21	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-8	6	Error	-8	6	54003	0.113	10	10	496
4	2	2	""	""	16730	2060	100	574	577	97	682	680	682	79	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-108	-105	Error	-108	-105	46145	-1.304	16	11	497
4	3	2	""	""	16980	2060	100	648	647	56	659	656	659	98	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-11	-12	Error	-11	-12	51763	-0.092	8	14	498
4	4	2	""	""	17220	2060	100	761	762	78	694	696	694	94	39	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	67	68	Error	67	68	60942	0.702	10	13	499
4	5	2	""	""	17470	2060	100	636	639	52	615	615	615	87	11	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	21	24	Error	21	24	51093	0.276	8	14	500
4	6	2	""	""	17710	2060	100	566	574	54	587	592	587	66	13	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-21	-13	Error	-21	-13	45935	-0.273	9	11	501
4	7	2	""	""	17960	2060	100	615	620	61	595	605	595	73	21	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	20	25	Error	20	25	49586	0.205	9	12	502
4	8	2	""	""	18200	2060	100	620	622	45	592	593	592	48	36	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	28	30	Error	28	30	49745	0.604	7	8	503
4	9	2	""	""	18450	2060	100	672	668	40	642	634	642	72	9	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	30	26	Error	30	26	53434	0.472	5	11	504
4	1	3	""	""	16490	2300	100	608	607	64	587	586	587	83	14	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	21	20	Error	21	20	48588	0.253	10	14	505
4	2	3	""	""	16730	2300	100	543	561	79	610	628	610	105	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-67	-49	Error	-67	-49	44861	-0.638	14	16	506
4	3	3	""	""	16980	2300	100	833	835	70	672	705	672	145	59	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	161	163	Error	161	163	66765	0.897	8	20	507
4	4	3	""	""	17220	2300	100	593	597	94	636	636	636	119	5	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-43	-39	Error	-43	-39	47743	-0.328	15	18	508
4	5	3	""	""	17470	2300	100	647	653	66	649	656	649	74	16	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-2	4	Error	-2	4	52204	-0.041	10	11	509
4	6	3	""	""	17710	2300	100	571	568	50	620	641	620	99	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-49	-52	Error	-49	-52	45415	-0.737	8	15	510
4	7	3	""	""	17960	2300	100	706	707	55	601	604	601	67	78	34	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	105	106	Error	105	106	56566	1.537	7	11	511
4	8	3	""	""	18200	2300	100	606	605	39	609	612	609	71	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-3	-4	Error	-3	-4	48372	-0.099	6	11	512
4	9	3	""	""	18450	2300	100	704	705	54	690	689	690	49	26	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	14	15	Error	14	15	56408	0.327	7	7	513
4	1	4	""	""	16490	2550	100	621	652	94	631	638	631	121	15	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-10	21	Error	-10	21	52190	0.116	14	18	514
4	2	4	""	""	16730	2550	100	552	551	55	595	608	595	99	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-43	-44	Error	-43	-44	44090	-0.576	9	16	515
4	3	4	""	""	16980	2550	100	744	762	114	625	657	625	147	40	11	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	119	137	Error	119	137	60974	0.714	14	22	516
4	4	4	""	""	17220	2550	100	638	632	59	668	678	668	113	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-30	-36	Error	-30	-36	50597	-0.407	9	16	517
4	5	4	""	""	17470	2550	100	658	644	57	637	643	637	55	19	4	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	21	7	Error	21	7	51553	0.018	8	8	518
4	6	4	""	""	17710	2550	100	632	631	58	620	621	620	67	20	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	12	11	Error	12	11	50483	0.149	9	10	519
4	7	4	""	""	17960	2550	100	616	617	49	624	627	624	60	9	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-8	-7	Error	-8	-7	49377	-0.167	7	9	520
4	8	4	""	""	18200	2550	100	638	641	53	658	658	658	56	8	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-20	-17	Error	-20	-17	51260	-0.304	8	8	521
4	9	4	""	""	18450	2550	100	668	671	40	676	678	676	48	11	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-8	-5	Error	-8	-5	53644	-0.146	5	7	522
4	1	5	"Blank 11"	"160"	16510	2790	60	1082	1069	712	397	400	397	132	69	59	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	685	672	Error	685	672	34201	5.068	66	33	523
4	2	5	"Blank 11"	"160"	16730	2790	60	1277	1145	677	429	415	429	128	69	66	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	848	716	Error	848	716	36625	5.703	59	30	524
4	3	5	"Blank 11"	"160"	16970	2800	60	1296	1224	687	390	393	390	129	75	72	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	906	834	Error	906	834	39157	6.442	56	32	525
4	4	5	""	""	17220	2790	100	855	839	138	657	683	657	176	51	6	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	198	182	Error	198	182	67122	0.886	16	25	526
4	5	5	""	""	17470	2790	100	569	562	64	629	695	629	182	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-60	-67	Error	-60	-67	44962	-0.731	11	26	527
4	6	5	""	""	17710	2790	100	572	564	64	570	560	570	76	9	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	2	-6	Error	2	-6	45104	0.053	11	13	528
4	7	5	""	""	17960	2790	100	566	557	54	562	560	562	61	10	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	4	-5	Error	4	-5	44546	-0.049	9	10	529
4	8	5	""	""	18200	2790	100	629	639	65	641	639	641	75	15	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	-12	-2	Error	-12	-2	51133	0.000	10	11	530
4	9	5	""	""	18450	2790	100	689	718	104	677	690	677	89	26	14	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-75	0	0	12	41	Error	12	41	57431	0.315	14	12	531
4	1	6	"Lg fr. 29 0.3然"	"112"	16490	3030	50	506	538	93	297	305	297	101	100	50	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	209	241	Error	209	241	6458	2.307	17	33	532
4	2	6	"Lg fr. 29 0.3然"	"112"	16730	3020	50	472	472	123	242	258	242	93	83	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	230	230	Error	230	230	5666	2.301	26	36	533
4	3	6	"Lg fr. 29 0.3然"	"112"	16980	3040	50	453	423	132	189	210	189	69	92	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	264	234	Error	264	234	5078	3.087	31	32	534
4	4	6	"Lg fr. 33 0.4然"	"128"	17240	3040	40	427	415	60	165	174	165	50	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	68	100	0	0	0	262	250	Error	262	250	4984	4.820	14	28	535
4	5	6	"Lg fr. 33 0.4然"	"128"	17470	3030	50	530	519	56	490	517	490	202	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	40	29	Error	40	29	6233	0.010	10	39	536
4	6	6	"Lg fr. 33 0.4然"	"128"	17730	3040	50	526	521	114	522	534	522	165	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	4	-1	Error	4	-1	6248	-0.079	21	30	537
4	7	6	"Blank 7"	"144"	17960	3040	50	576	601	74	393	404	393	206	42	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	183	208	Error	183	208	7210	0.956	12	50	538
4	8	6	"Blank 7"	"144"	18210	3040	50	580	579	128	381	405	381	120	75	33	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	199	198	Error	199	198	6952	1.450	22	29	539
